gene,kegg,rvs,rvm,mvs
IYO_000005,PSPTO_0001,-1.83215964983157,-0.0768945722214805,-1.75526507761009
IYO_000010,PSPTO_0002,-1.59505572080867,-0.0830398499840391,-1.51201587082463
IYO_000015,PSPTO_0003,-1.08746091431997,-0.265127987937211,-0.822332926382758
IYO_000045,PSPTO_0005,2.1512777626868,0.163211961503463,1.98806580118334
IYO_000065,PSPTO_0030,0.593260495707938,0.0895520427370642,0.503708452970874
IYO_000080,PSPTO_5348,1.06969096857983,-0.175881342993463,1.2455723115733
IYO_000085,PSPTO_0032,1.11948764708102,-0.388152670414027,1.50764031749504
IYO_000090,PSPTO_0033,1.21644701776301,-0.825143685872126,2.04159070363513
IYO_000095,PSPTO_0192,1.18498437668462,-0.904561436821847,2.08954581350646
IYO_000135,PSPTO_5591,2.07961313794345,-0.320970437621773,2.40058357556522
IYO_000160,PSPTO_0011,0.801982077797648,0.0687664300663689,0.733215647731279
IYO_000190,PSPTO_0027,-1.34110858197149,0.7952677231177,-2.13637630508919
IYO_000205,PSPTO_5409,-1.35053858626995,0.0440443680165815,-1.39458295428653
IYO_000225,PSPTO_3050,2.26856458625062,0.114306343840336,2.15425824241029
IYO_000230,PSPTO_0187,-1.84371033203395,0.453869907302622,-2.29758023933657
IYO_000235,PSPTO_0186,-1.56800145581362,0.251601226932431,-1.81960268274605
IYO_000250,PSPTO_0183,-1.07316697082899,0.0957892086731461,-1.16895617950214
IYO_000255,PSPTO_0182,-1.48218075140861,0.148910132575844,-1.63109088398445
IYO_000285,PSPTO_0176,0.677361683205709,-0.409121582654278,1.08648326585999
IYO_000295,PSPTO_0174,1.42329152533517,-0.274208753722198,1.69750027905737
IYO_000300,PSPTO_0173,1.70002106809361,-1.35595300285833,3.05597407095195
IYO_000305,PSPTO_0170,-1.75255188886238,-0.177729773200637,-1.57482211566174
IYO_000310,PSPTO_0169,-1.71845601240816,-0.162434599672845,-1.55602141273531
IYO_000315,PSPTO_0168,-0.798299143971175,0.096606564918061,-0.894905708889236
IYO_000320,PSPTO_0166,1.6136196572026,-0.0840789164827569,1.69769857368536
IYO_000325,PSPTO_0165,1.72840227315495,0.0839571610505924,1.64444511210436
IYO_000355,PSPTO_0162,-1.64361449505107,0.878261795375365,-2.52187629042643
IYO_000365,PSPTO_0159,1.5309287221336,-0.0713100489025756,1.60223877103618
IYO_000370,PSPTO_0158,1.79242634998515,0.174076435415758,1.61834991456939
IYO_000375,PSPTO_0157,2.88879011164408,-0.154846058207024,3.04363616985111
IYO_000380,PSPTO_0156,-2.43300130113594,0.138927638777395,-2.57192893991334
IYO_000385,PSPTO_0155,-2.073821060444,1.24422544554769,-3.31804650599169
IYO_000390,PSPTO_0154,-0.599287674745663,0.707971403667845,-1.30725907841351
IYO_000420,PSPTO_0146,2.29470838405895,0.0763899431713561,2.21831844088759
IYO_000425,PSPTO_0145,0.722326456952255,-0.695236026661566,1.41756248361382
IYO_000430,PSPTO_0144,0.442949958948466,-1.05443224268112,1.49738220162959
IYO_000475,PSPTO_0137,1.45631803914823,-0.537944017451632,1.99426205659987
IYO_000490,PSPTO_0135,1.39889311279495,-0.0427086848898034,1.44160179768475
IYO_000505,PSPTO_0131,-0.572619709623631,-0.0455455301475446,-0.527074179476086
IYO_000515,PSPTO_0129,-0.575470410492127,-0.00751159663098495,-0.567958813861142
IYO_000525,PSPTO_0127,2.84174116816863,-0.125011469606337,2.96675263777497
IYO_000530,PSPTO_0126,2.83749969229794,-0.695509153528717,3.53300884582666
IYO_000545,PSPTO_0120,1.45292268786307,0.273420336870461,1.17950235099261
