,Var1,Var2,value
3040,STnc380,Citrobacter,NA
3041,STnc1890,Citrobacter,NA
3042,STnc3280,Citrobacter,NA
3043,IsrD,Citrobacter,NA
3044,STnc4110,Citrobacter,NA
3045,IsrH_1_2,Citrobacter,NA
3046,STnc070,Citrobacter,NA
3047,STnc3180,Citrobacter,NA
3048,STnc3500,Citrobacter,NA
3049,STnc3420,Citrobacter,NA
3050,STnc3990,Citrobacter,NA
3051,STnc3030,Citrobacter,NA
3052,STnc3740,Citrobacter,NA
3053,STnc950,Citrobacter,NA
3054,STnc4260,Citrobacter,NA
3055,STnc470,Citrobacter,NA
3056,STnc310,Citrobacter,NA
3057,STnc1990,Citrobacter,NA
3058,STnc3330,Citrobacter,NA
3059,IsrO,Citrobacter,NA
3060,STnc760,Citrobacter,NA
3061,STnc1690,Citrobacter,NA
3062,IsrQ,Citrobacter,NA
3063,STnc4210,Citrobacter,NA
3064,STnc3230,Citrobacter,NA
3065,STnc440,Citrobacter,NA
3066,STnc3750,Citrobacter,NA
3067,sRNA1,Citrobacter,NA
3068,STnc2030,Citrobacter,NA
3069,InvR,Citrobacter,NA
3070,STnc890,Citrobacter,NA
3071,STnc1600,Citrobacter,NA
3072,STnc1880,Citrobacter,NA
3073,STnc3620,Citrobacter,NA
3074,STnc3580,Citrobacter,NA
3075,STnc1870,Citrobacter,NA
3076,STnc3050,Citrobacter,NA
3077,STnc3090,Citrobacter,NA
3078,STnc4160,Citrobacter,NA
3079,STnc340,Citrobacter,66
3080,STnc980,Citrobacter,72
3081,STnc3610,Citrobacter,62
3082,STnc3350,Citrobacter,75
3083,sRNA9,Citrobacter,76
3084,STnc3640,Citrobacter,NA
3085,RseX,Citrobacter,71
3086,STnc3970,Citrobacter,86
3087,STnc1010,Citrobacter,NA
3088,STnc3480,Citrobacter,64
3089,STnc150,Citrobacter,NA
3090,STnc3830,Citrobacter,73
3091,STnc740,Citrobacter,NA
3092,STnc1510,Citrobacter,NA
3093,STnc540,Citrobacter,59.3333333333333
3094,STnc1500,Citrobacter,66
3095,STnc1650,Citrobacter,70
3096,STnc2110,Citrobacter,85.3333333333333
3097,STnc3010,Citrobacter,59.6666666666667
3098,RyjB,Citrobacter,78
3099,STnc3040,Citrobacter,67.3333333333333
3100,STnc810,Citrobacter,75
3101,IsrK,Citrobacter,NA
3102,RybD,Citrobacter,NA
3103,STnc1210,Citrobacter,90
3104,STnc1470,Citrobacter,NA
3105,STnc3150,Citrobacter,NA
3106,STnc3340,Citrobacter,86.5
3107,STnc3720,Citrobacter,80.5
3108,STnc1200,Citrobacter,82
3109,STnc480,Citrobacter,83
3110,STnc1160,Citrobacter,72
3111,STnc350,Citrobacter,72
3112,STnc4000,Citrobacter,69.5
3113,STnc3250,Citrobacter,76
3114,STnc3570,Citrobacter,NA
3115,STnc4170,Citrobacter,70
3116,STnc3730,Citrobacter,63.25
3117,RydC,Citrobacter,94
3118,STnc1030,Citrobacter,72
3119,STnc1060,Citrobacter,89
3120,STnc490,Citrobacter,93
3121,STnc1180,Citrobacter,80
3122,RygD,Citrobacter,76
3123,RygC,Citrobacter,94.5
3124,STnc710,Citrobacter,82.5
3125,SraB,Citrobacter,85
3126,STnc520,Citrobacter,75.5
3127,STnc1110,Citrobacter,76
3128,STnc3390,Citrobacter,73
3129,STnc630,Citrobacter,73.25
3130,IsrN,Citrobacter,NA
3131,RyeC,Citrobacter,91.75
3132,RydB,Citrobacter,90.3333333333333
3133,STnc2040,Citrobacter,82
3134,STnc840,Citrobacter,86.75
3135,DapZ,Citrobacter,84
3136,STnc2070,Citrobacter,89.3333333333333
3137,sRNA12,Citrobacter,73
3138,STnc1420,Citrobacter,75.25
3139,STnc1460,Citrobacter,81.6666666666667
3140,STnc3160,Citrobacter,73
3141,sRNA10,Citrobacter,89
3142,MgrR,Citrobacter,80
3143,RyfA,Citrobacter,81
3144,STnc920,Citrobacter,91.25
3145,MicC,Citrobacter,78.25
3146,STnc1380,Citrobacter,83
3147,STnc1560,Citrobacter,78.25
3148,tp2,Citrobacter,90.5
3149,STnc3130,Citrobacter,84.75
3150,C0664,Citrobacter,75.5
3151,STnc4010,Citrobacter,76
3152,STnc1640,Citrobacter,73.5
3153,STnc3870,Citrobacter,69.6666666666667
3154,RybA,Citrobacter,86
3155,IstR‑1_2,Citrobacter,88.25
3156,STnc3000,Citrobacter,93
3157,SraL,Citrobacter,93.75
3158,STnc850,Citrobacter,91.25
3159,STnc4180,Citrobacter,82
3160,STnc1670,Citrobacter,86
3161,STnc1860,Citrobacter,82.25
3162,STnc2100,Citrobacter,89.75
3163,STnc1040,Citrobacter,86
3164,OxyS,Citrobacter,89.25
3165,MicF,Citrobacter,93.5
3166,DsrA,Citrobacter,93
3167,STnc200,Citrobacter,85.25
3168,STnc880,Citrobacter,89.75
3169,tpke70,Citrobacter,84
3170,STnc1340,Citrobacter,97
3171,STnc3850,Citrobacter,72.75
3172,ChiX,Citrobacter,77.5
3173,STnc2180,Citrobacter,98
3174,SroC,Citrobacter,86.5
3175,STnc4080,Citrobacter,75
3176,OmrB,Citrobacter,87
3177,t44,Citrobacter,93
3178,CyaR,Citrobacter,99.25
3179,RyhB‑1,Citrobacter,87.5
3180,STnc2130,Citrobacter,92
3181,RprA,Citrobacter,94.25
3182,ArcZ,Citrobacter,88.5
3183,SraA,Citrobacter,88.25
3184,tpke11,Citrobacter,87.3333333333333
3185,SraF,Citrobacter,88
3186,STnc800,Citrobacter,65.5
3187,STnc790,Citrobacter,63.75
3188,OmrA,Citrobacter,98.75
3189,CsrB,Citrobacter,90.5
3190,FnrS,Citrobacter,99
3191,GlmZ,Citrobacter,94
3192,MicA,Citrobacter,96.5
3193,STnc870,Citrobacter,98.25
3194,SdsR,Citrobacter,97.75
3195,SroG,Citrobacter,89.5
3196,SraG,Citrobacter,94.5
3197,STnc700,Citrobacter,96
3198,Spf,Citrobacter,98
3199,GlmY,Citrobacter,95
3200,GcvB,Citrobacter,97.25
3201,STnc3800,Salmonella,100
3202,STnc1310,Salmonella,99.9230769230769
3203,STnc1280,Salmonella,99.5263157894737
3204,STnc2080,Salmonella,99.64
3205,STnc1920,Salmonella,99.7931034482759
3206,STnc1740,Salmonella,99.6428571428571
3207,STnc2160,Salmonella,100
3208,STnc400,Salmonella,100
3209,STnc4130,Salmonella,99.2820512820513
3210,STnc3170,Salmonella,99.4615384615385
3211,STnc1400,Salmonella,99.8333333333333
3212,STnc4100,Salmonella,98.9565217391304
3213,IsrB‑1,Salmonella,99.5135135135135
3214,IsrB‑2,Salmonella,99.5135135135135
3215,STnc1480,Salmonella,80.5294117647059
3216,STnc1080,Salmonella,99.1428571428571
3217,STnc1390,Salmonella,93.15625
3218,IsrF,Salmonella,98.5061728395062
3219,STnc3300,Salmonella,97.1052631578947
3220,IsrJ,Salmonella,97.1944444444444
3221,STnc3060,Salmonella,100
3222,IsrC,Salmonella,99.9074074074074
3223,STnc780,Salmonella,99.605504587156
3224,STnc750,Salmonella,98.9814814814815
3225,STnc1710,Salmonella,99.5945945945946
3226,STnc3920,Salmonella,98.2232142857143
3227,STnc4070,Salmonella,99.8495575221239
3228,STnc290,Salmonella,99.7777777777778
3229,STnc3200,Salmonella,99.6974789915966
3230,STnc2050,Salmonella,99.7979797979798
3231,STnc500,Salmonella,99.9583333333333
3232,STnc3760,Salmonella,98.1885245901639
3233,STnc1700,Salmonella,98.9590163934426
3234,IsrP,Salmonella,99.5528455284553
3235,STnc3530,Salmonella,99.1544715447154
3236,STnc1150,Salmonella,98.4390243902439
3237,STnc3630,Salmonella,99.7886178861789
3238,STnc3890,Salmonella,98.4634146341463
3239,STnc1760,Salmonella,97.6341463414634
3240,STnc380,Salmonella,97.6422764227642
3241,STnc1890,Salmonella,100
3242,STnc3280,Salmonella,98.9674796747967
3243,IsrD,Salmonella,98.7741935483871
3244,STnc4110,Salmonella,95.2661290322581
3245,IsrH_1_2,Salmonella,97.736
3246,STnc070,Salmonella,99.496
3247,STnc3180,Salmonella,97.944
3248,STnc3500,Salmonella,98.944
3249,STnc3420,Salmonella,97.92
3250,STnc3990,Salmonella,98.048
3251,STnc3030,Salmonella,98.784
3252,STnc3740,Salmonella,96.3809523809524
3253,STnc950,Salmonella,99.6825396825397
3254,STnc4260,Salmonella,99.2619047619048
3255,STnc470,Salmonella,98.6692913385827
3256,STnc310,Salmonella,95.9448818897638
3257,STnc1990,Salmonella,98.8818897637795
3258,STnc3330,Salmonella,98.5984251968504
3259,IsrO,Salmonella,98.828125
3260,STnc760,Salmonella,99.1875
3261,STnc1690,Salmonella,99.1171875
3262,IsrQ,Salmonella,97.5
3263,STnc4210,Salmonella,97.6796875
3264,STnc3230,Salmonella,94.859375
3265,STnc440,Salmonella,99.8671875
3266,STnc3750,Salmonella,97.2421875
3267,sRNA1,Salmonella,99.6015625
3268,STnc2030,Salmonella,100
3269,InvR,Salmonella,99.796875
3270,STnc890,Salmonella,97.3046875
3271,STnc1600,Salmonella,98.921875
3272,STnc1880,Salmonella,99.546875
3273,STnc3620,Salmonella,98.421875
3274,STnc3580,Salmonella,97.875
3275,STnc1870,Salmonella,97.0833333333333
3276,STnc3050,Salmonella,98.6178861788618
3277,STnc3090,Salmonella,99.2113821138211
3278,STnc4160,Salmonella,99.390243902439
3279,STnc340,Salmonella,94.3015873015873
3280,STnc980,Salmonella,98.6220472440945
3281,STnc3610,Salmonella,98.1796875
3282,STnc3350,Salmonella,97.609375
3283,sRNA9,Salmonella,99.609375
3284,STnc3640,Salmonella,96.0353982300885
3285,RseX,Salmonella,97.3125
3286,STnc3970,Salmonella,99.921875
3287,STnc1010,Salmonella,96.6953125
3288,STnc3480,Salmonella,97.740157480315
3289,STnc150,Salmonella,97.78125
3290,STnc3830,Salmonella,99.09375
3291,STnc740,Salmonella,98.9736842105263
3292,STnc1510,Salmonella,96.8571428571429
3293,STnc540,Salmonella,98.65625
3294,STnc1500,Salmonella,98.078125
3295,STnc1650,Salmonella,98.875
3296,STnc2110,Salmonella,97.7109375
3297,STnc3010,Salmonella,96.6796875
3298,RyjB,Salmonella,99.8492063492064
3299,STnc3040,Salmonella,99.6328125
3300,STnc810,Salmonella,99.7165354330709
3301,IsrK,Salmonella,98
3302,RybD,Salmonella,99.140625
3303,STnc1210,Salmonella,99.9349593495935
3304,STnc1470,Salmonella,92.36
3305,STnc3150,Salmonella,98.216
3306,STnc3340,Salmonella,99.4765625
3307,STnc3720,Salmonella,99.6171875
3308,STnc1200,Salmonella,99.6576576576577
3309,STnc480,Salmonella,98.4035087719298
3310,STnc1160,Salmonella,97.7037037037037
3311,STnc350,Salmonella,98.90625
3312,STnc4000,Salmonella,98.65625
3313,STnc3250,Salmonella,97.7421875
3314,STnc3570,Salmonella,99.6171875
3315,STnc4170,Salmonella,98.5952380952381
3316,STnc3730,Salmonella,99.34375
3317,RydC,Salmonella,99.4758064516129
3318,STnc1030,Salmonella,99.8780487804878
3319,STnc1060,Salmonella,96.8595041322314
3320,STnc490,Salmonella,99.97
3321,STnc1180,Salmonella,98.8976377952756
3322,RygD,Salmonella,98.488
3323,RygC,Salmonella,96.808
3324,STnc710,Salmonella,97.416
3325,SraB,Salmonella,99.734375
3326,STnc520,Salmonella,99.0703125
3327,STnc1110,Salmonella,98.8031496062992
3328,STnc3390,Salmonella,99.359375
3329,STnc630,Salmonella,99.765625
3330,IsrN,Salmonella,99.8735632183908
3331,RyeC,Salmonella,97.671875
3332,RydB,Salmonella,99.75
3333,STnc2040,Salmonella,98.765625
3334,STnc840,Salmonella,99.96875
3335,DapZ,Salmonella,99.671875
3336,STnc2070,Salmonella,99.5887096774194
3337,sRNA12,Salmonella,99.0703125
3338,STnc1420,Salmonella,97.296875
3339,STnc1460,Salmonella,99.2222222222222
3340,STnc3160,Salmonella,97.9765625
3341,sRNA10,Salmonella,99.8125
3342,MgrR,Salmonella,99.9527559055118
3343,RyfA,Salmonella,98.872
3344,STnc920,Salmonella,99.968
3345,MicC,Salmonella,99.6953125
3346,STnc1380,Salmonella,93.6138613861386
3347,STnc1560,Salmonella,99.28125
3348,tp2,Salmonella,99.1825396825397
3349,STnc3130,Salmonella,97.2734375
3350,C0664,Salmonella,96.5
3351,STnc4010,Salmonella,98.1640625
3352,STnc1640,Salmonella,99.40625
3353,STnc3870,Salmonella,95.7890625
3354,RybA,Salmonella,99.6692913385827
3355,IstR‑1_2,Salmonella,99.7086614173228
3356,STnc3000,Salmonella,99.8203125
3357,SraL,Salmonella,99.3359375
3358,STnc850,Salmonella,99.359375
3359,STnc4180,Salmonella,98.21875
3360,STnc1670,Salmonella,99.8046875
3361,STnc1860,Salmonella,96.1640625
3362,STnc2100,Salmonella,98.1796875
3363,STnc1040,Salmonella,99.9365079365079
3364,OxyS,Salmonella,99.765625
3365,MicF,Salmonella,99.8515625
3366,DsrA,Salmonella,98.9609375
3367,STnc200,Salmonella,99.5625
3368,STnc880,Salmonella,99.8359375
3369,tpke70,Salmonella,99.0625
3370,STnc1340,Salmonella,99.8984375
3371,STnc3850,Salmonella,98.15625
3372,ChiX,Salmonella,99.9140625
3373,STnc2180,Salmonella,99.984375
3374,SroC,Salmonella,98.65625
3375,STnc4080,Salmonella,96.84375
3376,OmrB,Salmonella,99.75
3377,t44,Salmonella,99.6484375
3378,CyaR,Salmonella,99.9453125
3379,RyhB‑1,Salmonella,96.96875
3380,STnc2130,Salmonella,99.359375
3381,RprA,Salmonella,98.9375
3382,ArcZ,Salmonella,99.734375
3383,SraA,Salmonella,99.9375
3384,tpke11,Salmonella,99.953125
3385,SraF,Salmonella,99.5625
3386,STnc800,Salmonella,98.015625
3387,STnc790,Salmonella,97.4765625
3388,OmrA,Salmonella,99.9527559055118
3389,CsrB,Salmonella,99.78125
3390,FnrS,Salmonella,99.21875
3391,GlmZ,Salmonella,99.9375
3392,MicA,Salmonella,99.765625
3393,STnc870,Salmonella,99.9375
3394,SdsR,Salmonella,99.8671875
3395,SroG,Salmonella,99.953125
3396,SraG,Salmonella,99.5703125
3397,STnc700,Salmonella,99.75
3398,Spf,Salmonella,99
3399,GlmY,Salmonella,99.125
3400,GcvB,Salmonella,99.9375
