"","rvs","rvm","mvs"
"CP011972_fwdCDS_739233_739548_rev",0.508363054862198,0.296013387004718,0.21234966785748
"CP011972_ncRNA_119433_119810_fwd",-0.0698315657374082,-0.473258866243244,0.403427300505836
"CP011972_ncRNA_119724_119882_rev",-4.48034037035093,-0.48555181403631,-3.99478855631462
"CP011972_ncRNA_1226178_1226468_fwd",0.0836604112264905,-0.748221609002953,0.831882020229444
"CP011972_ncRNA_1300899_1301216_rev",-1.66831818772444,-1.65647337876691,-0.0118448089575319
"CP011972_ncRNA_1324562_1324681_fwd",0.341008838545171,-0.442951505219744,0.783960343764915
"CP011972_ncRNA_1456361_1456660_fwd",-0.983809702157159,-2.9523158441637,1.96850614200654
"CP011972_ncRNA_1494687_1495064_rev",1.40433586737552,-1.41454681827876,2.81888268565428
"CP011972_ncRNA_170583_170708_rev",-0.926982405070242,-0.323005895307806,-0.603976509762436
"CP011972_ncRNA_1718052_1718210_fwd",0.2883815185294,1.14873935465972,-0.860357836130316
"CP011972_ncRNA_1752191_1752476_fwd",-0.928610822937562,0.196669518076127,-1.12528034101369
"CP011972_ncRNA_1766902_1767068_rev",0.206294541381512,-0.24456141791652,0.450855959298033
"CP011972_ncRNA_1766907_1767062_fwd",-0.310110425904985,-2.31237516172487,2.00226473581989
"CP011972_ncRNA_1849920_1850097_rev",0.398949443272334,-1.71857459766571,2.11752404093805
"CP011972_ncRNA_1897172_1897363_fwd",0.732672798974296,-0.154029013847873,0.886701812822169
"CP011972_ncRNA_1900868_1901148_fwd",-2.58334900196245,-0.058658234179959,-2.5246907677825
"CP011972_ncRNA_1901261_1901639_rev",-1.09605393054997,-0.277244282277419,-0.818809648272551
"CP011972_ncRNA_1904241_1904570_fwd",-0.712204215432371,0.644266410818573,-1.35647062625094
"CP011972_ncRNA_2035568_2035765_fwd",0.259772621440888,-0.185643648970106,0.445416270410994
"CP011972_ncRNA_2294607_2294819_rev",1.158954172878,-1.15084638776494,2.30980056064294
"CP011972_ncRNA_2397801_2398064_fwd",-0.103398428005862,-0.651765486675865,0.548367058670003
"CP011972_ncRNA_2433675_2433899_rev",-2.75469488357302,-0.973088986368334,-1.78160589720469
"CP011972_ncRNA_2537900_2538235_fwd",0.80116073308244,1.24539277941434,-0.444232046331895
"CP011972_ncRNA_2569431_2569763_fwd",-0.375188253929901,-0.206558840843387,-0.168629413086514
"CP011972_ncRNA_2622176_2622307_fwd",-0.4617166126906,-0.777222869627637,0.315506256937037
"CP011972_ncRNA_2653071_2653331_rev",1.15857538272401,0.02371785122305,1.13485753150096
"CP011972_ncRNA_2730713_2730964_fwd",2.24129771788473,-0.0860269615966899,2.32732467948142
"CP011972_ncRNA_2898578_2898736_fwd",-1.45515328828982,-1.08121823240441,-0.373935055885408
"CP011972_ncRNA_290612_290857_fwd",-0.482402447811466,-0.680548665021416,0.19814621720995
"CP011972_ncRNA_3131669_3131911_fwd",-0.419637860576554,-0.437632961746869,0.0179951011703154
"CP011972_ncRNA_3188204_3188377_fwd",0.12292192715285,-0.770593925178824,0.893515852331673
"CP011972_ncRNA_320205_320563_fwd",-2.35349343271612,1.13213297967884,-3.48562641239497
"CP011972_ncRNA_3219768_3219971_rev",-0.102900650183033,-0.35978328502972,0.256882634846687
"CP011972_ncRNA_322030_322306_fwd",-1.12461663688933,-0.168775570205742,-0.955841066683589
"CP011972_ncRNA_3260267_3260449_fwd",-0.18989202516041,-0.823095299818309,0.633203274657899
"CP011972_ncRNA_3285249_3285470_rev",0.138209736460823,-0.739546037338694,0.877755773799517
"CP011972_ncRNA_3397111_3397361_rev",1.24645810788101,-2.19693169930283,3.44338980718384
"CP011972_ncRNA_3532451_3532642_fwd",-0.630857829596904,0.864920786942872,-1.49577861653978
"CP011972_ncRNA_3536734_3537003_rev",0.00944458359921078,-1.40570744621744,1.41515202981665
"CP011972_ncRNA_3765999_3766298_rev",-3.39309433176327,0.596128500821147,-3.98922283258442
"CP011972_ncRNA_4231019_4231262_rev",-0.266558486092481,-0.623894781349273,0.357336295256792
"CP011972_ncRNA_4470964_4471188_fwd",-0.107787405390941,-1.07420525812014,0.966417852729202
"CP011972_ncRNA_4634388_4634555_rev",-0.881976382246326,0.981569557445128,-1.86354593969145
"CP011972_ncRNA_4663968_4664124_rev",-0.422194267558908,0.0655945647414055,-0.487788832300313
"CP011972_ncRNA_474747_474938_fwd",-0.299729049470856,-0.466794974769387,0.167065925298532
"CP011972_ncRNA_474957_475394_rev",-2.74650499832077,0.565168794064007,-3.31167379238477
"CP011972_ncRNA_5040669_5040833_rev",-5.34923810931541,-2.98724111414836,-2.36199699516705
"CP011972_ncRNA_5148068_5148376_fwd",-2.03041176995202,-1.37828182937402,-0.652129940578
"CP011972_ncRNA_5306571_5306972_fwd",-0.358917238521094,-0.626974833396646,0.268057594875552
"CP011972_ncRNA_5377254_5377679_rev",0.27093079690137,-1.23432043890176,1.50525123580313
"CP011972_ncRNA_5438181_5438417_rev",-1.8757098656689,0.141332868563964,-2.01704273423287
"CP011972_ncRNA_5459360_5459656_fwd",-1.83459003474446,-0.330874707360931,-1.50371532738353
"CP011972_ncRNA_5459703_5459897_fwd",-0.584827995861559,-0.404579757486873,-0.180248238374686
"CP011972_ncRNA_5469984_5470208_fwd",-0.77283110334733,-0.668736743843444,-0.104094359503886
"CP011972_ncRNA_5827137_5827361_fwd",-0.13944133662172,-0.506930239044795,0.367488902423075
"CP011972_ncRNA_5953317_5953616_rev",-1.18557750468339,0.437308088278917,-1.62288559296231
"CP011972_ncRNA_5958143_5958344_rev",-1.67571814076827,-0.583532737648726,-1.09218540311954
"CP011972_ncRNA_6013104_6013277_rev",-0.386545396576432,0.221527564697928,-0.60807296127436
"CP011972_ncRNA_6049539_6049688_fwd",0.684267414127947,0.61806034731284,0.066207066815107
"CP011972_ncRNA_6082989_6083300_rev",-0.959668518572327,-0.0957604579384308,-0.863908060633896
"CP011972_ncRNA_6513384_6513635_rev",0.432249258155825,-0.660728305141453,1.09297756329728
"CP011972_ncRNA_743622_743984_fwd",0.146921436683728,-0.420097627487522,0.567019064171249
"CP011972_ncRNA_745275_745542_rev",-0.444554242453091,-3.28319404353556,2.83863980108247
"CP011972_ncRNA_760028_760267_fwd",-0.119393962391402,0.023509231924982,-0.142903194316384
"CP011972_ncRNA_768152_768370_fwd",-0.685352538175809,-0.1509048665477,-0.534447671628108
"CP011972_ncRNA_806901_807143_fwd",0.165137774551759,-1.29109217942703,1.45622995397879
"CP011972_ncRNA_886333_886638_fwd",0.239523406615489,-1.30998839594823,1.54951180256372
"CP011972_ncRNA_905019_905228_fwd",-0.218803070161896,-1.81954270947572,1.60073963931382
"CP011972.2_antisense_1017631_1017856_+",0.508291161899654,-0.606278703412103,1.11456986531176
"CP011972.2_antisense_1125644_1125923_+",-0.134873153971834,-0.498818407552322,0.363945253580488
"CP011972.2_antisense_1126100_1126582_+",-0.0965259281335284,-1.16934780511791,1.07282187698438
"CP011972.2_antisense_1155370_1155677_-",0.163222797810269,-0.00162262383913553,0.164845421649404
"CP011972.2_antisense_119991_120242_-",-0.197234999058417,-0.179226071270525,-0.018008927787892
"CP011972.2_antisense_1245423_1245888_+",0.648294355666465,-0.526676249659823,1.17497060532629
"CP011972.2_antisense_1355762_1356019_+",-4.00471454856168,-0.399851314657068,-3.60486323390461
"CP011972.2_antisense_1369572_1369895_+",2.13738256091119,-1.16760621933026,3.30498878024145
"CP011972.2_antisense_1373405_1373774_+",-0.501249450925745,0.149171999153729,-0.650421450079474
"CP011972.2_antisense_1453905_1454357_-",-1.64381065240234,0.323734724133248,-1.96754537653559
"CP011972.2_antisense_1495364_1495802_-",0.199189899693202,-1.35630706675447,1.55549696644767
"CP011972.2_antisense_1514808_1515146_-",-0.0685453666316943,-1.55091153717865,1.48236617054696
"CP011972.2_antisense_1547964_1548347_-",-0.266716791936746,-0.201020581466303,-0.0656962104704432
"CP011972.2_antisense_1569077_1569334_+",-0.591458157570614,0.12671400506018,-0.718172162630794
"CP011972.2_antisense_1576966_1577175_-",-2.58082245409382,-1.12361476211883,-1.45720769197499
"CP011972.2_antisense_1603687_1604072_-",-1.3755878881419,-0.011842912657121,-1.36374497548477
"CP011972.2_antisense_1621857_1622057_-",-0.419308301995851,-1.28271218895876,0.863403886962905
"CP011972.2_antisense_1624421_1624642_+",-0.53316310541905,-0.268883829878967,-0.264279275540083
"CP011972.2_antisense_1647729_1648023_+",-2.12052908865778,-4.55425137127949,2.43372228262171
"CP011972.2_antisense_1668390_1668695_-",-1.67340531606771,0.619093438095736,-2.29249875416345
"CP011972.2_antisense_1672024_1672265_-",-1.97252751714698,-0.0582147788935401,-1.91431273825344
"CP011972.2_antisense_1828776_1829003_-",-1.27815596966631,-0.482146228822758,-0.796009740843551
"CP011972.2_antisense_1830210_1830524_-",-1.67361813675013,-0.828370337555982,-0.845247799194145
"CP011972.2_antisense_189860_190153_+",-0.917310106506386,0.353654061233332,-1.27096416773972
"CP011972.2_antisense_1993888_1994238_-",-0.253592894594708,-1.0192461889074,0.765653294312692
"CP011972.2_antisense_202061_202429_-",0.13214515736789,-0.132066205923849,0.264211363291739
"CP011972.2_antisense_2033341_2033568_+",0.104855350184136,-1.00637217368274,1.11122752386688
"CP011972.2_antisense_2071099_2071445_-",-0.0353649081961557,-0.162453484042636,0.12708857584648
"CP011972.2_antisense_2119128_2119364_-",-0.274120035010635,-1.29012863946278,1.01600860445215
"CP011972.2_antisense_219710_220010_+",-2.51499045957762,1.3106870046569,-3.82567746423452
"CP011972.2_antisense_2233867_2234129_-",-1.64415772188376,0.20768403088841,-1.85184175277217
"CP011972.2_antisense_2242947_2243228_-",-0.854521998056051,-0.243390278408748,-0.611131719647303
"CP011972.2_antisense_2311168_2311358_-",-2.7557704144276,0.0613302483290787,-2.81710066275668
"CP011972.2_antisense_2385543_2385788_-",-0.657051064261445,-2.85832871661348,2.20127765235203
"CP011972.2_antisense_2403507_2403680_-",-2.62332203463353,-0.628974417032097,-1.99434761760143
"CP011972.2_antisense_2412654_2412800_-",-0.125757624811249,-2.51503468583461,2.38927706102336
"CP011972.2_antisense_2456475_2457440_+",-0.517770561745082,-1.3452630098798,0.827492448134721
"CP011972.2_antisense_2462207_2462884_+",-0.100593723648515,-1.34777661098077,1.24718288733226
"CP011972.2_antisense_2465404_2465589_+",-0.103806394725966,-0.0371137989768236,-0.0666925957491423
"CP011972.2_antisense_2522527_2522700_-",-0.537283395154211,0.502542595292071,-1.03982599044628
"CP011972.2_antisense_2528196_2528618_-",1.20496930794612,-3.36284107831418,4.5678103862603
"CP011972.2_antisense_256182_256460_-",-0.244340296794795,0.588517685223629,-0.832857982018424
"CP011972.2_antisense_2734548_2734968_-",0.125016680600784,-1.82847774583602,1.9534944264368
"CP011972.2_antisense_2740048_2740342_+",0.292782788344171,-2.1119634385073,2.40474622685147
"CP011972.2_antisense_2809132_2809473_+",-0.152600758828307,-0.914010398927904,0.761409640099597
"CP011972.2_antisense_3149776_3150066_+",-0.174959049718857,-1.03746667419533,0.862507624476478
"CP011972.2_antisense_316374_316676_-",-0.408337892212724,-0.47878232272828,0.0704444305155554
"CP011972.2_antisense_3228400_3228939_+",0.333506946111217,-0.549310396699845,0.882817342811062
"CP011972.2_antisense_3240575_3241027_+",-0.201351510553229,-0.421175908896937,0.219824398343708
"CP011972.2_antisense_3241907_3242373_+",-0.155594287531059,-1.51519466021494,1.35960037268388
"CP011972.2_antisense_3249771_3249971_+",-1.10189749575563,-0.5040625043526,-0.597834991403031
"CP011972.2_antisense_3422168_3422389_+",-1.01586763539495,-1.0111007533015,-0.00476688209345354
"CP011972.2_antisense_3431735_3431938_+",-0.191381501402379,-0.855377198672227,0.663995697269848
"CP011972.2_antisense_344247_344666_-",0.419178474683165,-1.37776732262876,1.79694579731192
"CP011972.2_antisense_3464778_3465365_-",-0.564110676850499,-2.04270557628745,1.47859489943695
"CP011972.2_antisense_349399_350083_+",-0.274416720896184,-0.193998062955633,-0.0804186579405508
"CP011972.2_antisense_3612837_3613133_-",-1.70111262230292,-0.528381517192327,-1.17273110511059
"CP011972.2_antisense_3663522_3663728_+",-0.21168466618376,-0.803146553238246,0.591461887054485
"CP011972.2_antisense_3786039_3786464_-",-1.90142953974478,1.05171891090929,-2.95314845065408
"CP011972.2_antisense_3796109_3796384_+",-0.0867418363301164,-1.59320113886679,1.50645930253667
"CP011972.2_antisense_3806517_3806702_-",-0.145621132632478,0.604893570965134,-0.750514703597612
"CP011972.2_antisense_4039300_4039643_-",0.343226418059095,-1.15217537071349,1.49540178877258
"CP011972.2_antisense_406808_407035_+",-2.15359976908056,-0.371018482364454,-1.7825812867161
"CP011972.2_antisense_4075351_4075563_+",-0.302550158828952,-0.672771150076536,0.370220991247584
"CP011972.2_antisense_4101123_4101446_-",-0.0658982798639822,-2.06927994213866,2.00338166227468
"CP011972.2_antisense_4143876_4144167_-",0.202055193708518,-1.62122061879603,1.82327581250454
"CP011972.2_antisense_4182498_4182668_-",0.148502912766896,-0.451864939932158,0.600367852699053
"CP011972.2_antisense_4236_4466_-",0.0994967720704672,-0.493247453095868,0.592744225166335
"CP011972.2_antisense_4296010_4296513_+",1.35691112417213,-1.34360110912983,2.70051223330196
"CP011972.2_antisense_4347701_4348589_+",1.25799723749161,-2.00913075419418,3.26712799168579
"CP011972.2_antisense_4403493_4403852_-",0.392775720045135,-1.25310689549188,1.64588261553702
"CP011972.2_antisense_445490_445889_+",0.292517247502297,-1.10792944841504,1.40044669591734
"CP011972.2_antisense_4478352_4479341_-",1.27250517462524,-2.40535076848152,3.67785594310675
"CP011972.2_antisense_4542714_4542953_-",-0.418715522872989,-0.545902195039726,0.127186672166737
"CP011972.2_antisense_4610563_4610954_-",0.20693701122301,-1.09608311128961,1.30302012251262
"CP011972.2_antisense_4611846_4612085_-",0.16425222736095,-0.79346980325484,0.95772203061579
"CP011972.2_antisense_4614055_4614566_-",0.367148133952362,-0.836967412326086,1.20411554627845
"CP011972.2_antisense_4629511_4629768_+",0.46822892710604,-1.60982438844507,2.07805331555111
"CP011972.2_antisense_4631946_4632113_-",-0.552843578127974,-2.28788693277184,1.73504335464387
"CP011972.2_antisense_4660492_4660720_-",-0.96405769633352,-0.0340851018028489,-0.929972594530671
"CP011972.2_antisense_4785630_4786004_-",-0.983860322293884,-1.13435501556539,0.150494693271503
"CP011972.2_antisense_4791323_4791737_+",1.60864255884128,-2.27568433285726,3.88432689169855
"CP011972.2_antisense_4849572_4850321_-",0.227349225822688,-1.26598336311962,1.4933325889423
"CP011972.2_antisense_4872361_4872648_-",-1.31904368822828,0.403567539894433,-1.72261122812271
"CP011972.2_antisense_4885752_4886090_-",-1.55582730899434,0.197099196768864,-1.7529265057632
"CP011972.2_antisense_4886574_4887107_-",0.0555810630112804,-0.60039916449428,0.655980227505561
"CP011972.2_antisense_4925928_4926113_-",-0.727935242176044,0.0211609455683153,-0.749096187744359
"CP011972.2_antisense_4934151_4934408_+",-1.60538401680932,-0.208597412226697,-1.39678660458262
"CP011972.2_antisense_5001177_5001488_+",0.346345694567277,-1.18257378107404,1.52891947564132
"CP011972.2_antisense_5112985_5113212_+",-2.16583815900534,0.308416073881241,-2.47425423288658
"CP011972.2_antisense_5152812_5153030_-",0.387439756388687,-1.06164322102691,1.44908297741559
"CP011972.2_antisense_5160963_5161205_+",-1.6460932170951,1.37237261204255,-3.01846582913765
"CP011972.2_antisense_5274626_5274934_+",-0.481650863771399,-0.18185301631745,-0.299797847453949
"CP011972.2_antisense_5288805_5289233_-",2.22519364179285,0.753546944219074,1.47164669757378
"CP011972.2_antisense_5289574_5289840_-",0.319439496632369,0.322641667014554,-0.00320217038218459
"CP011972.2_antisense_5316212_5316664_+",-0.249293433951757,-0.175047763058446,-0.0742456708933111
"CP011972.2_antisense_5328600_5329007_-",0.576434460740292,-0.319784701819774,0.896219162560067
"CP011972.2_antisense_5341986_5342291_-",-0.0911518523863455,-1.80659901712034,1.715447164734
"CP011972.2_antisense_5407959_5408321_-",-0.0430860147731939,-0.0608976423511428,0.0178116275779489
"CP011972.2_antisense_5441475_5441945_-",-1.34451055859386,-0.12704982365399,-1.21746073493987
"CP011972.2_antisense_5498772_5498949_+",-0.872350547612157,-0.125253408001666,-0.747097139610491
"CP011972.2_antisense_5590509_5590847_+",-0.127066102428817,-0.61375245838354,0.486686355954724
"CP011972.2_antisense_5601902_5602174_+",-2.51568775964316,-0.438379527753434,-2.07730823188972
"CP011972.2_antisense_5645787_5646094_+",-0.324856450934344,-0.862880741245441,0.538024290311097
"CP011972.2_antisense_5669487_5669799_+",-0.432640517912326,-0.513940758318258,0.0813002404059324
"CP011972.2_antisense_5688846_5689058_-",-3.04587602803658,-0.481218802676939,-2.56465722535965
"CP011972.2_antisense_5702836_5703139_+",0.194002826418323,-1.46645531099978,1.6604581374181
"CP011972.2_antisense_5823704_5823925_+",-0.70380476223817,0.340782359542862,-1.04458712178103
"CP011972.2_antisense_5842192_5842851_-",-0.717798936628724,0.82929450775939,-1.54709344438811
"CP011972.2_antisense_5880993_5881310_-",-4.76647698514178,-0.704831766242758,-4.06164521889902
"CP011972.2_antisense_6036454_6036771_+",-2.91271849660809,0.850484960662976,-3.76320345727107
"CP011972.2_antisense_6157416_6157805_-",-0.147353186980933,-0.559394196090823,0.41204100910989
"CP011972.2_antisense_616898_617191_+",-2.06600992132375,-0.0485806635950106,-2.01742925772874
"CP011972.2_antisense_617339_617594_+",0.636970431122399,-1.90905159658609,2.54602202770849
"CP011972.2_antisense_6297086_6297385_+",0.0764982000938439,-1.88034993175027,1.95684813184412
"CP011972.2_antisense_6307815_6308150_-",-1.28073778611458,0.458979168662812,-1.73971695477739
"CP011972.2_antisense_6389976_6390293_-",-1.55400585171201,0.421313386279084,-1.9753192379911
"CP011972.2_antisense_642710_643063_+",-0.44664663448333,-0.280460097084353,-0.166186537398978
"CP011972.2_antisense_6521514_6521858_-",-0.424871141478878,0.664974503697105,-1.08984564517598
"CP011972.2_antisense_712458_712808_-",-1.85794341336101,0.109175131998953,-1.96711854535996
"CP011972.2_antisense_719524_719766_-",-0.172662621219976,0.416636128372857,-0.589298749592833
"CP011972.2_antisense_765277_765714_+",-0.902610983656722,0.585853188002092,-1.48846417165881
"CP011972.2_antisense_779873_780263_+",0.46045895577025,-1.30918689858424,1.76964585435449
"CP011972.2_antisense_785318_785608_+",-0.0517008125189164,-0.671109104772634,0.619408292253718
"CP011972.2_antisense_792707_793218_-",0.68507432672953,-1.60030199887567,2.2853763256052
"CP011972.2_antisense_801531_801851_-",-0.00403774017457617,-1.11580459814409,1.11176685796951
"CP011972.2_antisense_864468_865185_-",-4.49907474493348,-5.19892044496516,0.699845700031681
"CP011972.2_antisense_906181_906472_+",-1.96594149319425,-1.0245210527817,-0.941420440412549
"CP011972.2_antisense_90972_91283_-",-0.41581758683417,-0.538227463969625,0.122409877135454
"CP011972.2_antisense_914335_914591_-",0.259792344829645,-0.837260909148132,1.09705325397778
"CP011972.2_antisense_94535_94852_+",-1.50021202868654,-0.299124199680567,-1.20108782900598
"CP011972.2_antisense_964625_964863_+",-2.26067298862948,0.927933628247727,-3.18860661687721
"CP011972.2_antisense_977158_977658_+",-0.28284756369273,-0.304166441784814,0.021318878092084
"CP011973_ncRNA_21610_21774_rev",-2.72523849609493,-0.0383721454210916,-2.68686635067384
"CP011973_ncRNA_30286_30528_rev",-0.243680486365042,0.441451827651337,-0.685132314016378
"CP011973_ncRNA_48867_49061_fwd",0.747746209228077,-1.00571265683912,1.7534588660672
