"","rvs","rvm","mvs"
"CP011973_ncRNA_61080_61307_fwd",-0.852755180976005,-0.271973303147151,-0.580781877828854
"CP011973_ncRNA_61084_61315_rev",-0.326744332446648,-0.500326118420684,0.173581785974036
"gb_CP011973.1__antisense_40066_40342_-",0.071709832162251,-1.32961905444835,1.4013288866106
"gb_CP011973.1__antisense_44671_45024_-",-0.880008782514233,0.432819295379043,-1.31282807789328
"gb_CP011973.1__antisense_55745_55942_-",-2.60917759883973,-0.473727333337688,-2.13545026550204
"gb_CP011973.1__antisense_6317_6523_-",0.120059540875424,-0.836300397504961,0.956359938380386
"IYO_000005",0.5359478176307,-0.787507943591609,1.32345576122231
"IYO_000010",0.583103347379022,-0.548320240378246,1.13142358775727
"IYO_000015",0.2450212096825,-0.802269311988303,1.0472905216708
"IYO_000020",0.560126813148092,-0.140354208087126,0.700481021235218
"IYO_000025",0.260809839156473,-0.04959896041898,0.310408799575453
"IYO_000030",-0.0325096579021895,-0.190793984257084,0.158284326354895
"IYO_000035",-0.318842623894942,0.102133858631433,-0.420976482526375
"IYO_000040",-0.318496548213872,-0.179167364413901,-0.139329183799972
"IYO_000045",-1.24248972708863,0.66914212190225,-1.91163184899088
"IYO_000050",-0.539070537100872,-0.184000551116492,-0.35506998598438
"IYO_000055",-0.29669838931844,-0.39972934934722,0.10303096002878
"IYO_000060",-0.303916900106919,0.497536927454708,-0.801453827561627
"IYO_000065",-0.321346859217294,0.200145752220224,-0.521492611437518
"IYO_000070",-0.123383335208748,-0.975072002728624,0.851688667519876
"IYO_000075",0.0102565735147049,-0.830817684213307,0.841074257728012
"IYO_000080",-0.53063694992445,0.316403053775724,-0.847040003700174
"IYO_000085",-0.493918183677806,0.434380232746084,-0.928298416423889
"IYO_000090",-0.482029598071179,0.304346223196479,-0.786375821267658
"IYO_000095",-0.426049830453343,0.372854997502425,-0.798904827955768
"IYO_000100",-1.26138206374607,0.406719343136407,-1.66810140688247
"IYO_000105",-2.01907174376616,0.288628953084768,-2.30770069685092
"IYO_000110",-1.69695204596555,0.0356260494487344,-1.73257809541429
"IYO_000115",-0.316521093255672,-1.70012374636312,1.38360265310744
"IYO_000120",-0.884655432973426,-0.541398352721007,-0.343257080252419
"IYO_000125",-0.651430623198438,-0.611012741579739,-0.0404178816186999
"IYO_000130",-0.140997902106715,-0.607586183706624,0.466588281599909
"IYO_000135",-0.860398380724729,1.43534758171547,-2.2957459624402
"IYO_000140",-0.475052976423599,0.528790271457744,-1.00384324788134
"IYO_000145",-0.561013828770713,-0.0480315741900431,-0.51298225458067
"IYO_000150",-0.389829415273158,-0.476872091445088,0.0870426761719303
"IYO_000155",-0.630360630381845,0.244821963848967,-0.875182594230812
"IYO_000160",-0.441700009947134,0.0887222686090365,-0.530422278556171
"IYO_000165",-0.299746847599396,0.340738150573465,-0.640484998172861
"IYO_000170",-0.0960885322234848,-0.442458497481635,0.34636996525815
"IYO_000175",0.00456865507013494,-0.44571273326492,0.450281388335055
"IYO_000180",-0.185874901381507,-0.1231383198846,-0.0627365814969076
"IYO_000185",0.447045206419618,-0.608269863329008,1.05531506974863
"IYO_000190",0.0352352726191718,-1.16534762565603,1.20058289827521
"IYO_000195",0.425133575138313,-0.610126598630921,1.03526017376923
"IYO_000200",-0.75860039918628,0.206685265055094,-0.965285664241374
"IYO_000205",0.366809945187431,-0.960742270424809,1.32755221561224
"IYO_000210",-0.198257207837382,-0.0652228091762587,-0.133034398661124
"IYO_000215",0.150118846718965,-0.14304439952003,0.293163246238995
"IYO_000220",-0.200132847970986,0.179344140074026,-0.379476988045012
"IYO_000225",-0.982418837003833,1.43878465171341,-2.42120348871724
"IYO_000230",0.03242154171371,-1.12522618274843,1.15764772446214
"IYO_000235",0.267765589896477,-1.1765054930491,1.44427108294558
"IYO_000240",0.406204333742083,-0.177497604699642,0.583701938441725
"IYO_000245",0.493069620647003,-0.263517716472049,0.756587337119052
"IYO_000250",0.347030540610272,-0.503848406437975,0.850878947048247
"IYO_000255",0.32749277209614,-0.73049242961637,1.05798520171251
"IYO_000260",-0.465150965311554,0.127179495480702,-0.592330460792256
"IYO_000265",0.109926176276601,-0.232996614120055,0.342922790396657
"IYO_000270",0.0462897363234983,-0.330324338461139,0.376614074784637
"IYO_000275",0.117165812392233,-0.183387024202701,0.300552836594934
"IYO_000280",-0.103153556539081,-0.0528911119800994,-0.0502624445589821
"IYO_000285",-0.294313981717421,0.334955084890356,-0.629269066607778
"IYO_000290",0.71395532485414,0.0369000821812695,0.677055242672871
"IYO_000295",-0.648289029802505,0.617236603156652,-1.26552563295916
"IYO_000300",-0.583162044080629,0.807123656471895,-1.39028570055252
"IYO_000305",0.685968738721888,-0.668549186845671,1.35451792556756
"IYO_000310",0.674509318808698,-0.75014714777477,1.42465646658347
"IYO_000315",0.24134388598293,-0.500186035067388,0.741529921050317
"IYO_000320",-0.413966447308649,1.489666401033,-1.90363284834164
"IYO_000325",-0.568225986710611,1.43660611304074,-2.00483209975135
"IYO_000330",-0.153882880773311,0.117045836640089,-0.2709287174134
"IYO_000335",-0.413944202547969,-0.418215149309848,0.00427094676187901
"IYO_000340",-0.25185907704877,-0.133671208664885,-0.118187868383885
"IYO_000345",-0.0820638989523925,0.47720931198631,-0.559273210938703
"IYO_000350",-0.518562446546459,-0.0765316828187833,-0.442030763727676
"IYO_000355",-0.209431210281482,-1.37466514316558,1.16523393288409
"IYO_000360",0.0378693516128803,0.381424430051954,-0.343555078439074
"IYO_000365",-0.707216976877523,0.587071383170185,-1.29428836004771
"IYO_000370",-1.05637364598581,0.40209067705417,-1.45846432303998
"IYO_000375",-2.03478157263642,0.548828980592127,-2.58361055322855
"IYO_000380",0.316223059133015,-2.55553953662947,2.87176259576249
"IYO_000385",-0.350793645070042,-2.5807349561327,2.22994131106266
"IYO_000390",-0.224260998803959,-1.21708759613748,0.992826597333524
"IYO_000395",2.3914497599427,-0.337532426715647,2.72898218665835
"IYO_000400",0.798126799788787,-0.141260422752704,0.939387222541491
"IYO_000405",-0.511782611081484,0.598727222135805,-1.11050983321729
"IYO_000410",-0.830429101872127,-0.540956560322484,-0.289472541549643
"IYO_000415",-0.33632561084908,-0.131975947070514,-0.204349663778566
"IYO_000420",-1.15474124102138,1.18950277027364,-2.34424401129502
"IYO_000425",0.013356224871761,0.65383508589853,-0.640478861026769
"IYO_000430",0.210158845313159,0.603524523689583,-0.393365678376423
"IYO_000435",0.77802281363741,0.572117619610475,0.205905194026934
"IYO_000440",0.583640912245956,0.69503161639905,-0.111390704153094
"IYO_000445",-1.0759820216996,0.336609461239458,-1.41259148293905
"IYO_000450",0.285410488897963,-0.0643057775312387,0.349716266429202
"IYO_000455",-0.00398416408363766,0.288279457576993,-0.292263621660631
"IYO_000460",-0.208347638262036,-0.552782855064207,0.344435216802172
"IYO_000465",-0.44858637619158,0.0945521861913094,-0.543138562382889
"IYO_000470",0.0260698661475575,-0.0200332716276955,0.046103137775253
"IYO_000475",-0.576944125237463,0.773408894233578,-1.35035301947104
"IYO_000480",0.591788947817685,0.0613980876521648,0.530390860165521
"IYO_000485",-2.10218847516394,1.31107834775327,-3.4132668229172
"IYO_000490",-0.57015083388517,0.944438545504658,-1.51458937938983
"IYO_000495",-0.015165284355408,-0.729355509043912,0.714190224688504
"IYO_000500",-0.12246582284536,-0.674521596895427,0.552055774050067
"IYO_000505",0.237962856610016,-0.450949847047022,0.688912703657039
"IYO_000510",0.0243553368045831,-0.102761739932808,0.127117076737391
"IYO_000515",0.0769817454742893,-0.652886234989567,0.729867980463856
"IYO_000520",0.116044678949572,0.176727320698966,-0.0606826417493941
"IYO_000525",-1.99967473409228,0.43929064844206,-2.43896538253434
"IYO_000530",-1.79108705587047,0.882562795955338,-2.6736498518258
"IYO_000535",0.318890185718283,0.169775396642469,0.149114789075814
"IYO_000540",-0.120992082483745,0.168452052254534,-0.28944413473828
"IYO_000545",-1.13501030039333,-0.225442382114321,-0.909567918279009
"IYO_000550",-0.360060141450095,-0.0274060005920342,-0.332654140858061
"IYO_000555",-0.255737180932448,-0.53021395609318,0.274476775160732
"IYO_000560",0.31499263922988,-1.24990153762888,1.56489417685876
"IYO_000565",-1.08407629968722,-0.0969545116201862,-0.987121788067032
