"","rvs","rvs_p","rvm","rvm_p","mvs","mvs_p"
"CP011972_ncRNA_4231019_4231262_rev",-0.266558486092481,0.566337072609307,-0.623894781349273,0.300468437392703,0.357336295256792,0.401781784210794
"CP011972_ncRNA_4470964_4471188_fwd",-0.107787405390941,0.96511133454054,-1.07420525812014,0.579719183956694,0.966417852729202,0.416654544498528
"CP011972_ncRNA_4634388_4634555_rev",-0.881976382246326,0.513325396932555,0.981569557445128,0.658987850344883,-1.86354593969145,0.125637200263046
"CP011972_ncRNA_4663968_4664124_rev",-0.422194267558908,0.761389589875498,0.0655945647414055,0.975111443502878,-0.487788832300313,0.658569577002313
"CP011972_ncRNA_474747_474938_fwd",-0.299729049470856,0.779008232608058,-0.466794974769387,0.742466341346421,0.167065925298532,0.851432429470483
"CP011972_ncRNA_474957_475394_rev",-2.74650499832077,0.0665448759725992,0.565168794064007,0.878092181237672,-3.31167379238477,0.0419451792083389
"CP011972_ncRNA_5040669_5040833_rev",-5.34923810931541,NA,-2.98724111414836,NA,-2.36199699516705,NA
"CP011972_ncRNA_5148068_5148376_fwd",-2.03041176995202,0.0750932914780636,-1.37828182937402,0.50964577155672,-0.652129940578,0.645440081433289
"CP011972_ncRNA_5306571_5306972_fwd",-0.358917238521094,0.362628684179822,-0.626974833396646,0.307978214004248,0.268057594875552,0.53802340581837
"CP011972_ncRNA_5377254_5377679_rev",0.27093079690137,0.802112551275431,-1.23432043890176,0.232764286076557,1.50525123580313,0.0381490008139991
"CP011972_ncRNA_5438181_5438417_rev",-1.8757098656689,0.105541593951106,0.141332868563964,0.968904653005846,-2.01704273423287,0.112887589326599
"CP011972_ncRNA_5459360_5459656_fwd",-1.83459003474446,0.258028274926643,-0.330874707360931,0.934677346681744,-1.50371532738353,0.378103040449136
"CP011972_ncRNA_5459703_5459897_fwd",-0.584827995861559,0.784469357758349,-0.404579757486873,0.907357687904028,-0.180248238374686,0.921221045830273
"CP011972_ncRNA_5469984_5470208_fwd",-0.77283110334733,0.693362816986334,-0.668736743843444,0.827086447987047,-0.104094359503886,0.957020662872504
"CP011972_ncRNA_5827137_5827361_fwd",-0.13944133662172,0.928874565727928,-0.506930239044795,0.742466341346421,0.367488902423075,0.685649532816893
"CP011972_ncRNA_5953317_5953616_rev",-1.18557750468339,0.357546022422311,0.437308088278917,0.872534641053419,-1.62288559296231,0.200945013437466
"CP011972_ncRNA_5958143_5958344_rev",-1.67571814076827,0.334460804954116,-0.583532737648726,0.876633069387413,-1.09218540311954,0.54252999958112
"CP011972_ncRNA_6013104_6013277_rev",-0.386545396576432,0.644916651469564,0.221527564697928,0.886636648504273,-0.60807296127436,0.402839762729343
"CP011972_ncRNA_6049539_6049688_fwd",0.684267414127947,0.578732969393106,0.61806034731284,0.760755408583229,0.066207066815107,0.96078199451811
"CP011972_ncRNA_6082989_6083300_rev",-0.959668518572327,0.273055593344303,-0.0957604579384308,0.968904653005846,-0.863908060633896,0.345360859570272
"CP011972_ncRNA_6513384_6513635_rev",0.432249258155825,0.312410259984143,-0.660728305141453,0.427691556368701,1.09297756329728,0.0305595371787179
"CP011972_ncRNA_743622_743984_fwd",0.146921436683728,0.843483326967663,-0.420097627487522,0.627606505937626,0.567019064171249,0.258321082479299
"CP011972_ncRNA_745275_745542_rev",-0.444554242453091,0.686195604898404,-3.28319404353556,0.0218202094026037,2.83863980108247,0.0193416929483925
"CP011972_ncRNA_760028_760267_fwd",-0.119393962391402,0.896491826327656,0.023509231924982,0.987834930640619,-0.142903194316384,0.824525497989649
"CP011972_ncRNA_768152_768370_fwd",-0.685352538175809,0.289087705658744,-0.1509048665477,0.922468704293513,-0.534447671628108,0.438703012699892
"CP011972_ncRNA_806901_807143_fwd",0.165137774551759,0.913061272858214,-1.29109217942703,0.240048273225739,1.45622995397879,0.0615999997670529
"CP011972_ncRNA_886333_886638_fwd",0.239523406615489,0.769951478722547,-1.30998839594823,0.122844821282421,1.54951180256372,0.0126927345897917
"CP011972_ncRNA_905019_905228_fwd",-0.218803070161896,0.873883638954757,-1.81954270947572,0.176737625895925,1.60073963931382,0.1075228893667
"CP011972.2_antisense_1017631_1017856_+",0.508291161899654,0.551651703143554,-0.606278703412103,0.690574664074447,1.11456986531176,0.168242999208266
"CP011972.2_antisense_1125644_1125923_+",-0.134873153971834,0.953479374393815,-0.498818407552322,0.8143420396771,0.363945253580488,0.769527062460999
"CP011972.2_antisense_1126100_1126582_+",-0.0965259281335284,0.941603936426216,-1.16934780511791,0.209395405019969,1.07282187698438,0.11490887515462
"CP011972.2_antisense_1155370_1155677_-",0.163222797810269,0.793248729058669,-0.00162262383913553,0.998763962652423,0.164845421649404,0.744777403712602
"CP011972.2_antisense_119991_120242_-",-0.197234999058417,0.776615558393975,-0.179226071270525,0.872534641053419,-0.018008927787892,0.978830789378789
"CP011972.2_antisense_1245423_1245888_+",0.648294355666465,0.592919415260544,-0.526676249659823,0.802543980522858,1.17497060532629,0.291469065693164
"CP011972.2_antisense_1355762_1356019_+",-4.00471454856168,0.0608432145660491,-0.399851314657068,0.945761314514918,-3.60486323390461,0.130699886768747
"CP011972.2_antisense_1369572_1369895_+",2.13738256091119,0.619613801963088,-1.16760621933026,0.887357601978056,3.30498878024145,0.389474655074428
"CP011972.2_antisense_1373405_1373774_+",-0.501249450925745,0.836268567557766,0.149171999153729,0.968904653005846,-0.650421450079474,0.711382136966957
"CP011972.2_antisense_1453905_1454357_-",-1.64381065240234,0.208357511115431,0.323734724133248,0.919374775437792,-1.96754537653559,0.153999402648454
"CP011972.2_antisense_1495364_1495802_-",0.199189899693202,0.843483326967663,-1.35630706675447,0.16732686102854,1.55549696644767,0.0286106468367457
"CP011972.2_antisense_1514808_1515146_-",-0.0685453666316943,0.96511133454054,-1.55091153717865,0.134521396273736,1.48236617054696,0.0607897999987491
"CP011972.2_antisense_1547964_1548347_-",-0.266716791936746,0.594594876942657,-0.201020581466303,0.828403723175054,-0.0656962104704432,0.908790234807149
"CP011972.2_antisense_1569077_1569334_+",-0.591458157570614,0.705760618650844,0.12671400506018,0.968904653005846,-0.718172162630794,0.58145649787131
"CP011972.2_antisense_1576966_1577175_-",-2.58082245409382,0.0671107994804538,-1.12361476211883,0.696180075871422,-1.45720769197499,0.375025457818002
"CP011972.2_antisense_1603687_1604072_-",-1.3755878881419,0.334445749260524,-0.011842912657121,0.99720410528833,-1.36374497548477,0.345360859570272
"CP011972.2_antisense_1621857_1622057_-",-0.419308301995851,0.513684829303972,-1.28271218895876,0.230243304352969,0.863403886962905,0.266369024942533
"CP011972.2_antisense_1624421_1624642_+",-0.53316310541905,0.62864364899485,-0.268883829878967,0.90260134244249,-0.264279275540083,0.807795105189186
"CP011972.2_antisense_1647729_1648023_+",-2.12052908865778,0.500176809078052,-4.55425137127949,0.285171163223459,2.43372228262171,0.428022015945678
"CP011972.2_antisense_1668390_1668695_-",-1.67340531606771,0.200248115774325,0.619093438095736,0.812688215015446,-2.29249875416345,0.0905878379895876
"CP011972.2_antisense_1672024_1672265_-",-1.97252751714698,0.168102592546607,-0.0582147788935401,0.987834930640619,-1.91431273825344,0.212430441015301
"CP011972.2_antisense_1828776_1829003_-",-1.27815596966631,0.628383589357091,-0.482146228822758,0.927138995595819,-0.796009740843551,0.749363994781988
"CP011972.2_antisense_1830210_1830524_-",-1.67361813675013,0.194519722467483,-0.828370337555982,0.741357967146164,-0.845247799194145,0.554348928092305
"CP011972.2_antisense_189860_190153_+",-0.917310106506386,0.462961292879117,0.353654061233332,0.893437956502772,-1.27096416773972,0.280926117445769
"CP011972.2_antisense_1993888_1994238_-",-0.253592894594708,0.863716249242758,-1.0192461889074,0.493127866054222,0.765653294312692,0.421900286959202
"CP011972.2_antisense_202061_202429_-",0.13214515736789,0.806711252535166,-0.132066205923849,0.87254672869206,0.264211363291739,0.503986464257226
"CP011972.2_antisense_2033341_2033568_+",0.104855350184136,0.913061272858214,-1.00637217368274,0.223991611207942,1.11122752386688,0.0552458098971904
"CP011972.2_antisense_2071099_2071445_-",-0.0353649081961557,0.986000164588378,-0.162453484042636,0.934677346681744,0.12708857584648,0.896819240467296
"CP011972.2_antisense_2119128_2119364_-",-0.274120035010635,0.843975012715504,-1.29012863946278,0.398599398434567,1.01600860445215,0.326187287007767
"CP011972.2_antisense_219710_220010_+",-2.51499045957762,0.258028274926643,1.3106870046569,0.754480479629036,-3.82567746423452,0.0879242072956457
"CP011972.2_antisense_2233867_2234129_-",-1.64415772188376,0.305968266192031,0.20768403088841,0.963119269337737,-1.85184175277217,0.260781672744587
"CP011972.2_antisense_2242947_2243228_-",-0.854521998056051,0.48080233571856,-0.243390278408748,0.927138995595819,-0.611131719647303,0.611834168566116
"CP011972.2_antisense_2311168_2311358_-",-2.7557704144276,0.0485379669370808,0.0613302483290787,0.987834930640619,-2.81710066275668,0.07056071809478
"CP011972.2_antisense_2385543_2385788_-",-0.657051064261445,0.349439907215261,-2.85832871661348,0.00358932212620715,2.20127765235203,0.0168165235052476
"CP011972.2_antisense_2403507_2403680_-",-2.62332203463353,0.0897860562418355,-0.628974417032097,0.862193726272805,-1.99434761760143,0.256105052542761
"CP011972.2_antisense_2412654_2412800_-",-0.125757624811249,NA,-2.51503468583461,0.516847242907616,2.38927706102336,0.316102767104706
"CP011972.2_antisense_2456475_2457440_+",-0.517770561745082,0.643753511679034,-1.3452630098798,0.331602313300104,0.827492448134721,0.397105683477204
"CP011972.2_antisense_2462207_2462884_+",-0.100593723648515,0.944982268522102,-1.34777661098077,0.155223747672058,1.24718288733226,0.0818523497854872
"CP011972.2_antisense_2465404_2465589_+",-0.103806394725966,0.955992656364138,-0.0371137989768236,0.987834930640619,-0.0666925957491423,0.952623069598669
"CP011972.2_antisense_2522527_2522700_-",-0.537283395154211,0.658642033401404,0.502542595292071,0.798777826586239,-1.03982599044628,0.325006483750918
"CP011972.2_antisense_2528196_2528618_-",1.20496930794612,0.792321333946945,-3.36284107831418,0.570480244981716,4.5678103862603,0.193580264581551
"CP011972.2_antisense_256182_256460_-",-0.244340296794795,0.800135728229146,0.588517685223629,0.59956376923507,-0.832857982018424,0.210408983672277
"CP011972.2_antisense_2734548_2734968_-",0.125016680600784,0.890996811160927,-1.82847774583602,0.000238960389488632,1.9534944264368,4.550406827816e-05
"CP011972.2_antisense_2740048_2740342_+",0.292782788344171,0.843483326967663,-2.1119634385073,0.089450207182342,2.40474622685147,0.0118482871454338
"CP011972.2_antisense_2809132_2809473_+",-0.152600758828307,0.913061272858214,-0.914010398927904,0.436127921317068,0.761409640099597,0.327707176235586
"CP011972.2_antisense_3149776_3150066_+",-0.174959049718857,0.893801044518875,-1.03746667419533,0.389517214790221,0.862507624476478,0.287173199151529
"CP011972.2_antisense_316374_316676_-",-0.408337892212724,0.584609974233004,-0.47878232272828,0.694423749021036,0.0704444305155554,0.932861332347918
"CP011972.2_antisense_3228400_3228939_+",0.333506946111217,0.737832245701773,-0.549310396699845,0.690574664074447,0.882817342811062,0.246754659738702
"CP011972.2_antisense_3240575_3241027_+",-0.201351510553229,0.815012013260779,-0.421175908896937,0.701481745106863,0.219824398343708,0.742340345444572
"CP011972.2_antisense_3241907_3242373_+",-0.155594287531059,0.932948271996432,-1.51519466021494,0.278348021784672,1.35960037268388,0.162633051876832
"CP011972.2_antisense_3249771_3249971_+",-1.10189749575563,0.0432560296003078,-0.5040625043526,0.674175457166077,-0.597834991403031,0.372919773216493
"CP011972.2_antisense_3422168_3422389_+",-1.01586763539495,0.366741461827164,-1.0111007533015,0.595707652915503,-0.00476688209345354,0.998505007125325
"CP011972.2_antisense_3431735_3431938_+",-0.191381501402379,0.882816702065917,-0.855377198672227,0.589697636196991,0.663995697269848,0.488179089866058
"CP011972.2_antisense_344247_344666_-",0.419178474683165,0.6990036241173,-1.37776732262876,0.254087086336244,1.79694579731192,0.0308187343998697
"CP011972.2_antisense_3464778_3465365_-",-0.564110676850499,0.660420230710368,-2.04270557628745,0.149015757788445,1.47859489943695,0.176268106822723
"CP011972.2_antisense_349399_350083_+",-0.274416720896184,0.70520384329191,-0.193998062955633,0.876653554039661,-0.0804186579405508,0.909060743023146
"CP011972.2_antisense_3612837_3613133_-",-1.70111262230292,0.218622518791184,-0.528381517192327,0.863031630138177,-1.17273110511059,0.438703012699892
"CP011972.2_antisense_3663522_3663728_+",-0.21168466618376,0.921567217705677,-0.803146553238246,0.713073969986062,0.591461887054485,0.65108694427582
"CP011972.2_antisense_3786039_3786464_-",-1.90142953974478,0.157462176317419,1.05171891090929,0.690574664074447,-2.95314845065408,0.0308435687967242
"CP011972.2_antisense_3796109_3796384_+",-0.0867418363301164,0.951809949032755,-1.59320113886679,0.0585029810467774,1.50645930253667,0.0266087300105998
"CP011972.2_antisense_3806517_3806702_-",-0.145621132632478,0.953103499476834,0.604893570965134,0.782971131957761,-0.750514703597612,0.535387281065949
"CP011972.2_antisense_4039300_4039643_-",0.343226418059095,0.741277608685072,-1.15217537071349,0.35428129271211,1.49540178877258,0.0653915562385627
"CP011972.2_antisense_406808_407035_+",-2.15359976908056,0.0684409169113479,-0.371018482364454,0.90478628466367,-1.7825812867161,0.181706769394312
"CP011972.2_antisense_4075351_4075563_+",-0.302550158828952,0.758103627030262,-0.672771150076536,0.664713069208646,0.370220991247584,0.685877506450704
"CP011972.2_antisense_4101123_4101446_-",-0.0658982798639822,0.983742773710359,-2.06927994213866,0.191684791474247,2.00338166227468,0.089997660684304
"CP011972.2_antisense_4143876_4144167_-",0.202055193708518,0.829315894543994,-1.62122061879603,0.0506170895459436,1.82327581250454,0.00595401282663253
"CP011972.2_antisense_4182498_4182668_-",0.148502912766896,0.937582234507457,-0.451864939932158,0.804419400543333,0.600367852699053,0.545783930126724
"CP011972.2_antisense_4236_4466_-",0.0994967720704672,0.96511133454054,-0.493247453095868,0.818928036626573,0.592744225166335,0.616097987429107
"CP011972.2_antisense_4296010_4296513_+",1.35691112417213,0.660420230710368,-1.34360110912983,0.783260268805928,2.70051223330196,0.309897800642504
"CP011972.2_antisense_4347701_4348589_+",1.25799723749161,0.730138915062779,-2.00913075419418,0.690574664074447,3.26712799168579,0.242458847790417
"CP011972.2_antisense_4403493_4403852_-",0.392775720045135,0.849932791221605,-1.25310689549188,0.578994625478336,1.64588261553702,0.21894055645364
"CP011972.2_antisense_445490_445889_+",0.292517247502297,0.690450232489296,-1.10792944841504,0.203064600170448,1.40044669591734,0.0234554280855022
"CP011972.2_antisense_4478352_4479341_-",1.27250517462524,0.70503358701323,-2.40535076848152,0.586248420882311,3.67785594310675,0.162633051876832
"CP011972.2_antisense_4542714_4542953_-",-0.418715522872989,0.76842611565693,-0.545902195039726,0.775442775824382,0.127186672166737,0.91955053370386
"CP011972.2_antisense_4610563_4610954_-",0.20693701122301,0.827127814691503,-1.09608311128961,0.223217002455214,1.30302012251262,0.0396484456550849
"CP011972.2_antisense_4611846_4612085_-",0.16425222736095,0.932948271996432,-0.79346980325484,0.689261195396663,0.95772203061579,0.375287514244377
"CP011972.2_antisense_4614055_4614566_-",0.367148133952362,0.444145890051379,-0.836967412326086,0.176467971109035,1.20411554627845,0.0066660426860546
"CP011972.2_antisense_4629511_4629768_+",0.46822892710604,0.686195604898404,-1.60982438844507,0.302535254465976,2.07805331555111,0.0417263111338413
"CP011972.2_antisense_4631946_4632113_-",-0.552843578127974,NA,-2.28788693277184,0.556861889482453,1.73504335464387,0.470446389869313
"CP011972.2_antisense_4660492_4660720_-",-0.96405769633352,0.589748097522171,-0.0340851018028489,0.994068509022397,-0.929972594530671,0.57364476581227
"CP011972.2_antisense_4785630_4786004_-",-0.983860322293884,0.456028607581403,-1.13435501556539,0.584918132981777,0.150494693271503,0.921213652945225
"CP011972.2_antisense_4791323_4791737_+",1.60864255884128,0.561471755041437,-2.27568433285726,0.610201523941591,3.88432689169855,0.133879240468704
"CP011972.2_antisense_4849572_4850321_-",0.227349225822688,0.811051089269169,-1.26598336311962,0.130466759717194,1.4933325889423,0.0164984597111661
"CP011972.2_antisense_4872361_4872648_-",-1.31904368822828,0.356376346988095,0.403567539894433,0.900821122128633,-1.72261122812271,0.222730020333578
"CP011972.2_antisense_4885752_4886090_-",-1.55582730899434,0.283492144998096,0.197099196768864,0.961180174150751,-1.7529265057632,0.244241564149625
"CP011972.2_antisense_4886574_4887107_-",0.0555810630112804,0.986496679526791,-0.60039916449428,0.812566926660133,0.655980227505561,0.649529827974857
"CP011972.2_antisense_4925928_4926113_-",-0.727935242176044,0.667248277018987,0.0211609455683153,0.995909149499933,-0.749096187744359,0.615557357417019
"CP011972.2_antisense_4934151_4934408_+",-1.60538401680932,0.252630558567461,-0.208597412226697,0.954022858915724,-1.39678660458262,0.345360859570272
"CP011972.2_antisense_5001177_5001488_+",0.346345694567277,0.560836752030228,-1.18257378107404,0.176737625895925,1.52891947564132,0.0124893172161412
"CP011972.2_antisense_5112985_5113212_+",-2.16583815900534,0.0728958129886814,0.308416073881241,0.922468704293513,-2.47425423288658,0.0617127460519645
"CP011972.2_antisense_5152812_5153030_-",0.387439756388687,0.524281474766186,-1.06164322102691,0.341119781960447,1.44908297741559,0.0398232964195966
"CP011972.2_antisense_5160963_5161205_+",-1.6460932170951,0.219057301693604,1.37237261204255,0.55427864768054,-3.01846582913765,0.0254235153386994
"CP011972.2_antisense_5274626_5274934_+",-0.481650863771399,0.431362974450287,-0.18185301631745,0.89533349090848,-0.299797847453949,0.6470883001008
"CP011972.2_antisense_5288805_5289233_-",2.22519364179285,0.0862882341103518,0.753546944219074,0.785066932497541,1.47164669757378,0.32503065576967
"CP011972.2_antisense_5289574_5289840_-",0.319439496632369,0.811075108773258,0.322641667014554,0.869602176374292,-0.00320217038218459,0.998505007125325
"CP011972.2_antisense_5316212_5316664_+",-0.249293433951757,0.813713135889483,-0.175047763058446,0.918382424224695,-0.0742456708933111,0.935177846152259
"CP011972.2_antisense_5328600_5329007_-",0.576434460740292,0.285187018876814,-0.319784701819774,0.776242784728475,0.896219162560067,0.12352605343914
"CP011972.2_antisense_5341986_5342291_-",-0.0911518523863455,0.959062314184215,-1.80659901712034,0.130466759717194,1.715447164734,0.0571068594257921
"CP011972.2_antisense_5407959_5408321_-",-0.0430860147731939,0.984402605728046,-0.0608976423511428,0.972542118504973,0.0178116275779489,0.987572792166138
"CP011972.2_antisense_5441475_5441945_-",-1.34451055859386,0.165177110790369,-0.12704982365399,0.96688692209253,-1.21746073493987,0.248971515142056
"CP011972.2_antisense_5498772_5498949_+",-0.872350547612157,0.25992848274039,-0.125253408001666,0.949338184090616,-0.747097139610491,0.365311740222843
"CP011972.2_antisense_5590509_5590847_+",-0.127066102428817,0.881971092522692,-0.61375245838354,0.47882069533191,0.486686355954724,0.378103040449136
"CP011972.2_antisense_5601902_5602174_+",-2.51568775964316,0.10356754398194,-0.438379527753434,0.913761040696596,-2.07730823188972,0.229598438045482
"CP011972.2_antisense_5645787_5646094_+",-0.324856450934344,0.637464494641685,-0.862880741245441,0.386370954528971,0.538024290311097,0.427775256466083
"CP011972.2_antisense_5669487_5669799_+",-0.432640517912326,0.553958952871178,-0.513940758318258,0.694875899277637,0.0813002404059324,0.926082816195618
"CP011972.2_antisense_5688846_5689058_-",-3.04587602803658,0.0430422159318656,-0.481218802676939,0.902857338341413,-2.56465722535965,0.128927241946794
"CP011972.2_antisense_5702836_5703139_+",0.194002826418323,0.829443735998575,-1.46645531099978,0.157592631252588,1.6604581374181,0.0260510755623182
"CP011972.2_antisense_5823704_5823925_+",-0.70380476223817,0.400601230953289,0.340782359542862,0.828874128315648,-1.04458712178103,0.195967097771846
"CP011972.2_antisense_5842192_5842851_-",-0.717798936628724,0.463144034733822,0.82929450775939,0.586248420882311,-1.54709344438811,0.0849145374999875
"CP011972.2_antisense_5880993_5881310_-",-4.76647698514178,0.0320273413846953,-0.704831766242758,0.904412740950645,-4.06164521889902,0.10511429305624
"CP011972.2_antisense_6036454_6036771_+",-2.91271849660809,0.0320273413846953,0.850484960662976,0.767497301931582,-3.76320345727107,0.0112540489937373
"CP011972.2_antisense_6157416_6157805_-",-0.147353186980933,0.921567217705677,-0.559394196090823,0.705100766535863,0.41204100910989,0.639527994638524
"CP011972.2_antisense_616898_617191_+",-2.06600992132375,0.0848978184856382,-0.0485806635950106,0.987872776152955,-2.01742925772874,0.13231128148094
"CP011972.2_antisense_617339_617594_+",0.636970431122399,0.867852914819051,-1.90905159658609,0.662848998096401,2.54602202770849,0.295889233400341
"CP011972.2_antisense_6297086_6297385_+",0.0764982000938439,0.969573480689903,-1.88034993175027,0.271723291860595,1.95684813184412,0.0933903436089517
"CP011972.2_antisense_6307815_6308150_-",-1.28073778611458,0.290980811239813,0.458979168662812,0.857936190996143,-1.73971695477739,0.159233749331668
"CP011972.2_antisense_6389976_6390293_-",-1.55400585171201,0.0432952246748934,0.421313386279084,0.798777826586239,-1.9753192379911,0.0173885315486747
"CP011972.2_antisense_642710_643063_+",-0.44664663448333,0.526752283174003,-0.280460097084353,0.826761856361904,-0.166186537398978,0.824561874904049
"CP011972.2_antisense_6521514_6521858_-",-0.424871141478878,0.798239944722225,0.664974503697105,0.751857506092773,-1.08984564517598,0.349233126254489
"CP011972.2_antisense_712458_712808_-",-1.85794341336101,0.186251716111953,0.109175131998953,0.972542118504973,-1.96711854535996,0.187142715358399
"CP011972.2_antisense_719524_719766_-",-0.172662621219976,0.890996811160927,0.416636128372857,0.762745618809764,-0.589298749592833,0.431215756169219
"CP011972.2_antisense_765277_765714_+",-0.902610983656722,0.208357511115431,0.585853188002092,0.671700993455252,-1.48846417165881,0.0408207941920083
"CP011972.2_antisense_779873_780263_+",0.46045895577025,0.790764241179597,-1.30918689858424,0.537843111782958,1.76964585435449,0.165518962616504
"CP011972.2_antisense_785318_785608_+",-0.0517008125189164,0.981946967113826,-0.671109104772634,0.690574664074447,0.619408292253718,0.515118566137989
