"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_000110",48.5249499972094,1.55725015262236,0.301564791556429,5.16389908976151,2.41858115654489e-07,7.11112727676909e-06
"IYO_000115",201.687504636871,1.1558876830249,0.203649988202648,5.67585440699705,1.37998114300946e-08,4.85889656773206e-07
"IYO_000590",2792.23273254914,-4.76208694847124,0.824526023171643,-5.77554475497726,7.67045074387443e-09,2.76912981285188e-07
"IYO_000615",3506.03240850588,-2.74057376777616,0.536475129131452,-5.10848242343148,3.24756608350915e-07,9.17035492095851e-06
"IYO_000640",481.149616979155,-1.79248786648177,0.231703592090835,-7.73612463366152,1.02492991576251e-14,6.56876431405549e-13
"IYO_000645",1845.1348984562,-3.59525366070057,0.214994366046184,-16.7225482547215,8.97961380854878e-63,8.53661952732704e-60
"IYO_000650",4349.37330409129,-3.90147060184115,0.325152121536296,-11.9989086443824,3.60012169318076e-33,7.89811312996272e-31
"IYO_000655",9120.73799391685,-4.2460259044741,0.266482265107302,-15.9336153299522,3.70312976163856e-57,3.01752173719805e-54
"IYO_000810",462.301976941262,3.94376393450165,0.800902779030601,4.92414814601481,8.47286311195078e-07,2.11044590351822e-05
"IYO_000815",247.630072815255,4.13429230766093,0.487654732856918,8.47790871102642,2.29277750201157e-17,1.86828612449628e-15
"IYO_001820",400.84364235503,-3.10508732934819,0.606378090298709,-5.12071161380285,3.04384832809187e-07,8.72467882584726e-06
"IYO_002175",398.390178613944,-0.708691094914351,0.141572916394896,-5.00583807242882,5.56195000451618e-07,1.45709264397221e-05
"IYO_002185",436.283575309929,-4.31444181518423,0.77218681196523,-5.58730316075186,2.30622926259623e-08,7.97256467505993e-07
"IYO_002190",82.7203752818872,-4.5700727955356,0.768448515686082,-5.94714245944684,2.72863922790688e-09,1.07339021765385e-07
"IYO_002195",407.281993540061,-3.5337963777988,0.727611838885107,-4.85670544230494,1.19354939715816e-06,2.86050662243283e-05
"IYO_002420",219.613443011295,-2.33768872780426,0.443644783150785,-5.26928032648529,1.3695966747261e-07,4.20009646916005e-06
"IYO_002440",118.349828216453,-3.21719220550399,0.385116738614652,-8.35381037208852,6.60954254923753e-17,5.23622648622929e-15
"IYO_002455",26.7101518684816,-2.83010482824948,0.585682133085348,-4.83215155179929,1.35065373049868e-06,3.19673397459108e-05
"IYO_002460",52.0487106552169,-2.50160916532162,0.538378182484274,-4.64656489937664,3.37507984780573e-06,7.60927092959837e-05
"IYO_002465",51.7500034973254,-2.91635542203595,0.635732621304568,-4.58739307108606,4.48815172277169e-06,9.9612519169999e-05
"IYO_002495",353.927241524906,-1.46200758730429,0.27296784059219,-5.35597008106355,8.5098590819184e-08,2.75796796609446e-06
"IYO_002500",129.253448962397,-1.24763292092521,0.244160034788873,-5.10989819445285,3.22332453933956e-07,9.1471856579069e-06
"IYO_002530",191.670291246108,-2.85883461846738,0.539769803720936,-5.29639597984146,1.18110568795891e-07,3.72211427851802e-06
"IYO_002535",124.593595564638,-3.08455711268554,0.54243030470952,-5.68655011695441,1.29631355872214e-08,4.59265375090129e-07
"IYO_002880",2926.09114623698,-3.00332396931043,0.348627200198871,-8.61471499526491,7.01157934607431e-18,6.1529305523089e-16
"IYO_003330",363.113368915761,1.27215851358655,0.209142683169584,6.08273019312379,1.18153082661064e-09,4.77975307445894e-08
"IYO_003850",1143.61760651941,-0.830064847071323,0.169111568967147,-4.90838593799917,9.18290111818384e-07,2.23053053448682e-05
"IYO_004090",250.433051144063,6.65189814347883,0.513538856040421,12.9530571352818,2.2578023977957e-38,6.77816046159299e-36
"IYO_004235",972.162904446258,-1.08362220242906,0.234579377809514,-4.61942653505117,3.84802093557694e-06,8.57387164708237e-05
"IYO_004330",1143.61760651941,-0.830064847071323,0.169111568967147,-4.90838593799917,9.18290111818384e-07,2.23053053448682e-05
"IYO_004370",85.7164893115944,2.79277750542178,0.444314440990244,6.28558797053166,3.2661514806541e-10,1.43734815693863e-08
"IYO_004375",1317.3799061614,-1.26714580663326,0.240345445555807,-5.27218563972762,1.34808616068726e-07,4.15647754624871e-06
"IYO_005265",1143.61760651941,-0.830064847071323,0.169111568967147,-4.90838593799917,9.18290111818384e-07,2.23053053448682e-05
"IYO_005630",7192.05809066956,-1.68239279144339,0.204761576281,-8.21635006918777,2.09790468441699e-16,1.6392394958787e-14
"IYO_005635",5375.41979666261,-1.85022802765671,0.291889018439908,-6.33880656951684,2.31551721851608e-10,1.03185236050123e-08
"IYO_005850",70.9606541217665,1.61800493198605,0.323000688437858,5.00929251826452,5.4630486212528e-07,1.44264950627898e-05
"IYO_005855",203.037706095182,2.30861398199106,0.352228540267705,6.55430698556239,5.59008655219148e-11,2.63519452014051e-09
"IYO_005880",145.479595656818,4.59501999678709,0.662220150371228,6.93881029475049,3.95415683136507e-12,2.0137955862595e-10
"IYO_005885",655.884884167093,2.01304824015571,0.290484193993805,6.92997513041499,4.20914610108956e-12,2.12468755403671e-10
"IYO_005905",292.741433106703,4.24331093854258,0.518897574864436,8.17755014494172,2.89672897158053e-16,2.16246975674318e-14
"IYO_005910",130.252817762944,4.86896543326047,0.991997645640302,4.90824293248974,9.18959809965642e-07,2.23053053448682e-05
"IYO_005915",129.167305083405,4.06932870989299,0.537014796364128,7.57768452088189,3.51776510698929e-14,2.13460980534755e-12
"IYO_005920",190.407003776654,3.84193127361398,0.27409423027474,14.0168265116817,1.22992710697225e-44,5.01107444154978e-42
"IYO_006020",80.8579673494027,1.04899252896705,0.202729168858081,5.17435421294206,2.28700597859354e-07,6.7943135947383e-06
"IYO_006035",249.272346561961,1.48476318501976,0.259436115833047,5.72303967877486,1.0463481490509e-08,3.75369172464549e-07
"IYO_006040",132.57305488036,1.20440809120086,0.244543493450519,4.92512834509154,8.43050013837683e-07,2.11044590351822e-05
"IYO_006045",68.7579294019027,1.64520084273861,0.232896330423901,7.06409087573055,1.61670920897883e-12,8.53861974816226e-11
"IYO_006050",58.5872007426063,1.97644693140738,0.204256956928641,9.67627718108949,3.80312959926755e-22,4.51938567379627e-20
"IYO_006055",49.1351778053144,1.86415419374301,0.212726090309315,8.76316671374174,1.89840587549815e-18,1.71881065299071e-16
"IYO_006060",95.6983158016042,1.73122763152401,0.197180656074003,8.77990603132121,1.63611295525879e-18,1.50522391883809e-16
"IYO_006065",77.8671074119403,2.96362707384391,0.276751709863155,10.708613418538,9.27404035513315e-27,1.46942017182443e-24
"IYO_006070",233.698268675729,3.20413696125591,0.401881773166804,7.97283473696133,1.55075488872867e-15,1.06572360063956e-13
"IYO_006260",526.095035504461,0.866578002078928,0.168333302966305,5.14798905984984,2.63293844272515e-07,7.66238820270624e-06
"IYO_006315",252.154666136221,1.19018270294158,0.203551619497284,5.8470804893668,5.00275471959651e-09,1.85296837146613e-07
"IYO_006320",107.680678524576,5.27690802710213,0.301364323411944,17.5100621313059,1.20062946923982e-68,1.36967809850879e-65
"IYO_006325",246.750235087237,4.5729500911642,0.249902849959614,18.2989113245536,8.44189480920977e-75,1.20381419979331e-71
"IYO_006335",48.7327238830443,3.13231266196533,0.258161624847401,12.1331459074014,7.04885199759542e-34,1.67527715809518e-31
"IYO_006360",194.158937144623,1.78986845346427,0.376018978432835,4.76004817874897,1.93546751921073e-06,4.46959786622591e-05
"IYO_006365",2701.70479821955,4.37286911325533,0.783646669785592,5.58015401820283,2.40305701030243e-08,8.25725131732834e-07
"IYO_006370",1550.82226617508,4.39818935703358,0.755776011387687,5.81943497909919,5.90468876450311e-09,2.17292546533715e-07
