"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_000005",87.1105635376895,-0.753081316014004,0.242052983748267,-3.11122508945067,0.00186312862757327,0.00521474528721853
"IYO_000010",71.0139462507395,-0.944294497965827,0.233736888824196,-4.03998916352511,5.34536711559719e-05,0.000228414365732567
"IYO_000015",55.9691889508462,-1.63464661712714,0.26140996921186,-6.25319157511678,4.0214832848458e-10,4.35037782858783e-09
"IYO_000020",185.29997417718,-0.811306576966784,0.240244264620701,-3.37700705674568,0.000732791700776251,0.00228678160778433
"IYO_000025",35.2213665205307,-0.534345443996413,0.272352098214621,-1.96196558608971,0.0497664910066825,0.0888741876829985
"IYO_000030",23.9510301789201,-0.838238882749021,0.532492422356392,-1.57417992736805,0.115445858500818,0.18198670002025
"IYO_000035",202.073628308511,-0.265407190286444,0.228460898829109,-1.16171822682432,0.245349939508616,0.338534055936498
"IYO_000040",12.765606045753,1.79938830096338,0.281414622847442,6.39408244943565,1.61514265247392e-10,1.84316279164671e-09
"IYO_000045",38.5343292643629,0.749078463778347,0.21449137012298,3.49234779631861,0.000478794377523295,0.00159051556916985
"IYO_000050",9.91688243867599,1.44940436275594,0.467731201729715,3.09879767994074,0.00194307660643046,0.00540310838481857
"IYO_000055",11.8815623300456,0.226817985729977,0.400420245307136,0.566449844602637,0.571088018980289,0.656604557579075
"IYO_000060",11.8806941588969,0.344694942615171,0.291459475808408,1.1826513502747,0.236947352420551,0.33165791031448
"IYO_000065",34.2332373974862,0.464118291697267,0.194772617873119,2.3828723809607,0.0171781483456255,0.0352155066472491
"IYO_000070",7.41565059295199,-0.0666824398053535,0.277224854890422,-0.240535574747477,0.809915087965763,0.857505150438555
"IYO_000075",4.80929916177664,-0.551520550152401,0.357856707255629,-1.54117706604401,0.123273697555525,0.192449817535718
"IYO_000080",23.6046617063274,0.0996035177130192,0.224299887788937,0.444064055024158,0.656996273403645,0.732092343712276
"IYO_000085",13.7931534366869,1.60674088315766,0.246196093996755,6.52626472286292,6.7430101474636e-11,8.09161217695632e-10
"IYO_000090",14.8088881227476,1.67841309470896,0.426052019058229,3.93945579325976,8.16666478865394e-05,0.000332145276519678
"IYO_000095",39.8670930748987,2.53876640915874,0.355773771783876,7.13590098682423,9.61552099025138e-13,1.5416620430651e-11
"IYO_000100",12.2002932336432,0.670320411346474,0.368284316494102,1.82011663631951,0.0687412446345454,0.117117694312955
"IYO_000105",99.8185222246358,0.275878196389655,0.29607958681614,0.931770404560076,0.351455192572317,0.451140101625691
"IYO_000110",2.8264344509084,-1.15887300596693,0.42092886577213,-2.75313265542185,0.0059027972735998,0.0140680917822894
"IYO_000115",21.0887796289777,-0.610963880621049,0.386865433380468,-1.57926717639875,0.114274787296405,0.180482839095001
"IYO_000120",0.981380733468955,0.33788962003375,0.720894354828217,0.468708927696162,0.639277704672869,0.718157121150142
"IYO_000125",4.54379467000907,0.797475501243768,0.405826049021753,1.96506730695599,0.0494064479130946,0.0883125082476077
"IYO_000130",6.24135175086744,1.85081024389179,0.401859749698418,4.60561239407719,4.11253787263666e-06,2.26014829261052e-05
"IYO_000135",90.2737338620904,-0.908137483457733,0.253167786773184,-3.58709729635289,0.00033437957932729,0.00116253832239237
"IYO_000140",2.15347928725609,0.975945385966864,0.463590061445985,2.10519048428862,0.0352747302466713,0.0659489013927489
"IYO_000145",12.0652684491267,0.700482953494948,0.384067862209973,1.82385203871077,0.0681744441515749,0.116356382686852
"IYO_000150",8.14714399538215,0.54111939404329,0.356500247211488,1.51786541040539,0.129048331356704,0.200336433314489
"IYO_000155",44.8821903431127,0.564481472431665,0.394237939935191,1.43182939857199,0.15219265150879,0.230419897245161
"IYO_000160",24.0827635575062,-0.228443381008839,0.214068172583837,-1.0671524788178,0.285902987438121,0.381724011559146
"IYO_000165",22.9999416073951,0.233546281880268,0.25413738022704,0.918976506610807,0.3581078606293,0.457761420791242
"IYO_000170",8.14034426494,5.30701552665243,0.523047829625518,10.1463293145716,3.44061855034777e-24,2.20048351242022e-22
"IYO_000175",36.5710219292746,0.160666942940728,0.359920533610625,0.446395601076051,0.655311509807439,0.73049473033505
"IYO_000180",24.2434604505008,0.472680440977959,0.372317408584982,1.26956309342186,0.204240302807608,0.294373096171441
"IYO_000185",36.2416200121152,0.982442918702273,0.264900808201591,3.70871997474099,0.000208309645044314,0.000766832469423093
"IYO_000190",24.9785416027468,1.60063699682703,0.667827228400704,2.39678307316129,0.0165397123703861,0.03408680098996
"IYO_000195",17.1623491315259,0.0196970777620022,0.248237560848942,0.0793476929705588,0.936756072351592,0.952466866017866
"IYO_000200",1.0811737209367,0.256760370831622,0.571273235383464,0.449452827348498,0.653105030121571,0.728880095997854
"IYO_000205",12.2964200183927,0.752577842337296,0.269285501425967,2.79472098702722,0.00519445251138226,0.012596547340102
"IYO_000210",12.7113957533091,-0.248955249578918,0.187004990840392,-1.33127596466878,0.183098223819897,0.26875956182391
"IYO_000215",13.7771356932218,-0.483061468091517,0.176571478352139,-2.73578424216476,0.00622318144019014,0.0146373024541052
"IYO_000220",2.78218890608062,2.33807400556466,0.45807548769469,5.10412381446395,3.32330645574467e-07,2.2257357390603e-06
"IYO_000225",20.788775200531,3.04474291974892,0.580952156786022,5.24095294971143,1.59749447691992e-07,1.1338314458139e-06
"IYO_000230",15.1316707580032,-0.805726864666875,0.456609208153757,-1.76458742022469,0.0776331312269,0.129918704041416
"IYO_000235",17.3716910063094,-2.15892465268946,0.29098109186738,-7.41946715105952,1.17592459804242e-13,2.13871286268966e-12
"IYO_000240",68.8812203983153,-1.90205989763652,0.305732310293801,-6.2213244514742,4.92975528971926e-10,5.24518752946364e-09
"IYO_000245",35.5552683696821,-1.9381250955554,0.367585357422719,-5.27258514632989,1.34515395298106e-07,9.72521243024814e-07
"IYO_000250",13.1122783847691,-1.51265621500725,0.250772498623491,-6.03198605632727,1.61956755997306e-09,1.58684902340795e-08
"IYO_000255",19.0361109489535,-1.74771485915238,0.249822418207928,-6.99582876384518,2.63695448036037e-12,3.88215597795639e-11
"IYO_000260",22.5412471550491,-0.681634688577768,0.279394877036775,-2.43968212949033,0.0147001904931598,0.0308306697910594
"IYO_000265",19.6093546512712,-1.57071139809639,0.218414993543872,-7.19140830311582,6.41263956883905e-13,1.05837949675367e-11
"IYO_000270",11.7402329597641,-1.73576925218441,0.412679693338117,-4.20609320062245,2.59823118275804e-05,0.000119415701561979
"IYO_000275",6.91325227532382,-2.16155430794293,0.522569407189695,-4.13639657852814,3.52802252653524e-05,0.00015689801051534
"IYO_000280",35.8400956828984,-0.772791171784694,0.257959848929375,-2.99578083563024,0.00273743102545276,0.00720898125254981
