"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_000005",87.1105635376895,-0.701571725207595,0.165654361735857,-4.23515395463165,2.28395172623289e-05,6.68978311357596e-05
"IYO_000010",71.0139462507395,-0.885074066743558,0.161543109473009,-5.47887229378506,4.28045154367504e-08,1.89446600640218e-07
"IYO_000015",55.9691889508462,-1.76408716672205,0.182900840462701,-9.64504680382701,5.15876562963588e-22,8.34000443457801e-21
"IYO_000020",185.29997417718,-0.89268655646678,0.16214421882115,-5.50550961950385,3.68101858652572e-08,1.64796370565997e-07
"IYO_000025",35.2213665205307,-0.55944272478217,0.190950250317144,-2.9297826206198,0.00339199200951889,0.00677002520418379
"IYO_000030",23.9510301789201,-0.351677785075742,0.362046340041267,-0.971361249048,0.331368418293972,0.409461612414207
"IYO_000035",202.073628308511,-0.0443405419550245,0.154101897303621,-0.28773521112243,0.773549434721009,0.81529476821374
"IYO_000040",12.765606045753,2.21996873801255,0.208638876074118,10.6402449044248,1.93619755623575e-26,4.17358139899707e-25
"IYO_000045",38.5343292643629,1.06794810539268,0.154552336501411,6.90994474472361,4.8484251580814e-12,3.4188200902064e-11
"IYO_000050",9.91688243867599,2.25626904563658,0.331402902721848,6.80823561624112,9.8802956265326e-12,6.67866673013005e-11
"IYO_000055",11.8815623300456,1.06136475679972,0.28424670503885,3.73395623585032,0.000188495262113762,0.000477805934452131
"IYO_000060",11.8806941588969,0.824609745980625,0.218557030797002,3.77297286192789,0.000161313840286571,0.000413042917055804
"IYO_000065",34.2332373974862,0.687011125980306,0.141899291648319,4.84154020784672,1.28836599276097e-06,4.61717369326898e-06
"IYO_000070",7.41565059295199,0.71538978423904,0.223956928556553,3.1943186078228,0.00140161336052221,0.003016786153195
"IYO_000075",4.80929916177664,-0.251849510650702,0.286541179285327,-0.878929553088492,0.379439473659198,0.45702353822362
"IYO_000080",23.6046617063274,0.0756456112208524,0.166465220401597,0.454422918122822,0.649524460097563,0.707511203025981
"IYO_000085",13.7931534366869,1.35505016506973,0.184375467500831,7.34940598896989,1.99089622065955e-13,1.59381238022539e-12
