"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_000005",87.1105635376895,1.13838339089048,0.187206738459493,6.08088896937219,1.19518037054243e-09,5.79179829854866e-09
"IYO_000010",71.0139462507395,0.70265437433809,0.181965679987783,3.86146648304925,0.000112708475915055,0.00027913333184069
"IYO_000015",55.9691889508462,-0.697856989195222,0.201704578230793,-3.45979746873532,0.000540581816656752,0.00121100314585924
"IYO_000020",185.29997417718,0.379266090247487,0.179501168925972,2.11288925034187,0.0346102481575227,0.0530921571630949
"IYO_000025",35.2213665205307,0.136630039960704,0.213225440278605,0.640777384641252,0.521667328316734,0.590911609732074
"IYO_000030",23.9510301789201,0.647814379977711,0.402977428916366,1.60756988727564,0.107929411716937,0.147004253731003
"IYO_000035",202.073628308511,-0.390092425490539,0.169588995016891,-2.30022252005023,0.0214356166012046,0.0344152520328306
"IYO_000040",12.765606045753,2.13735831258692,0.258792009579574,8.25898108700965,1.46921204200641e-16,1.4542200823941e-15
"IYO_000045",38.5343292643629,-1.12612921810923,0.165970693066448,-6.78510884845417,1.15999020509178e-11,6.95277342289824e-11
"IYO_000050",9.91688243867599,2.0628407272648,0.388901431945779,5.30427650251595,1.13120740957549e-07,4.34276195496659e-07
"IYO_000055",11.8815623300456,1.46967278021765,0.330914191010137,4.44125039101942,8.94376507063265e-06,2.58337776995584e-05
"IYO_000060",11.8806941588969,0.142710924346061,0.243507883548151,0.586062850477864,0.557833279778652,0.625633547611743
"IYO_000065",34.2332373974862,0.0803880501068375,0.157689217333571,0.509787869241477,0.610200085197136,0.672954724716558
"IYO_000070",7.41565059295199,1.29088222178456,0.280026198248017,4.60986232667145,4.02935713831029e-06,1.22522771917272e-05
"IYO_000075",4.80929916177664,0.367021439561282,0.336085663895408,1.09204729326241,0.274812314369297,0.337072216992479
"IYO_000080",23.6046617063274,-1.03120191592998,0.180371930546443,-5.7170864269508,1.08366008081391e-08,4.74203133108042e-08
"IYO_000085",13.7931534366869,0.214044703433654,0.20357548107355,1.05142673520846,0.293062642180061,0.357198864395383
"IYO_000090",14.8088881227476,-0.270461273765387,0.323125418086096,-0.837016398670696,0.40258335041233,0.472290888812691
