"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_000005",1364.55464780281,-0.0768945722214805,0.367350642705713,-0.209322002692347,0.83419687655218,0.929165980053434
"IYO_000010",1247.86914612592,-0.0830398499840391,0.340233596557097,-0.244067166865173,0.807178800738013,0.917226787160416
"IYO_000015",1388.07557572276,-0.265127987937211,0.215033880505342,-1.23295913794675,0.217591009775503,0.525683659364451
"IYO_000020",3288.58244054159,-0.210676753555874,0.417031283122566,-0.505182134007812,0.613430917537356,0.839695213254879
"IYO_000025",576.399626464543,-0.147444261923628,0.316640993180596,-0.465651210990024,0.64146518029975,0.852019152091246
"IYO_000030",355.443536227359,0.381000147813392,0.602302391732067,0.632572862142774,0.527012613507417,0.792742602174658
"IYO_000035",3133.7848291741,0.100944939498832,0.284025211436848,0.35540837726399,0.722283673858199,0.889636379979954
"IYO_000040",54.2899568956077,0.288121084172906,0.242066678302626,1.19025504126885,0.233946165582625,0.547795126635177
"IYO_000045",566.919570874173,0.163211961503463,0.259742595833489,0.628360400340697,0.529767872215713,0.794791147585067
"IYO_000050",43.0041185761606,0.684406722487008,0.394989814554921,1.73271992660926,0.083145461000946,0.298465518910885
"IYO_000055",96.87151661403,0.723946815535591,0.441982156227986,1.63795484802821,0.101431113052519,0.339731690458937
"IYO_000060",124.623116971198,0.34626520844425,0.240408442402733,1.44032050199047,0.149776743590752,0.431119569172891
"IYO_000065",386.107751971801,0.0895520427370642,0.157797116976377,0.567513807939031,0.570365148090368,0.814004906329285
"IYO_000070",65.4091500558809,0.638106815169233,0.246772048353876,2.58581480125405,0.00971491139645711,0.0635479984006782
"IYO_000075",64.4709779968556,0.16014095181198,0.26854466918232,0.596328917269467,0.55095551663572,0.801492034401976
"IYO_000080",400.7642432533,-0.175881342993463,0.227266140574696,-0.773900337941702,0.43898972974117,0.73366464062222
"IYO_000085",117.658707620451,-0.388152670414027,0.219056084622749,-1.77193284122872,0.0764057060661156,0.283920617199429
"IYO_000090",155.190588293003,-0.825143685872126,0.298791406457947,-2.76160447736391,0.00575181105606878,0.0423880235966619
"IYO_000095",268.56116988501,-0.904561436821847,0.266767883824425,-3.3908183543458,0.000696842699167655,0.00790437155918938
"IYO_000100",181.644792486065,-0.115323869752823,0.265860088302825,-0.433776541973703,0.664450717723672,0.85941775944893
"IYO_000105",1826.08779825816,0.645638065657946,0.296030536171844,2.18098468491493,0.0291845492717455,0.14703509120547
"IYO_000110",48.5249499972094,1.55725015262236,0.301564791556429,5.16389908976151,2.41858115654489e-07,7.11112727676909e-06
"IYO_000115",201.687504636871,1.1558876830249,0.203649988202648,5.67585440699705,1.37998114300946e-08,4.85889656773206e-07
"IYO_000120",6.98966478258153,1.11702803959724,0.54559514578565,2.04735699763005,0.0406230453262851,0.184338783246723
"IYO_000125",33.1109289637892,0.521028867050348,0.302075631386179,1.72482919148236,0.0845582593340984,0.302965019624182
"IYO_000130",21.9937134271401,0.155635998700607,0.425795919978557,0.365517825319803,0.714724903270794,0.886603514137067
"IYO_000135",2883.61367181651,-0.320970437621773,0.340168141625454,-0.943564074190054,0.34539245806612,0.656131251766256
"IYO_000140",19.2175050624884,0.218518145232711,0.394167905814114,0.554378329664827,0.579319953531011,0.817320425659443
"IYO_000145",85.0863816059095,0.678673412856105,0.308150241007097,2.20241078065707,0.0276363050483606,0.14240214127482
"IYO_000150",63.6609694113345,0.650694548127496,0.271472921491651,2.39690406156221,0.016534252233895,0.0962774013416006
"IYO_000155",662.641983119755,-0.443726287565221,0.392167845969966,-1.1314703439486,0.257857178662288,0.57322839511409
"IYO_000160",400.966166193437,0.0687664300663689,0.204312178985187,0.336575285956667,0.736437089211714,0.896636851145654
"IYO_000165",266.53684487956,0.152887242676508,0.186423510826058,0.820107088419546,0.412155061665774,0.715815380141824
"IYO_000170",3.83322396422585,0.0758007198068744,0.737433396276445,0.102789919997682,0.918129705563421,0.964972209918888
"IYO_000175",599.015023536544,-0.624246489044167,0.477659194819337,-1.30688678416475,0.191251165155794,0.488534100335267
"IYO_000180",345.716658687793,-0.438815319066063,0.518854287909884,-0.845739024021091,0.397698348095725,0.704713071617899
"IYO_000185",248.705103799959,-0.171252408879593,0.334842013644105,-0.51144241732345,0.6090412995973,0.836890255896161
"IYO_000190",71.6268333839877,0.7952677231177,0.391546893399761,2.03109189862924,0.0422456731264573,0.190339114939425
"IYO_000195",141.686241925448,-0.159775555792069,0.245084308025666,-0.651920790356502,0.514452272194691,0.786921080764393
"IYO_000200",12.2168445452169,0.364444219285929,0.436544745633032,0.834838176227387,0.403808827863432,0.709807566759019
"IYO_000205",82.4854658461076,0.0440443680165815,0.179132015919956,0.245876583202538,0.805777771359124,0.917226787160416
"IYO_000210",178.184209071303,0.224506101344862,0.170757214774629,1.31476788047388,0.188587925284533,0.485775969235679
