"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_014060",2027.61341489161,6.91263672600428,0.259207680003814,26.6683329980909,1.09703678030351e-156,6.38146295102554e-153
"IYO_000875",949.171391339351,4.06950787023469,0.1732481970559,23.4894673617967,5.22625593854252e-122,1.52005653972509e-118
"IYO_000485",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_001195",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_001615",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_001730",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_005000",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_009075",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_012240",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_013520",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_018095",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_019925",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_027140",1039.61696637719,3.60712602280066,0.165656178733002,21.7747750213077,4.02441490561433e-105,1.80077088507374e-102
"IYO_022585",1129.9249687851,-7.40351531451843,0.349576741557905,-21.1785122818078,1.50717540482506e-99,6.26231380704811e-97
"IYO_021020",293.482988580966,5.15641803162873,0.257491976769698,20.0255483542334,3.29861055634919e-89,1.27920117375222e-86
"IYO_005630",7192.05809066956,4.20723161428557,0.211789232542001,19.8651818309564,8.14566193584638e-88,2.96145721755115e-85
