"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38"
"IYO_022025",-0.0875494384279501,-0.00824362841234626,-0.0295911062770978,-0.00566527294532837,0.0171890539982465,0.0472662636797266,0.00498364894716024,0.0516871092235878,-0.012780049811314,-0.0423755008884177,-0.026170776393257,-0.0454696021810274,0.000855915158338634,0.034698900096562,-0.047946651752282,0.0147718901852974,0.0252419428015946,0.0268308796884867,0.00989108551274486,0.025227545776558,0.088398716895171,0.0942857086994434,-0.0170716175405293,-0.0180724008916106,0.0079754114173623,-0.0138255507116193,0.00401199402904681,0.0235600239969251,-0.000844681901252901,-0.0227184741613841,-0.00507099872640808,0.0546859745350681,0.0265556314315227,0.00974724261213167,-0.0514158592877506,-0.01576896728564,-0.0117873239159326,-0.105967751924635
"IYO_022020",-0.0886226965722679,-0.00629806459751064,-0.0203157894387648,-0.00708765366173828,0.0244256334763087,0.0386353648143894,0.00541217843282642,0.0433691774919772,-0.0175430017996499,-0.0495175132912165,-0.018411955607389,-0.0156326515062912,-0.0148392424465912,0.0132216168047051,-0.0372627754834255,0.017907907072044,0.0165662298455072,0.0196942714808775,0.0149610443966985,0.0152088839409475,-0.000847355131067011,0.060641240142517,-0.00252493835028798,0.00568824934986016,0.000811605578595121,0.0105221813736885,-0.000908341940103193,0.0226016020047738,-0.00264139172656795,0.0068833613738161,0.00840549752509656,0.0629897699979559,0.0100825021146157,0.00105151907731238,0.0519379108449609,-0.00525932977947671,-0.012865147088575,-0.133360158172471
"IYO_015990",-0.0877791221761379,-0.0144688276027324,0.00158757380219267,0.00544317207225677,0.00414345586995206,-0.0458806958758818,-0.00617590111996416,0.0229718903554393,0.0463233153355542,-0.042560392568223,0.0282204606881102,0.00796856010195776,0.0125434210054932,-0.0322890139745661,-0.0601875668209431,-0.0281216638136604,-0.0523200523530528,-0.00961284937299845,0.0605664703169049,0.0178173801581736,-0.0107332316733192,0.0229644264649914,0.018397656455764,0.0332036361301871,-0.0106302050159907,0.0149608296561038,0.00125754019963428,0.0339987751108381,0.0121842518214608,-0.00405340620788595,0.0156360546728398,0.0346659205593028,0.000242070452821996,-0.0141359680535713,0.0569177019175419,-0.010236370969926,0.025375636483346,-0.0687031305491478
"IYO_002645",-0.0843336026475507,-0.0121434028131875,-0.00742125972091062,0.0062990561863536,-0.0434902654937997,-0.0770349397562165,0.0186755692775378,0.0173982947796793,0.0513635266585206,0.0026817778276466,-0.00293684512593581,0.0078301688761822,0.0850429198808914,0.0319748113887745,0.072334216735281,0.000852895837048701,-0.0467613187610234,0.00103037857826311,-0.0045989853226702,0.0111249861974748,0.000346178958812204,-0.00404413644415578,-0.0451393931694536,-0.019468962121413,-0.0189492408443674,0.0131223466456142,0.00707706634421128,0.0265411869569229,-0.0463806389292415,-0.000149124005834241,0.000356806593974451,-0.0230701561157238,-0.020139852557806,0.0481429574218648,-0.0421231142433397,-0.0271477993813673,0.0110649513678534,0.0296188384121555
"IYO_003480",-0.0843336026475507,-0.0121434028131874,-0.00742125972091055,0.00629905618635371,-0.0434902654937997,-0.0770349397562165,0.0186755692775376,0.0173982947796793,0.0513635266585204,0.00268177782764642,-0.0029368451259358,0.0078301688761823,0.0850429198808915,0.0319748113887745,0.0723342167352809,0.000852895837048773,-0.0467613187610236,0.0010303785782632,-0.00459898532267026,0.0111249861974749,0.000346178958812079,-0.0040441364441555,-0.0451393931694534,-0.0194689621214129,-0.0189492408443674,0.0131223466456142,0.00707706634421135,0.0265411869569229,-0.0463806389292415,-0.000149124005834121,0.0003568065939747,-0.0230701561157237,-0.0201398525578062,0.0481429574218644,-0.0421231142433398,-0.0271477993813671,0.0110649513678547,-0.0384013661292694
"IYO_011415",-0.0843336026475506,-0.0121434028131876,-0.00742125972091068,0.00629905618635366,-0.0434902654937995,-0.0770349397562166,0.0186755692775376,0.0173982947796794,0.0513635266585203,0.00268177782764643,-0.00293684512593592,0.00783016887618221,0.0850429198808915,0.0319748113887744,0.0723342167352811,0.000852895837048743,-0.0467613187610234,0.00103037857826312,-0.00459898532267011,0.0111249861974749,0.000346178958812251,-0.00404413644415593,-0.0451393931694534,-0.0194689621214129,-0.0189492408443674,0.0131223466456144,0.007077066344211,0.026541186956923,-0.0463806389292413,-0.00014912400583432,0.000356806593974155,-0.0230701561157236,-0.0201398525578061,0.0481429574218652,-0.0421231142433405,-0.0271477993813672,0.0110649513678552,0.00586060486527835
"IYO_023550",-0.0843336026475506,-0.0121434028131876,-0.00742125972091064,0.00629905618635362,-0.0434902654937996,-0.0770349397562165,0.0186755692775378,0.0173982947796795,0.0513635266585205,0.00268177782764662,-0.00293684512593568,0.00783016887618216,0.0850429198808913,0.0319748113887747,0.0723342167352809,0.000852895837048721,-0.0467613187610235,0.00103037857826313,-0.0045989853226704,0.0111249861974749,0.000346178958812056,-0.00404413644415551,-0.0451393931694537,-0.0194689621214128,-0.0189492408443675,0.0131223466456143,0.00707706634421113,0.0265411869569228,-0.0463806389292414,-0.00014912400583415,0.000356806593974361,-0.0230701561157239,-0.0201398525578061,0.0481429574218644,-0.0421231142433398,-0.0271477993813665,0.0110649513678534,-0.0490033097738231
"IYO_028495",-0.0843336026475506,-0.0121434028131874,-0.0074212597209106,0.00629905618635345,-0.0434902654937996,-0.0770349397562166,0.0186755692775375,0.0173982947796795,0.0513635266585205,0.00268177782764659,-0.00293684512593579,0.00783016887618227,0.0850429198808916,0.0319748113887746,0.0723342167352813,0.000852895837048637,-0.0467613187610235,0.00103037857826292,-0.00459898532267046,0.0111249861974749,0.00034617895881217,-0.00404413644415582,-0.0451393931694538,-0.0194689621214129,-0.0189492408443674,0.0131223466456144,0.00707706634421087,0.026541186956923,-0.0463806389292416,-0.000149124005834453,0.000356806593974382,-0.023070156115724,-0.020139852557806,0.048142957421865,-0.0421231142433393,-0.0271477993813638,0.011064951367854,0.0216505819571761
"IYO_002625",-0.0271539703720288,-0.0928944516618532,-0.137826184108421,0.0421602658402659,-0.120524467310374,0.185774394069346,0.160964270088999,0.00127111375599407,0.0674337076793215,-0.00609345265943322,-0.0175658298258078,0.0156854020565915,-0.037006260618082,-0.00392865022096424,0.0403505201170048,-0.00627713804172862,-0.00722849630038274,-0.0374621140813847,0.043332055762412,0.0263926904033719,0.0236649913362089,-0.0225463106195655,-0.00406955273601845,0.011568181151922,-0.00616302612335452,0.0286569706321679,-0.0522076630056872,-0.0073825871747401,0.047368553645075,0.0280265306076051,-0.0230427868719358,0.0277268315164368,0.0133343047511086,-0.0301661230071874,0.0336912469378014,0.0173945765860016,-0.00250375493036378,-0.0508458969433554
"IYO_003460",-0.027153970372029,-0.0928944516618531,-0.137826184108421,0.0421602658402659,-0.120524467310374,0.185774394069346,0.160964270088999,0.00127111375599435,0.0674337076793214,-0.00609345265943318,-0.0175658298258078,0.0156854020565916,-0.0370062606180815,-0.00392865022096445,0.0403505201170047,-0.00627713804172859,-0.0072284963003831,-0.0374621140813852,0.0433320557624117,0.0263926904033717,0.0236649913362089,-0.0225463106195658,-0.00406955273601837,0.0115681811519217,-0.00616302612335414,0.0286569706321674,-0.0522076630056872,-0.00738258717473994,0.0473685536450744,0.0280265306076053,-0.0230427868719353,0.0277268315164374,0.0133343047511088,-0.0301661230071878,0.0336912469378021,0.0173945765860019,-0.00250375493036384,-0.0276343655311032
"IYO_011395",-0.0271539703720288,-0.0928944516618532,-0.137826184108421,0.0421602658402657,-0.120524467310374,0.185774394069346,0.160964270088999,0.00127111375599408,0.0674337076793215,-0.0060934526594333,-0.0175658298258078,0.0156854020565915,-0.0370062606180819,-0.0039286502209642,0.0403505201170049,-0.00627713804172858,-0.00722849630038285,-0.0374621140813847,0.0433320557624118,0.0263926904033718,0.0236649913362088,-0.0225463106195655,-0.00406955273601842,0.0115681811519219,-0.00616302612335447,0.0286569706321679,-0.0522076630056871,-0.00738258717474002,0.0473685536450748,0.0280265306076052,-0.0230427868719358,0.0277268315164369,0.0133343047511082,-0.0301661230071869,0.033691246937801,0.0173945765860018,-0.00250375493036346,-0.139152803240112
"IYO_023570",-0.0271539703720288,-0.0928944516618532,-0.137826184108421,0.0421602658402659,-0.120524467310374,0.185774394069346,0.160964270088999,0.00127111375599408,0.0674337076793215,-0.00609345265943327,-0.0175658298258077,0.0156854020565915,-0.037006260618082,-0.00392865022096413,0.0403505201170047,-0.00627713804172852,-0.00722849630038282,-0.0374621140813847,0.0433320557624117,0.026392690403372,0.0236649913362088,-0.0225463106195655,-0.00406955273601839,0.011568181151922,-0.00616302612335451,0.0286569706321679,-0.052207663005687,-0.00738258717474023,0.047368553645075,0.0280265306076052,-0.0230427868719357,0.0277268315164367,0.0133343047511083,-0.0301661230071876,0.0336912469378014,0.017394576586001,-0.0025037549303636,-0.122073646852105
"IYO_027905",-0.0738003264481051,-0.0360346269107948,0.109497805514739,0.02124735877165,-0.0150115302231305,0.00339030392871529,0.0152450198483574,-0.0192398879672004,0.0265955759247056,0.0217566567979322,-0.0173137150554962,0.0523041487588043,-0.00135069777603908,0.00685189990906927,-0.0338963725831805,-0.0303472577521068,-0.0225355099613218,0.00972190472428501,-0.0178529323545099,-0.0628831692619687,0.000257570961279539,0.0136230595531724,0.0137828252505238,0.0244366542960046,-0.00868620422338846,-0.0288093635619999,-0.0203444375637345,0.00440881718859337,0.00526729375438922,0.0147031657172352,0.0310076665042429,-0.00783318202827361,-0.0478179002258915,-0.00529689887025468,0.017792537413533,0.0446671840280656,0.0740474710564614,0.0224068818793905
"IYO_028515",-0.0234385782805278,-0.093221712350591,-0.141997698169733,0.0413516956592572,-0.118554871040765,0.173491704527071,0.161217783703736,0.00435915584206625,0.0892810762261886,0.00942276127919197,-0.0302613024050922,-0.00462612671711079,-0.0226199276109104,-0.0244125459774198,0.0824576654984375,-0.0197222818186012,7.92523571462993e-05,0.00480321611173644,0.0471748962799664,-0.029135897744179,0.0264306426773933,-0.102760195329781,-0.0218600462926373,0.0107322480204877,0.0453509386898753,0.0625372783559184,-0.0307045312682041,-0.073093814067931,0.0298437175476627,0.0408125257386793,0.0038866443363614,0.033022144946472,0.0127494363313285,-0.0204727417410944,0.0652772300686846,0.00885324042328988,-0.00849107836326919,0.107102700954205
"IYO_028770",-0.081225830042807,-0.0145757474976771,0.0270576510791286,-0.0115910750408651,0.0124368046300045,0.0575581956270605,-0.0181912643554963,0.0753557693686079,0.0488822683247078,-0.0446592909138436,-0.0388433108258096,0.0206551331768716,0.0182157800758836,-0.0131857960784943,-0.0327341496594193,-0.0180514309624859,0.000524702522483533,0.0236795025110137,0.00852075571251242,-0.0212275342416336,-0.0078812405344747,0.0304307571480435,-0.0309045785828489,0.0113608223692604,-0.00870977470525887,0.0105576409723422,0.0671957774952892,0.00209061463984116,0.0225842081375947,0.0271461878657005,0.0280363834264304,0.0605759531247538,-0.0194182126137109,0.0390133916577268,0.032488455932114,-0.0366678424343901,0.0248928338516847,0.00168737685414288
"IYO_000975",-0.0815522503904145,-0.00127375171042933,-0.0173079157029661,-0.00170061368899825,0.0058476302501043,-0.068772005219369,-0.0119602831324844,-0.0307197725091185,0.0392381614863391,-0.00721725338355867,-0.00821726852619387,0.0675812251021162,0.00110265796968205,-0.00730153357161751,-0.00884426764349634,-0.0275676195542292,-0.0221051752054387,0.0337137170388549,-0.0243329445188032,-0.0136718773344532,0.0224052078177725,-0.0217833930754634,0.0446970478568614,0.0345425525943581,0.0168380094538138,-0.0333052719909494,0.0511100149339675,-0.0144411900739391,-0.0285141231673762,0.00516293758936895,-0.00337623284048693,-0.0759607847560014,0.0123176248077738,0.0174591874915231,0.00566511004307284,0.0503200009517328,-0.0479423302180296,-0.0259034139199632
"IYO_008385",-0.0797119969619227,0.0256982816292957,-0.0485160677011491,-0.0152786991956769,0.0303904695580309,-0.00675705462018947,-0.0400170452661902,0.0184901875408996,-0.00184671321901125,0.0438548891413,0.0304258880516471,0.0613729286304826,-0.017291940465986,0.0405024938171285,-0.00200638874995168,0.0190087911276855,-0.0316617194689794,0.0150982444792221,-0.0471751651739667,-0.0158135307898295,-0.0078798935113919,-0.00556524409015272,0.0276307913363893,0.0471016342179262,-0.0332289959380744,0.00198481374919241,-0.0439446962329489,0.00445809188570057,0.0234941526255277,-0.0250002221508242,-0.00121642043917356,-0.0146604163775033,-0.020144389361299,-0.00833604733503456,0.00382232742351945,-0.00109339059675555,-0.0261920239056859,-0.0416415154628728
"IYO_023205",-0.0797119969619226,0.0256982816292957,-0.0485160677011491,-0.0152786991956765,0.0303904695580309,-0.0067570546201893,-0.0400170452661905,0.0184901875408996,-0.00184671321901115,0.0438548891412999,0.0304258880516471,0.0613729286304827,-0.0172919404659861,0.0405024938171284,-0.00200638874995163,0.0190087911276856,-0.0316617194689794,0.015098244479222,-0.0471751651739667,-0.0158135307898297,-0.00787989351139177,-0.00556524409015279,0.0276307913363894,0.0471016342179264,-0.0332289959380744,0.00198481374919234,-0.0439446962329491,0.00445809188570072,0.0234941526255277,-0.025000222150824,-0.00121642043917351,-0.0146604163775031,-0.0201443893612989,-0.00833604733503446,0.00382232742351917,-0.00109339059675645,-0.0261920239056925,-0.230992632107573
"IYO_026605",-0.0730386503794343,-0.0475203194020065,0.0857785702803882,0.0198003863272248,0.0205524783526796,0.0567569890212396,0.018940803002595,-0.0424348815194006,-0.0633955687780652,0.0176648962824403,0.00600132477645078,0.0379774320966121,-0.00181343643773774,-0.0449919539378933,-0.00521833063797634,-0.0260179239452803,-0.0487128526196534,-0.0384988817328337,-0.00981775905564971,0.00675951108890647,0.0187296423905731,-0.0221110472363502,-0.0115780276842822,-0.0261224821044685,-0.00189358243553215,-0.0107183132806502,0.00557285077804063,-0.0415733041503692,-0.00156635455370877,-0.0128875972218472,0.0324102501831097,0.00239779645725769,-0.0406152603025186,0.0367984741734414,0.0333016533375336,0.0602149535166687,0.0103588766111435,0.00644243592887926
"IYO_017245",-0.0689442992073246,-0.0470038191248161,0.102740444230466,0.0026443253492713,-0.0135833380121755,0.0326753384817248,0.0491476861531534,-0.0591017417182984,-0.0718985447549555,0.0142814510529659,0.0162869398072715,0.00512839455499776,0.0056678980855671,0.0440702718065943,0.019778908291161,-0.0873001460434187,0.0167489722203372,-0.00675946409924665,0.0201553230212908,-0.0784398161184493,0.00980011442341385,-0.0283544073973463,-0.0357665083568593,0.00803871628699015,-0.0337574093751587,-0.0435271980450871,0.074086846066076,0.0267721175725304,-0.0580752871242962,0.0396934266775038,-0.0128846637553993,0.0188539749387025,0.0194808387437183,0.041448724711656,-0.0219446308777352,0.0128509391196674,-0.0190439030658782,-0.0459099584100446
"IYO_013825",-0.0632429016247026,-0.0803982919336738,0.112733324171535,0.0230694354921299,-0.00893129123850738,0.0365784698032594,0.0217605852428229,-0.0339353387383113,-0.0404324156994097,-0.0087950033582982,0.0412400030664089,-0.0172785416112049,-0.00375940436206347,0.0259329399421738,-0.0138817755073889,-0.0321423035903696,0.0056725837402795,-0.0238432657120625,-0.0301510832305773,-0.0288735971713057,0.0171420117002012,-0.0115785573776576,0.0253705598450048,0.0250049858280953,-0.0619425839667737,0.00244736350654301,0.0248157499183581,0.0116609957975183,-0.00785958476720787,-0.0077476837665845,0.0127251592357343,-0.0249581097620025,0.04869391770622,-0.00337135660921577,0.0509510374842145,-0.0100042689465997,-0.0254270268164959,0.0661059132600519
"IYO_017375",-0.078265287154195,-0.0341069984515549,0.0187246466240603,-0.0116936976699912,0.03032369038819,0.0504685293764256,-0.0134572633741948,0.0617203281534552,0.0281347213435894,-0.0224525869841479,0.0131213281300591,-0.0866505817783662,-0.0166588056435805,-0.00130883058471449,0.0234485658589027,-0.0549344094649658,-0.0386061452460073,0.00607583730799851,0.0424485291428085,0.000855555907369299,0.047058643407162,0.000838366048428094,-0.00688842976383157,-0.0312671813402858,-0.0110355199776502,-0.0236812672648491,0.0145078964962976,-0.0201630736762681,-0.0536881987375887,-0.0189600213094868,0.0424578929336182,0.0045097291944982,0.0144312278637262,-0.0603313160973441,-0.00325935072972761,-0.027032926168344,0.00372927093046376,-0.0333396928692215
"IYO_016135",-0.0663428593440693,-0.0722615283233965,0.0946605858596688,0.0131041656050219,-0.00240198949436258,0.0412860554679425,0.0175393710924533,-0.0344445883902071,-0.0508388704586214,0.0118424404894219,0.0701922473785954,0.0311723673864513,-0.0279049978850754,-0.00813651842059248,-0.00319017491318444,0.0318296518295298,-0.0501839439433438,0.0120602629397662,-0.0491138876974023,-0.0216328622849909,-0.029916321260048,0.0134693266209052,0.0296864329035009,-0.0293407692553576,0.0184994434607589,-0.00979602017144528,-0.00502326927535914,-0.00454479910439525,0.0412556365274976,0.0400656746500217,0.0277638565907273,0.00584682842969784,-0.017090227987906,0.00556100519806239,-0.0110867836834031,0.0396673190789999,-0.0524402452127104,-0.01187015239398
"IYO_011310",-0.0715549438782873,-0.0439802577046884,0.0693557197119434,0.00478470461473633,0.0277020256633175,0.0113809179788704,0.0136785871625151,-0.0479344063013559,-0.0300844660169949,0.0171918071985943,0.0363766648365557,-0.00602017431353301,-0.032121168257363,-0.00306645200241557,-0.0547586511263651,-0.0152032873569625,0.0419355567307835,-0.0102566258313041,-0.00925053725918402,-0.0690804421447478,0.027955267084407,-0.00256424569792664,-0.0901921390043808,-0.0421237893385155,-0.0211897489230765,0.0102368550772442,0.0585870050721283,0.0201550172302062,0.0237647686274409,0.032833875321723,-0.00839729830731733,-0.0163328872675467,-0.0187808691637679,-0.0039981696906958,-0.0389513054127712,0.0194108363977347,0.00546235412036401,0.0846007524894227
"IYO_028525",0.0492465031040552,-0.1497074610605,-0.0264738068322057,0.037613366477752,0.0628426281799268,-0.00976943466798971,0.0268495542995395,0.0322461763862549,0.0114582722468776,0.0133992240300234,-0.00115011500456508,-0.0346941781516001,-0.00387280160452991,0.0192164143663446,-0.0216030738792444,-0.00862068425517604,0.0180369567320628,-0.00350919466858208,-0.000725014002200798,0.0389801962153334,0.000828372821286554,0.0571849129504289,0.019063196893918,-0.0033791686582105,-0.000320658971565968,-0.0593021368910589,0.0705206905485084,-0.0742047683533096,0.0121148051735189,-0.0254649519398149,0.025478659986979,-0.0263177408303404,0.0112234500577859,0.0313626855864999,-0.0362163054439144,-0.0191037689944988,-0.0380082787404565,0.00561839098020526
"IYO_011995",-0.0720779903938542,0.0240144648589293,-0.0691867539045277,-0.0233662242826869,-0.038315265796126,-0.00183373994621539,-0.0233062304459811,0.0430203708221987,-0.0389405180373898,-0.0216363190200284,0.00698840802090958,0.00653351079679729,-0.0363236354484445,0.0227769306525302,-0.0319141446716978,0.0419057739346094,-0.0138142097800891,0.0276247364573229,0.00467061311535544,0.0126665654395167,-0.0248311705070356,0.0621217247288807,-0.000764808958430018,-0.011344138534302,-0.00733567011104086,0.0244918553400309,0.0518587573106973,-0.00414488793380127,-0.0204115167867532,0.0082720382235712,0.0275672634573843,-0.00303106655065418,0.00596471530467384,-0.0236218088164661,-0.00668088349222082,0.00133575198115675,0.0206382933560534,-0.0283513982955525
"IYO_014970",-0.0751950948617003,0.00316206412246304,-0.0184636070221651,-0.00269912692893551,0.0174685766857434,-0.0461691654583434,-0.000922577989130245,-0.0572277568802341,0.0521441897749425,-0.0457978515544691,0.0492514540895176,0.00203631922630291,0.0296696228337909,0.0298522361497062,0.0599803415389497,-0.0147906542995988,0.0307242847056915,-0.00324293109877873,-0.00470525001761736,0.00637890397641614,-0.0130169438486583,0.0418267118036988,0.00734385131087425,-0.00820383034359136,0.0275320179904573,0.0588876912657389,-0.0219553279205719,-0.0230607510774636,-0.0387013983830868,-0.0315301533539508,0.0547458177069258,0.0164017232236828,0.0205346547810393,-0.0203790720151612,-0.00839393092871962,0.0023317951364335,-0.0201556232995472,0.0736347714964824
