"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IYO_014060",2027.61341489161,6.5344069607747,0.195703042772419,33.3893988984805,1.95396083150976e-244,1.13661901568923e-240
"IYO_000485",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_001195",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_001615",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_001730",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_005000",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_009075",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_012240",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_013520",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_018095",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_019925",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_027140",1039.61696637719,3.3909741265157,0.127818811799055,26.5295387962664,4.42384440602517e-155,2.1444585758207e-152
"IYO_000875",949.171391339351,3.38687700453751,0.131314862883513,25.792030926019,1.08941339383375e-146,4.87470593225455e-144
"IYO_021020",293.482988580966,4.37517182914217,0.183025561693918,23.9047037400107,2.73650696561602e-126,1.13701864421346e-123
"IYO_023375",366.627666134615,3.20670124856877,0.169918947866903,18.8719462356874,1.94019557172872e-79,7.52407842716398e-77
"IYO_000620",1864.61954084137,5.47890701502488,0.291612887965838,18.7882883134669,9.41680001965291e-79,3.42359535714506e-76
"IYO_006455",285.73568469106,3.25444180978093,0.17746023091402,18.3389923084103,4.0422039351829e-75,1.38314707593876e-72
"IYO_000880",3550.8004899461,4.14911269528176,0.226695066753982,18.3026157326332,7.88697025862765e-75,2.54880588857984e-72
"IYO_014065",867.019485280514,4.58892113275587,0.251580859942958,18.2403428217724,2.46904949923411e-74,7.55918996686569e-72
"IYO_025445",2091.57554657815,-1.98411166137309,0.109677953790623,-18.0903417031356,3.79725374911263e-73,1.10443125292941e-70
"IYO_005475",12857.5184095926,3.96945493563991,0.224593754394262,17.673932858666,6.65885034759217e-70,1.84450154628303e-67
"IYO_000530",3372.44858744059,2.83749969229794,0.161820846717772,17.5348216861499,7.76929360026387e-69,2.05427185785159e-66
"IYO_006490",211.710473437363,2.70759413327822,0.155860511553859,17.3719058553365,1.34677444476224e-67,3.40616823703563e-65
"IYO_014375",594.971770934786,4.26930305571132,0.25182655525314,16.9533473204196,1.81801836621525e-64,4.40642201511421e-62
