"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"IYO_000055",20.1097555569104,7.17738929951623,13.5559874005959,6.51994338668587,11.5525689104386,12.2661050989829,3.93274540263637,9.64452965601547,9.02629003529855,17.3221503861443,9.08765097757524,19.4621418399557,16.1256539679497,21.2076513990745,20.1626448885177,19.765830943961,9.9382560655011,15.5741349148334,0,17.4731804608234,8.88434727821325,20.5559396327169,29.5903995609963,0,16.9868091457586,23.5256236155377,13.7731918686305,11.5111627258242,12.5823047801859,3.61177165138672,2.83769708567007,6.35068483947961,2.77925413033725,8.06574187234436,8.25471399872514,10.8566100126625,5.49518004723619,5.93332570461073
"IYO_000060",5.02467945322141,7.19755466415428,4.53262320931441,21.7526796933959,11.6050320894079,4.06844666596155,9.80440840059631,16.0470550892017,1.49124396015244,8.69686169331237,13.6951406473352,10.2327001678365,21.0404560822132,19.1336992248754,20.1631532507213,8.95944561541416,13.2797955993428,15.5120942227098,11.0102640811601,12.2423701377673,14.1228410523276,17.9579994941225,19.6366590935816,23.0805072494179,21.1290854258758,14.1162648434137,6.87157326586995,9.14069093086145,10.4737357109096,6.32915248228687,4.79444566640612,7.69483941669081,12.6892012250398,6.83643645802319,8.52900647191218,8.54346372268662,12.281058759545,11.7497128210168
"IYO_000065",65.3637856902934,21.5384133426892,33.9003176227875,28.2583715963233,40.4494896860975,32.705290193307,25.5624939710387,45.0099042719304,25.5658002006709,32.4907725399971,61.3659254376105,27.659003443729,37.101512428821,33.9414279411303,36.2978134056886,32.343655623284,53.0176123043031,36.3367849230084,22.0497338923471,40.1958629476727,42.6356867760487,51.3925339177401,34.5182984287216,11.601016577949,46.7076623268681,51.7637020037012,24.1035542769078,26.7668198479156,26.5517111460694,18.1830961681012,19.4234834606398,37.7769864973015,38.6107348329421,23.7732462856169,24.5042001787629,28.0913768075345,30.7329794564786,32.5719606524461
"IYO_000070",4.98312104433059,7.25387611477459,13.7127875763927,10.8644703688698,8.78892985781699,9.89285314464609,3.86906327935334,19.0455889019412,4.27333742025413,11.0208129223865,6.92701798027746,6.10307555686768,11.4509189677604,6.40914990527043,4.02872970719265,0,3.32799606778314,0,10.9503199669153,5.24982982950183,8.54592691997965,10.1635550031916,9.5969663658581,22.4445438768563,12.3506237983239,14.0416275295265,3.38510186997826,8.34832173575457,8.11942567847346,4.98699132606377,5.59400621898108,2.36823908148608,4.87495186706848,4.30937515478314,4.29302935665096,4.81921281638914,2.17625918405349,3.22468613642228
"IYO_000075",14.7284000570928,7.28232929641501,2.24590942146123,6.38382038965639,5.6978864231136,1.92741903794216,1.91084866436201,9.41525427516908,2.69166066985531,2.18920417333211,15.749505953776,4.02293880848905,1.62353736329909,8.4204092021983,8.14351479289485,6.96577775787014,0,4.98733372248147,5.43888265307248,3.42886986964932,0,2.52916891458547,4.68615373938843,0,4.00163226112748,4.60415675541038,0,7.18162479197337,5.98219432326245,5.5455938404694,5.06577730722559,2.83105561226351,5.22724464152545,5.76903160935617,5.76945189285895,4.59815947874886,3.97280607836927,1.73581436881705
"IYO_000080",25.1300388205864,21.5708329116993,20.3740027772639,19.5718039427463,20.2749432449926,22.4199418925614,27.4830426413614,16.0582468152646,13.4666541112125,34.7348167972765,15.951131058174,29.6880869020295,19.3959042884698,21.241055399768,8.06563946444387,19.7327673228014,26.539114476909,25.8941401603865,22.0322415578187,5.24520055792934,17.6981135374837,28.2382573681148,14.753973493659,11.564593172052,29.6377621676862,42.3501252034062,20.6329830727835,19.1643924928935,20.7349183241096,23.6179957394316,22.3959130670075,52.1755024519978,50.7167395300024,19.9239987260194,16.7166878784355,18.9015672335136,35.1703247391382,37.713691499011
"IYO_000085",10.0487510245144,28.7967955679535,11.334421423001,15.2278530285955,11.6094128587463,12.1999760243225,13.7226931005166,6.41780533245678,8.9406268579031,13.0497590321694,11.417095961764,12.2779910430062,16.1898777121274,10.6319340774508,20.1629256597197,16.1229251551746,16.6026326495234,10.3377160543193,22.0178638596664,22.7373155424552,19.4078329714506,25.6504551574123,29.4430087774845,11.5347511458966,12.6719225719357,28.2323098331573,13.7403844901199,4.64614801885011,5.37607304397258,5.0035607496255,5.79882894179206,18.0673537793593,13.4653315253851,5.75621008054573,5.31348445115847,7.8439986821558,11.281690734341,11.0601136740725
"IYO_000090",30.1535999798478,14.3997766722116,6.80121970232881,10.8789943237664,0,8.13687834698007,7.84422484398741,9.62953679449854,8.94602851639531,10.8752063203763,20.5510155416493,14.3281163695047,4.85724192161191,10.6331197757468,12.1003989089617,8.96024581782648,26.567496797794,10.3417993777539,5.50597800448856,26.2400675889716,22.9481087883483,30.7894474352382,49.0923427114419,23.0800439707773,33.8065301249014,4.70640472464841,27.4894434996055,4.60921304771457,5.02095407772377,9.76754742659876,8.25328315841065,27.7751478904787,19.6586770090075,6.23278818703547,6.36064755023912,7.84400580313486,14.4164876051085,13.1357300492937
"IYO_000095",85.4630696079483,43.101196166049,18.0914866311561,43.481412520524,26.0274879673898,26.5440562727579,21.6162439542686,19.2824348489981,30.0201625496508,26.0146219101683,40.9507776785403,43.0143501846746,50.043954360826,48.8146953327211,52.4287720481883,30.5276854697835,36.4653806974548,41.491132561064,55.1079416169326,57.6817861579292,76.2807388530503,74.4917457576311,103.450475798527,57.9364631805338,72.1064888964666,56.468515961354,65.3914332238955,7.7046809706775,8.36735404974057,14.1527373392592,14.5871207606855,46.4768063550213,33.0654043554966,10.7069685011345,12.3228127024946,16.2160302496042,27.3788825193446,21.6762288342084
"IYO_000100",14.953997342424,21.7784671533767,6.85973844914332,4.34973317342519,14.6582718339907,11.87418229733,9.67625991695515,12.7029386233093,12.8161493513285,15.4441233681406,30.0388474081655,4.07143451349231,6.54810489498391,8.55166720499165,4.03251500606089,0,13.3238380372785,15.2119109003502,10.9572987933171,7.0024606224503,5.12895110173152,10.1674741550694,9.59966930484629,11.2261244467019,20.5836340219311,14.0538621168595,20.3255815146188,6.0778290652556,7.44798784140468,5.05301795201099,6.61852050461774,38.2844822484129,23.4643163221085,8.10002251766672,7.2830940269326,6.19243317411471,16.4088769214395,22.7433267522053
"IYO_000105",145.730717676292,86.336065092771,77.0204811152006,93.525828983867,84.0809587397007,59.0375889586136,60.8140616480676,64.2057972555253,59.7292476707061,86.9165365940279,123.182180548501,55.2662489929023,116.469867034739,97.7605378484409,92.7521031672735,60.9509529557719,126.119497352308,56.9128637024251,49.5565223205382,139.896525611662,97.1909797001375,112.90797002905,68.7769295175539,34.6494947888618,122.641687407161,75.287583645117,79.0506043859266,71.3036679814558,72.5049778312186,38.510389586602,35.2240394380157,464.311519563166,252.776423393341,45.6276773914737,45.9064832095499,43.6842983187059,196.650831275438,199.833703804051
"IYO_000110",0,0,3.63789057253225,5.36819556176998,0,0,7.95603908970415,2.64752189066085,0,0,0,4.17581801728928,2.69192771493814,1.75864300601855,0,0,0,4.08530393926495,0,5.71171401771944,4.08753820684168,4.32984475820668,0,0,3.30774202006382,3.85296856092342,2.80566664527888,6.14638761526743,5.58698695315625,1.9988799485582,1.61470320635814,12.8283896225127,5.91793012905295,2.12797471478387,1.41037156898119,1.94282209780237,5.00926669215088,6.40398258468309
"IYO_000115",40.1237187670693,43.4094536672379,38.7672839660026,28.3236860542765,43.8983594020737,24.1192851240757,15.5840460740234,6.39059949246089,14.6114302261091,13.1599087871236,18.4368974594815,10.2043503906162,16.3065926609907,21.3574845863756,16.1316590380713,7.12059183178491,10.0035318444871,10.2416747252113,10.9766884195906,47.3076221111645,46.9467111328439,30.665972504042,43.7129727967518,11.3973418787202,25.0684583706264,18.812644694118,23.9175043227824,37.7022342855495,33.9148450478126,15.116494224312,10.8093576877514,3.35326508075131,5.60053728766319,15.7763922260979,17.1022107020039,14.2189246159716,4.67454698360548,6.10834743152369
"IYO_000120",0,0,0,6.21825097103828,0,0,3.73996578414161,0,0,0,0,0,1.58178276227027,0,3.97217991186132,0,3.16079512691442,0,0,1.66477902002808,3.23816078582495,0,0,0,7.84589202390834,0,0,0.962430759054921,1.13663328331945,0.123555019047653,0.173502236177337,0,0.64659577768013,0.626594825388339,0.563621480182724,0.656451239546055,0.262739816539444,0.718537048896965
"IYO_000125",15.0773427547563,0,13.6154882260319,4.35335303153568,8.71878893552048,4.06404760455276,5.88003808191943,0,7.43986580046209,8.71081388212103,0,5.11674702717119,9.72450038281937,0,0,5.37329670056053,0,0,11.0103900460596,0,3.52531033442129,10.2608345200073,4.90440806812516,11.5262988205837,8.44259348751648,4.70730494075653,3.43488254377986,2.96267424347952,3.1254347791829,1.38746953005345,1.56247668479521,5.02167041694159,2.47851505927767,2.46955516041872,2.17509511919503,2.00086793223394,1.38040572160297,2.21372762446284
"IYO_000130",5.01850736975394,7.22082392513972,6.82537048439384,17.4161745483054,11.671753247568,6.05785822960304,7.8101106691931,6.40134898736077,4.41764285090558,4.37086822387004,4.59184011073351,10.2142513373126,8.12816124142701,4.26468002326955,0,5.35281994066188,6.657776436778,10.2802461673644,16.4786938554931,7.00150993159664,8.74419403342799,5.11764751593929,14.6270384515236,22.8991376555662,8.39074562724473,9.4072404741067,0,2.21668826375066,1.98108488386497,1.32814384979685,0.670562459842075,2.34411476223679,0.465520779017296,2.25909317411591,2.26361899222598,2.04765035938372,1.25873953178564,0.969708138404083
"IYO_000135",45.2460767793034,28.7318966046696,33.9186190433121,39.1324067769528,37.5904421778152,46.9696093431192,21.6181080934639,38.5669395391368,52.549040151641,58.5260883248741,68.2420864409437,49.1609505568403,61.3378675552694,55.1781157360819,32.2639794868676,28.7344108575827,39.7780497260937,25.9351036922922,27.5550985242816,48.9410191667949,49.6808569090989,43.6697868024633,68.9765502377764,34.7675347819556,50.9062715251674,37.6457681139609,51.6283440617818,82.9134779897072,84.8923711025468,80.7580857493852,92.9184006337768,215.660804622221,463.196532617422,89.4902927348391,89.6462418360565,123.556170953264,470.521730797793,459.596756712883
"IYO_000140",4.98900824028043,0,2.2880953649691,2.17578525437857,8.79951222258224,3.96499715308971,1.93734192488476,3.1796520223587,2.85489486232315,2.2068010656128,2.31169850904143,3.05580791269437,1.63742557037208,4.27822029906698,0,0,6.66447138483319,0,0,3.504933346913,3.42358535532955,0,4.80571801672887,0,4.12404095932015,0,0,1.51932102355642,1.16114226189975,0.487016273973526,0.565516991124935,2.03130013256056,1.88831730521708,1.27652110464738,1.47226409703245,1.36715645648113,2.17792854563482,1.68373925882448
"IYO_000145",25.1277791498774,28.7709182453978,22.6463182126056,10.8742697221562,5.7961018163586,14.2578672969545,17.6609878845641,3.21089090175962,5.97833593217275,6.51610404878555,13.6804921262334,5.11786017235586,19.4046853999252,10.6236623822711,8.06550663901708,5.37963339462455,13.2730055189691,10.3521513998131,5.50706740632226,29.7257115465295,24.7562344567177,17.9658009562602,19.6600122373592,11.5563527764594,16.924828882416,23.5275827914567,13.7511982126313,8.64887773752154,8.69102578045785,3.25400162781067,2.67475533314781,6.68983744431586,6.65060996435184,6.05300730968326,5.53701177395481,7.20327978422222,6.88675599602861,6.07967880532525
"IYO_000150",15.0742549097234,14.3674130663199,15.8311276223744,21.7348301774358,8.67835446194721,10.197206991226,1.96345688932832,9.63475039432061,7.49176278843875,8.67352274500364,9.10314810435094,4.09427314924285,6.45831259575523,16.9784961503684,4.03134216930508,8.97117396145578,6.62958806255854,0,0,19.222109440818,17.71458724928,17.9689924786595,14.7620897923296,0,8.47316512430046,0,10.3172370139432,6.28313954494397,7.6561952035781,2.52891892861241,2.95051034772585,5.01415014120626,4.78953377323454,4.1449579383469,5.44878107955486,5.0508791609533,3.62594484894283,3.72726551893691
"IYO_000155",70.4100285897038,50.2062395776112,38.3780294899147,49.9813539461656,28.8451353987803,30.7202580438922,5.90555252039315,45.040794939906,33.1965965749445,34.6052310838652,61.2600415604829,30.7457371046942,40.2744326589118,40.2706797013267,28.2329251604348,30.5804400466849,52.9771880739675,25.9952180539756,88.2450460659935,71.6327073789781,65.8945316088869,30.8554868288061,59.2795194227464,34.8757468019059,63.8138718781342,37.6474254687242,27.5710139236231,29.3967575284853,28.6223814330315,16.8508462031341,20.4670712691442,88.9000652035767,80.4020773600547,48.3979539791796,43.1793746007165,53.6195877664543,53.2801501969158,64.965735594137
"IYO_000160",20.0882528494935,28.8423499609206,13.6280541277712,21.7650489412894,26.1978950010944,26.3439028153468,21.5221931243196,19.2299949900585,22.2203652424136,26.1690416199854,43.5174318551534,21.4697484248925,19.4700451200653,17.0372809118652,24.1935816471845,17.8795246718218,23.275195342086,25.7735213873407,21.9974381427898,26.248831232309,15.809502786794,12.8105278496849,39.1344905883151,22.9848813301492,12.6294037079665,4.70513722000378,20.5787330194003,24.0905044598192,27.151864375331,19.6683969757581,22.6645456025442,42.1793201248086,51.7662415834221,20.9462031249994,21.4793145532338,25.9833731042712,31.0296329239777,32.6632444465536
"IYO_000165",45.228695181928,43.1610996630427,18.1192470957982,23.9241306017788,17.3914470119361,10.1820444904362,11.7725622313101,9.63194218951174,14.940355915532,19.551516042377,27.3661831042432,11.2587444002547,25.8766730080784,27.6241380224532,36.2945864908912,21.5159271301772,16.5926401730857,10.3503853564614,33.0404911718868,33.2238961431244,21.2138234262245,25.6635956337583,24.5702226083133,23.1074196740636,46.5335453423467,32.9384956373191,30.9372176626294,19.2838779237742,19.5168220286741,11.5703563366672,14.0992322089983,21.7426702650243,25.0579253546359,17.5558952541011,18.5120674802968,17.6607664592292,26.6741142952153,20.313028065437
"IYO_000170",19.7484953874562,0,6.77568481820792,17.1194219373157,14.3249627389415,7.75310811078201,1.92161330599385,12.6243926634354,6.76705991280215,17.6122953009125,18.1008340238992,10.1140044313408,14.6941510986784,16.9356900592227,24.568172261003,10.5075285205187,3.26652079959271,10.0308590850673,5.46952224464762,15.5168378324075,20.0908898404311,10.1736672924774,9.42510576320099,0,8.04835039225276,4.63009397294788,19.9320815276088,0.273267967870501,0.329638061686795,0.563949564530174,0.175666035658929,0.355875522483519,0.492814873512337,0.226622307562391,0.286011803332241,0.0783739476443808,0.399518662294301,0
"IYO_000175",55.051865800191,36.2778925501302,25.1481418688907,37.0146765250447,32.2676634807533,17.9605683218536,36.8862882490142,28.6841222472526,50.4851787397678,55.0432242634086,30.0442713601895,28.542119716066,39.2718192872967,36.3765571918633,40.3402141625383,46.108391971789,13.3428527657153,40.7329596028336,54.7792009946211,24.5416833996441,37.8997596797953,25.4932280637872,19.308223208431,33.9247219565948,20.7517036293427,23.4963453064918,20.4109688634485,30.3377228887591,29.9888245843266,59.7042787068246,55.9273586845838,98.6188416677614,50.1972755726412,33.3351312216748,32.7388789723511,24.8621264272196,29.631494748732,34.172256630805
"IYO_000180",20.0826507573653,21.6551372934398,20.4676319553465,30.4795361737524,23.3332671336252,18.1976303276276,13.6785669548204,25.6199510277263,26.5591901747445,24.0249209441943,18.3555040111757,18.3936090734624,21.1239373528011,27.7147355458736,24.1929596777487,17.856901036481,33.281218392071,20.5818689193117,38.4689680520797,17.5056806757501,19.267018003981,28.1624477762428,29.2906595333401,34.39429255505,33.6042821444916,37.6370307992807,3.42601753858982,17.4287767922447,15.8853864627883,31.4509865817545,31.5665952674696,56.9300830032451,37.8532590102052,12.2459300023378,12.3621004043833,12.0527442812237,19.2493086562784,26.8707128267258
"IYO_000185",55.2795163334676,71.9351661050711,31.7086824176469,41.3234983121634,40.5800430278509,40.7281779617448,19.6209370521835,25.6851791720313,28.3866762395108,30.4134693992531,29.6466983629302,49.1290664738386,43.6668857011323,46.7485412687669,28.2291228262487,26.8949089127215,43.1408644500228,51.7519267823068,55.067485286478,36.7211483687164,37.124190995893,43.6281125773891,68.7966233032771,92.4296786962544,50.7638676461964,47.0549937675987,44.6870921793535,21.0812102351163,20.1884535559767,28.2027435706262,27.1396287975579,16.7251309730956,13.3023554351771,16.6045905851597,17.0791250184328,14.7419368561348,9.64275493301211,11.3310768800397
"IYO_000190",85.3781578224816,43.2613639229203,18.1677808719291,6.52923419557554,5.82034387874806,10.1350630522832,7.82749024847281,3.20531361123215,16.3027524096633,2.1802738920211,11.4490718493212,18.4037868695172,32.4438783786518,27.6820439003473,20.1614173172636,25.0352848237386,39.8958373579654,41.2468258417504,21.9990755562044,38.4966039607786,57.9889278178567,51.2468434741958,102.754230886762,34.4876359021315,37.8985736085475,56.4617993425434,75.4647900243061,10.5805152837448,10.4875890875191,7.84269443836571,6.97730409875108,3.01267390912473,1.08479606365833,4.72620262790364,4.04573286127987,3.59959747593304,2.13525683530709,2.76781740558314
"IYO_000195",17.0099006030316,19.4739783010934,20.8021235397629,30.3161919900685,12.269871519266,11.9589841504393,13.3421157404025,33.4079881683984,13.6448728917902,23.5732051200117,15.4583891962454,12.3438495944446,23.9232918249429,18.4790069197238,37.0600867842167,13.5310625858534,5.70547720131501,8.59077272909975,0,22.4379171582954,19.7201663512523,20.3716712217418,25.7090505020877,38.6935725524455,17.4753956314964,0,11.7734380313053,17.3835530519138,17.5618555367541,23.3616505782019,16.8331509104476,12.8207680064119,10.6677715383127,15.4514777737143,14.3030488282114,18.1166045552553,8.7877558837055,9.80925002632608
"IYO_000200",0,0,0,2.17229644561248,0,0,0,3.19226631335589,0,0,0,1.01873453796547,1.62291739622827,0,0,1.77917408813028,0,5.12414236979036,0,3.49346634431839,0,0,4.85988942285849,0,0,4.69253717095341,3.41400298480684,0.825088590588357,1.14691726893544,0.662754939672084,0.334658154853402,0.334179387630242,1.70384105761552,1.12773983576916,0.623674622402265,0.706470412299406,1.00543816398505,1.24441188782393
"IYO_000205",19.757598889965,7.26933534628923,11.405159338131,6.46138122634759,20.2517110571684,11.7416988458169,17.4051055203721,19.0167763946876,8.29693398820559,19.8554873161579,27.3488954498486,7.11356048651103,13.0594822431229,12.7403705972974,4.06169313575584,7.05432749869063,22.9998116365735,10.0713205574365,21.9395193397232,29.5365789344417,18.5830865521065,27.9305286077534,4.74415006748359,11.0916400554015,12.1722270845689,13.9403717520894,13.3675162294896,8.6135270699723,9.05289385277134,7.37199007643093,7.9113915416309,1.39147411131417,4.02305814751551,7.97497218320108,7.68452255098396,7.94442701446947,2.35636742712632,3.72306857207228
"IYO_000210",9.910686025511,7.26374348939092,15.9932891330303,12.9979498270183,11.6827734965192,13.766305754084,13.5424496707242,12.6966815797383,12.6103699724573,13.2452269295755,11.4846329969694,11.2096892663716,11.4693056891708,12.7765689443322,12.1561696214696,14.1415956411422,13.227450854402,15.1660118103123,10.9924907352092,12.1891017729541,13.5767174205192,10.1740086816481,14.2901219196785,11.1444872312227,12.2374407066436,13.9813125943795,13.4589527276831,15.3345010079908,14.6807272134166,11.2417316576261,12.6986577865582,14.0740684787818,17.9718429303018,11.331795884858,11.7827145180299,11.2171474793233,12.6986577865582,12.6156593901452
"IYO_000215",15.0672903162516,14.418485139258,15.8943687103009,15.2342892901186,17.4570234629582,16.2204195328552,13.7002155020902,16.0281114885156,11.8620238435798,13.0789206234379,9.15707141202142,15.3374392402413,11.3533085905458,10.6456628333973,12.0969360288882,14.3080726669571,13.2972089273871,10.3139318021978,11.000347728971,10.4986595341815,12.3049278645189,12.8128739850047,14.6827947793407,11.4991992308903,12.6361965009352,14.1155197681478,13.7225462345647,18.6075643510503,18.6383698940226,15.5034347428583,16.3532769956641,8.7029283247348,14.7206411608618,15.0867906389413,15.5954109221492,16.064262187879,13.0605190854726,12.4541130012394
"IYO_000220",0,0,2.26620326908525,8.69656175178701,2.90202349259212,4.06122846987058,1.95831191706453,3.20596554865075,7.4369629069846,4.34919688101328,0,3.0669482626056,8.09312210418556,6.37671871757765,4.02978105480728,3.57908728099609,3.31913788331311,5.16260166836303,0,5.24402550720313,5.28494399420848,7.68819793415338,0,0,0,0,6.86346666005296,0.599265898792235,1.02733100292404,0.54227043641634,0.668796125069402,2.67509689642606,1.23768131720066,0.908610287411985,0.85321976919639,1.40591636887097,1.25319740819037,0.967307616050849
"IYO_000225",10.049454662435,43.18377278658,27.194655967441,39.1544270017442,29.0108541904688,30.5154648721044,9.80480015270716,3.2094911469716,8.94854246687922,13.0445885782373,6.84714681963883,10.2328642097279,9.71051524125775,17.0072026325716,20.163188965641,17.9196054310313,16.5992891437105,5.17098823146228,16.5157110475619,80.4490317702088,56.4964455385335,51.3097773047208,34.3663575406319,23.0822429296714,50.7132927146295,61.1705555843308,27.4871639027222,3.25908356876644,3.16180152694425,2.95355641170467,2.84314860442533,6.69109406599621,14.7004909315173,2.37967517098398,2.67482882424019,2.62574187341069,14.5361199364365,14.7904858721315
"IYO_000230",5.02292711552059,14.4143162945305,9.078624351746,6.52826326562819,5.81530649403266,10.145188037067,7.83199655549251,16.0323243371687,10.3924871955572,6.53568674582905,6.86326242879374,9.20400963538852,9.72653510279258,8.51368645866337,16.129514812245,12.5248308988723,19.9399460315626,10.3200470596767,11.0025505645871,19.2453891331828,29.9118018469673,33.3217208522905,24.4879117866145,34.5250153235881,46.3663980054714,18.8208939359969,17.1589131779161,25.5022150545768,25.5959934100314,10.4343335299792,9.98813781488239,2.34282767924709,2.47851921493852,24.0503329382268,20.0536546905873,21.3175796528321,7.15477902918928,6.22556834244764
