#Read position (bp)	Clipping profile
0.0	35.13819348685849
1.0	0.005222943579560048
2.0	0.00513716945912185
3.0	0.00505431563865639
4.0	0.004980248561471734
5.0	0.004910006301950486
6.0	0.004837334766345722
7.0	0.004758951847608435
8.0	0.0046748575457386254
9.0	0.004587558666907582
10.0	0.004500492378339855
11.0	0.00441009229599794
12.0	0.004326747451643258
13.0	0.004253326458523366
14.0	0.00419006190690158
15.0	0.004132146931336048
16.0	0.004082475988436917
17.0	0.0040337870933162285
18.0	0.003992799520247538
19.0	0.003953052428583197
20.0	0.003917440274933352
21.0	0.003884696734531063
22.0	0.0038546150604756055
23.0	0.00382590308463745
24.0	0.003798431590203644
25.0	0.003772148890449005
26.0	0.0037487089605793313
27.0	0.003728111800594624
28.0	0.0037067910264573798
29.0	0.003687279287701478
30.0	0.0036695765843269175
31.0	0.0036542773136732827
32.0	0.0036390814164700106
33.0	0.003624996783858134
34.0	0.0036100076335555866
35.0	0.0035953027602415354
36.0	0.003582070958595149
37.0	0.0035699762649027485
38.0	0.00355793325793553
39.0	0.003546174527956807
40.0	0.0035350877254054403
41.0	0.0035221143573849595
42.0	0.003511544422085405
43.0	0.0038730672213652937
44.0	0.0037724073240749103
45.0	0.003481824555106216
46.0	0.0034718231737836543
47.0	0.003463113960590622
48.0	0.0034538103500580068
49.0	0.0034459022811052834
50.0	0.003485210035605584
51.0	0.003429155782146575
52.0	0.00342117018310608
53.0	0.0034137789814051686
54.0	0.0034056124788265393
55.0	0.0034365728272100766
56.0	0.003630501420089932
57.0	0.0033830512232849467
58.0	0.003377494900327968
59.0	0.003370336288890372
60.0	0.0033639271349679037
61.0	0.003357776414671341
62.0	0.004064980031963082
63.0	0.0033491964182912615
64.0	0.0040543584099383455
65.0	0.0033334319671109967
66.0	0.003945247733080836
67.0	0.0033214664902315493
68.0	0.0035935712549479658
69.0	0.008863007043808503
70.0	0.004416398076470046
71.0	0.0037735702753914874
72.0	0.0032965018019690305
73.0	0.0036522356880286256
74.0	0.004025052036760605
75.0	0.0032823396392693822
76.0	0.003303893003669942
77.0	0.0032745091004044314
78.0	0.0039036916060351534
79.0	0.0050958459223394825
80.0	0.004922592019532108
