#Read position (bp)	Clipping profile
0.0	41.788894784012605
1.0	0.004482158658186781
2.0	0.00438901512712274
3.0	0.004302462228088563
4.0	0.00422125913221443
5.0	0.004140503548391708
6.0	0.00406438581673815
7.0	0.003984871061785248
8.0	0.0039053156239185816
9.0	0.003822627601692041
10.0	0.003739349677215914
11.0	0.0036567837037306673
12.0	0.0035782656801649983
13.0	0.003509755653385419
14.0	0.003447978648833881
15.0	0.003390554716055154
16.0	0.003338704342462177
17.0	0.0032915121624952463
18.0	0.0032466185671560155
19.0	0.0032053050682280685
20.0	0.0031655375200231764
21.0	0.0031282923124716895
22.0	0.003093264323720373
23.0	0.003059843310062757
24.0	0.0030292294174548992
25.0	0.0030004869388802124
26.0	0.0029727005087789938
27.0	0.0029475177851587095
28.0	0.0029246539876230065
29.0	0.0029029699945864774
30.0	0.0028818148794288877
31.0	0.002861920934598
32.0	0.002841355721689997
33.0	0.00282349592254734
34.0	0.0028061243183698575
35.0	0.0027891595433300214
36.0	0.0027738017433838863
37.0	0.002758667699463457
38.0	0.0027442862894476723
39.0	0.002729843855061241
40.0	0.002716601566630865
41.0	0.0027044373754152515
42.0	0.002692049428173932
43.0	0.0026795394321913186
44.0	0.0026684533381904664
45.0	0.0026580791951804944
46.0	0.0026476236863429933
47.0	0.002637229201876139
48.0	0.002627241546546931
49.0	0.0028272184091568007
50.0	0.0026084256989308057
51.0	0.0026001263845228284
52.0	0.002591237167865264
53.0	0.003205854287563891
54.0	0.003415676415304792
55.0	0.0035267407698821376
56.0	0.0025848906333179873
57.0	0.002554683569847775
58.0	0.003658614434850074
59.0	0.003163645764533123
60.0	0.0037513307953195873
61.0	0.002812918364968545
62.0	0.002518129971830286
63.0	0.004010053785405533
64.0	0.0030429802423073324
65.0	0.003717970806032619
66.0	0.0032612644161112703
67.0	0.0041520371544439705
68.0	0.0030653355034209783
69.0	0.0032211307216824963
70.0	0.004575058091768235
71.0	0.004915329982495311
72.0	0.004070508595259721
73.0	0.0048624421946013375
74.0	0.004321217051334041
75.0	0.005304156930800433
76.0	0.004161129785670358
77.0	0.005196021746014138
78.0	0.005008676928128177
79.0	0.00375179864882788
80.0	0.00359315562660284
81.0	0.00371709612338668
82.0	0.0046086214956240264
83.0	0.0031901506828507565
84.0	0.003500622339245268
85.0	0.002662757730263423
86.0	0.00483935464103993
87.0	0.0031361441148282563
88.0	0.0028656841041212254
89.0	0.0030033957672143813
90.0	0.0023890430864552245
91.0	0.002807243098498384
92.0	0.0032123228708524614
93.0	0.00379711941476164
94.0	0.005281476206376671
95.0	0.004213163232375276
96.0	0.004173883879135558
97.0	0.0023613990465521815
98.0	0.004299594082668159
99.0	0.0029490230529679996
100.0	0.003949273512241227
101.0	0.003122657728915293
102.0	0.003016902494584227
103.0	0.003422063632765834
104.0	0.002821787240169227
105.0	0.004235538834945803
106.0	0.004201324504469778
107.0	0.00298063367696309
108.0	0.0032049592634610696
109.0	0.005201737695398064
110.0	0.00369699876398697
111.0	0.004224574789686245
112.0	0.0032817482631917437
113.0	0.004820904939647686
114.0	0.0038370903775353546
115.0	0.004341761922785162
116.0	0.00277896847343199
117.0	0.0026369444214797873
118.0	0.004572067897606537
119.0	0.004571498336813832
120.0	0.0035410611555272754
121.0	0.0026454878333703525
122.0	0.004131146478225851
123.0	0.0032704587546220684
124.0	0.0026568180248537922
125.0	0.004064731621505149
126.0	0.0040799266897962256
127.0	0.003303656012253978
128.0	0.003236244424146044
129.0	0.003502188631425204
130.0	0.0034092281734731038
131.0	0.003542322325853978
132.0	0.0040696135711569
133.0	0.002617599695984722
134.0	0.0023283238376615657
135.0	0.0030847005703729257
136.0	0.0051664045847935125
137.0	0.00347674146886545
138.0	0.0043645443544933354
139.0	0.004469831735316109
140.0	0.003648708145348395
141.0	0.005006134246017889
142.0	0.00643072783731273
143.0	0.0057195905047076005
144.0	0.0037112174423476964
145.0	0.004001144227291086
146.0	0.00495196494634033
147.0	0.003490614342459177
148.0	0.004269427702111712
149.0	0.005473011364380388
150.0	0.004570440581055954
151.0	0.00367592501465691
152.0	0.0024989683194471613
153.0	0.007149147411481723
154.0	0.003807249460289024
155.0	0.00501677282796733
156.0	0.005379949199143875
157.0	0.003926267324507348
158.0	0.004778554026418741
159.0	0.002606533943440752
160.0	0.005415261968291544
161.0	0.0027452219964642583
162.0	0.005720363480069128
163.0	0.002907933310065758
164.0	0.002850916206424677
165.0	0.004063795914488563
166.0	0.004383950104359048
167.0	0.006738087250804249
168.0	0.004226100398952417
169.0	0.004625667636491392
170.0	0.003599359770951941
171.0	0.0045350667875376375
172.0	0.003522591112678149
173.0	0.004229171958941644
174.0	0.004190177386098279
175.0	0.0053856244656140355
176.0	0.004676317864128313
177.0	0.0034174054391397876
178.0	0.004643568118547814
179.0	0.00345735606045662
180.0	0.00483483883761206
181.0	0.0029797183114033867
182.0	0.003615897375397249
183.0	0.005425005526138164
184.0	0.00403517548465517
185.0	0.005285564839210013
186.0	0.006062222004433024
187.0	0.005777258534968914
188.0	0.002455559650460338
189.0	0.008485377714079862
190.0	0.0030255476137592036
191.0	0.003416835878347083
192.0	0.004091500978762252
193.0	0.003489902391468296
194.0	0.0032371597897057473
195.0	0.0033993829083420715
196.0	0.004826397133005905
197.0	0.0043735556198921935
198.0	0.00517275111934079
199.0	0.0038232785283122744
200.0	0.002313372866853077
201.0	0.006694068338110958
202.0	0.002787369495124379
203.0	0.0037503544053892374
204.0	0.005232005783238924
205.0	0.004564867021870204
206.0	0.00390848889119222
207.0	0.005091812462406127
208.0	0.0032559756373218727
209.0	0.008153181381735057
210.0	0.004264016874581019
211.0	0.006622730848824738
212.0	0.005588855961325073
213.0	0.0031345574811914374
214.0	0.005481697166469128
215.0	0.0034771889809168603
216.0	0.0036453314635059336
217.0	0.00294566671258242
218.0	0.003367690918519452
219.0	0.006103189698593971
220.0	0.004225937667297359
221.0	0.004741227453039725
222.0	0.003281646555907332
223.0	0.004901233352875879
224.0	0.006245498530942527
225.0	0.004639011632206179
226.0	0.005965417011130169
227.0	0.004515457623103103
228.0	0.0036268817621136896
229.0	0.004068047278976963
230.0	0.005163048244407934
231.0	0.004701053075697187
232.0	0.009004471352259218
233.0	0.004881380090958756
234.0	0.004063307719523388
235.0	0.006157704803038529
236.0	0.005213291642907209
237.0	0.004998201077833793
238.0	0.0051492770780986186
239.0	0.006113258719750709
240.0	0.004879061164874176
241.0	0.0049630917232549475
242.0	0.00662877226151878
243.0	0.005031052530698703
244.0	0.006070724733409825
245.0	0.004288284232641601
246.0	0.004835123618008411
247.0	0.005418699674504652
248.0	0.00641036603897355
249.0	0.004033202363337587
250.0	0.005966556132715578
251.0	0.006356990056114401
252.0	0.004438668623372428
253.0	0.004079743616684285
254.0	0.007025674768206174
255.0	0.006669984053162316
256.0	0.0070282377917733445
257.0	0.00430952071362672
258.0	0.0038197187733578723
259.0	0.002683058504231956
260.0	0.0030948306159003093
261.0	0.004020509294243034
262.0	0.003422307730248421
263.0	0.004210905330661341
264.0	0.005500146867861372
265.0	0.004440865500715717
266.0	0.002764993892553852
267.0	0.007543466553145064
268.0	0.0025143261193932964
269.0	0.005330417751635479
270.0	0.006132359347763186
271.0	0.005184630530160052
272.0	0.0046173276391696496
273.0	0.004828878790745546
274.0	0.0043987790264262425
275.0	0.0037426043103170816
276.0	0.0036684800414379885
277.0	0.006488294160289633
278.0	0.005362618277880158
279.0	0.0033208852262332847
280.0	0.007041500421660602
281.0	0.004939638023469658
282.0	0.003873155780587669
283.0	0.004605794033117387
284.0	0.005357817694055934
285.0	0.005370205641297254
286.0	0.004281571551870443
287.0	0.007322212526636312
288.0	0.005327325850189371
289.0	0.0050163253159159205
290.0	0.004081025128467869
291.0	0.004708518390372991
292.0	0.007216070804624481
293.0	0.00341539163490844
294.0	0.0072218070954652895
295.0	0.004960345626575837
296.0	0.0032288604752977695
297.0	0.005001862540072607
298.0	0.006293687442296691
299.0	0.004944601338948938
300.0	0.0034173240733122584
301.0	0.0055248210550596
302.0	0.00594293970127523
303.0	0.005461762538724477
304.0	0.0038845063135279907
305.0	0.00604580644872901
306.0	0.0074716408688936704
307.0	0.005176941459458543
308.0	0.003970347261571287
309.0	0.0032219850628715527
310.0	0.0030141970808188812
311.0	0.004723347312440186
312.0	0.004880668139967877
313.0	0.0031138498780852583
314.0	0.00595117799131256
315.0	0.00425746692546492
316.0	0.004544952735582434
317.0	0.0037222628534347834
318.0	0.003959139118829141
319.0	0.0032967399169139973
320.0	0.0064653083140126365
321.0	0.0024689646705457723
322.0	0.0064226726203873395
323.0	0.003977385405652562
324.0	0.004203175577046068
325.0	0.0044192832149635985
326.0	0.004584862673985503
327.0	0.003104675881031342
328.0	0.0031345574811914374
329.0	0.003204450727039012
330.0	0.0038128840438454207
331.0	0.0033733865264464953
332.0	0.005451205322602564
333.0	0.005758035858215143
334.0	0.004411268680951973
335.0	0.003568501780861495
336.0	0.004961911918755774
337.0	0.004584964381269914
338.0	0.005604437517296913
339.0	0.0027350716094799916
340.0	0.0028974981426851394
341.0	0.0034316037760436314
342.0	0.004832235131131126
343.0	0.004071240887707484
344.0	0.004704450098996531
345.0	0.003993577205330871
346.0	0.005594693959450292
347.0	0.0037448011876603697
348.0	0.007552477818543921
349.0	0.002759359308997455
350.0	0.004393876735317609
351.0	0.008203994341027037
352.0	0.004362530550261989
353.0	0.004323902123642504
354.0	0.0033555470687607197
355.0	0.0032978586970425234
356.0	0.005150294150942733
357.0	0.004665455526153167
358.0	0.004889231893315324
359.0	0.003173938541715566
360.0	0.0029111269187962786
361.0	0.008009814793628622
362.0	0.004196035725680381
363.0	0.0035378268638829903
364.0	0.003091087787833967
365.0	0.003819739114814755
366.0	0.005417275772522891
367.0	0.0035355893036259373
368.0	0.003699317690071552
369.0	0.006118771254565812
370.0	0.005152836833053021
371.0	0.0033296930770633196
372.0	0.0045480039541147795
373.0	0.004627600074895211
374.0	0.007832966167493925
375.0	0.005961714865977591
376.0	0.0030549410189541237
377.0	0.005607285321260434
378.0	0.004427440139173401
379.0	0.0035303412077503046
380.0	0.00730130150896131
381.0	0.005728927233416575
382.0	0.00410484497447704
383.0	0.005706226167535931
384.0	0.004643201972323933
385.0	0.00804024561312454
386.0	0.004646436263968218
387.0	0.004425507700769582
388.0	0.003791993367627301
389.0	0.002960149829882616
390.0	0.0034197853895950162
391.0	0.004811852991335063
392.0	0.0023541371464452015
393.0	0.004743261598727955
394.0	0.0043405210939153425
395.0	0.004678901229152365
396.0	0.004555815073557581
397.0	0.0051433577141458695
398.0	0.0031878724396799396
399.0	0.0035671389032503813
400.0	0.005345775551581615
401.0	0.007420482104834691
402.0	0.003850047885569379
403.0	0.003842440180695399
404.0	0.003519987406197215
405.0	0.0032189338443392086
406.0	0.0038185796517724636
407.0	0.007112776886576173
408.0	0.004961423723790598
409.0	0.00401719363677122
410.0	0.0027823451552744516
411.0	0.005777156827684504
412.0	0.003927121665696405
413.0	0.006458615974698361
414.0	0.008159507574825451
415.0	0.005986287345891406
416.0	0.0056244941937828585
417.0	0.005200334134873186
418.0	0.00329615001466441
419.0	0.00619985230169865
420.0	0.004950174898134688
421.0	0.005217176861171728
422.0	0.003108581440752743
423.0	0.006926388117163678
424.0	0.004488322119622117
425.0	0.004113734191134604
426.0	0.004831096009545717
427.0	0.004544810345384258
428.0	0.0034017628587973
429.0	0.004583255698891801
430.0	0.002464835354798666
431.0	0.0049522293852798
432.0	0.003991543059642642
433.0	0.004713257949826566
434.0	0.005580576988373978
435.0	0.004038084312989338
436.0	0.003106242173211279
437.0	0.0031390936260761895
438.0	0.005125518256460094
439.0	0.004703249953040475
440.0	0.004263732094184668
441.0	0.007422862055289921
442.0	0.0034831490277833737
443.0	0.003657739752204135
444.0	0.005012155317255049
445.0	0.0025944918009664316
446.0	0.006476394408013488
447.0	0.003548567153116843
448.0	0.0037568636715915728
449.0	0.00444222837832683
450.0	0.0053971173887525335
451.0	0.005871948016756011
452.0	0.0030082777168661326
453.0	0.00473878647821385
454.0	0.005214959642371558
455.0	0.006410732185197431
456.0	0.004450588717105455
457.0	0.005301431175578205
458.0	0.00460652632556515
459.0	0.0034532470861663965
460.0	0.004123376041696813
461.0	0.0033567675561736576
462.0	0.004611245543561843
463.0	0.00398869525567912
464.0	0.005615279513815177
465.0	0.0045278048874306575
466.0	0.0045951351097110625
467.0	0.0046009527663794
468.0	0.0033866288148768713
469.0	0.005409281579968148
470.0	0.00696074483783788
471.0	0.005403870752437457
472.0	0.004908291838414037
473.0	0.0032755848017564076
474.0	0.005151840101665788
475.0	0.0037241952918386024
476.0	0.004592816183626482
477.0	0.004628169635687914
478.0	0.0039014100641971802
479.0	0.005673110275731551
480.0	0.006095683701004403
481.0	0.004192333580527802
482.0	0.0050779395888124
483.0	0.005909498346160732
484.0	0.004683274642382058
485.0	0.002808422902997557
486.0	0.007396357136972287
487.0	0.0029844782123138445
488.0	0.005863038458641564
489.0	0.0021711250588751685
490.0	0.00644028832204741
491.0	0.0033047951338393868
492.0	0.003997828569819271
493.0	0.003801126681767452
494.0	0.0037928883917301218
495.0	0.009262929903405694
496.0	0.005041345307881146
497.0	0.004510412941796293
498.0	0.006365675858203142
499.0	0.004017071588029925
500.0	0.004987420105686175
501.0	0.00379384444020359
502.0	0.0029801047990841503
503.0	0.004863886438039981
504.0	0.003940852149091956
505.0	0.004250388098469881
506.0	0.004653128603282494
507.0	0.003097393639467479
508.0	0.004520807426263147
509.0	0.004169673197560923
510.0	0.00438901512712274
511.0	0.003709101930831938
512.0	0.004519729329048385
513.0	0.0034409201632957234
514.0	0.004854163221650242
515.0	0.00465823430895995
516.0	0.004543732248169496
517.0	0.0037809072736264483
518.0	0.0041100523874389085
519.0	0.005540850123082849
520.0	0.006132949250012774
521.0	0.004537141616139632
522.0	0.004854814148270476
523.0	0.004695560882338966
524.0	0.004869582045967024
525.0	0.003479996101966618
526.0	0.004951008897866862
527.0	0.005008982049981411
528.0	0.00353481632826441
529.0	0.009725047120857732
530.0	0.008154117088751642
531.0	0.00302640195494826
532.0	0.004990288251106579
533.0	0.004938722657909954
534.0	0.004842853371623684
535.0	0.0043620016723830484
536.0	0.00392478239815494
537.0	0.005133736205040543
538.0	0.004119104335751531
539.0	0.004339361630873051
540.0	0.00428004594260427
541.0	0.006497427474429785
542.0	0.007151059508428659
543.0	0.006019647335178374
544.0	0.004235823615342155
545.0	0.005297098445262276
546.0	0.005522054616923607
547.0	0.004824057865464442
548.0	0.0034716561046448757
549.0	0.006193180303841257
550.0	0.0038269399905510883
551.0	0.003295458405130412
552.0	0.004176487585616492
553.0	0.0029055126766967644
554.0	0.0044074241456012195
555.0	0.003878647973945889
556.0	0.00416894090511316
557.0	0.00843633446153664
558.0	0.003967438433237118
559.0	0.005069294469637424
560.0	0.003929155811384634
561.0	0.0048824581881735185
562.0	0.0028613310323484134
563.0	0.0031353914809236112
564.0	0.004103360048124632
565.0	0.003929440591780986
566.0	0.004952432799848623
567.0	0.0076537782738177644
568.0	0.003135452505294258
569.0	0.006407192771699912
570.0	0.003514108725158231
571.0	0.006310936997732879
572.0	0.003982308038218078
573.0	0.00475835495973462
574.0	0.004051143528307774
575.0	0.0042675766295354215
576.0	0.007152585117694831
577.0	0.006272878131906099
578.0	0.00381615901840347
579.0	0.003529914037155776
580.0	0.005984456614772
581.0	0.005336459164329522
582.0	0.005967268083706458
583.0	0.0063734259532752975
584.0	0.004648368702372036
585.0	0.00549986208746502
586.0	0.005945319651730459
587.0	0.003908814354502336
588.0	0.005613143660842536
589.0	0.004957660554267373
590.0	0.003938451857179844
591.0	0.0038343239393993623
592.0	0.0049534091897789735
593.0	0.005137621423305061
594.0	0.004093555465907365
595.0	0.005438573277878657
596.0	0.005042647161121613
597.0	0.004536205909123046
598.0	0.003499767998056211
599.0	0.006204978348832989
600.0	0.005595934788320113
601.0	0.003994390863606164
602.0	0.006566527403458949
603.0	0.0035151461394592283
604.0	0.003750964649095706
605.0	0.004518936012229975
606.0	0.0060207050909362545
607.0	0.004868381900010969
608.0	0.0036000920633997035
609.0	0.007720091423254055
610.0	0.0036667510176029935
611.0	0.005519613642097731
612.0	0.0049142722267374326
613.0	0.004107652095526797
614.0	0.005497197356613439
615.0	0.005323583022123028
616.0	0.0033660432605119857
617.0	0.003157400937270258
618.0	0.004667042159789986
619.0	0.006107278331427313
620.0	0.004529676301463829
621.0	0.0035960847963938908
622.0	0.003649237023227335
623.0	0.007789821937446573
624.0	0.004385455372168338
625.0	0.004503171383146195
626.0	0.0062660027194798825
627.0	0.0040181090023309225
628.0	0.00391229274362921
629.0	0.005128528792078675
630.0	0.005670506569250616
631.0	0.002607876479594984
632.0	0.00476392851892037
633.0	0.004489949436172701
634.0	0.00316893454332252
635.0	0.0030720888671059007
636.0	0.003967173994297649
637.0	0.003460061474221966
