gene,kegg,rvs,rvm,mvs
IYO_000895,PSPTO_0210,1.54675878420101,-0.637355146715991,2.18411393091701
IYO_000930,PSPTO_2487,0.93477163069428,0.0270665922840157,0.907705038410264
IYO_000935,PSPTO_5180,0.89486828257219,-0.169002895341423,1.06387117791361
IYO_000945,PSPTO_2913,2.13560030799835,-0.126420707215405,2.26202101521375
IYO_000960,PSPTO_0215,1.85821403820371,-0.292614783514741,2.15082882171845
IYO_000975,PSPTO_2343,-1.49411468997554,0.498598365173583,-1.99271305514913
IYO_001025,PSPTO_0227,-1.48715316616442,0.541360881345429,-2.02851404750985
IYO_001030,PSPTO_0228,-1.21513181915684,0.17461387158504,-1.38974569074188
IYO_001035,PSPTO_0229,-2.43248640169347,-1.19773284141093,-1.23475356028253
IYO_001040,PSPTO_0230,-0.85137905562574,-0.171227795764625,-0.680151259861115
IYO_001060,PSPTO_0234,0.995749700742231,-0.122010148545459,1.11775984928769
IYO_001075,PSPTO_0237,0.714919510444385,-0.108202598256325,0.82312210870071
IYO_001085,PSPTO_0239,-1.62372392144254,-0.919542290981615,-0.704181630460925
IYO_001115,PSPTO_0242,3.32042613105398,0.174891599392597,3.14553453166138
IYO_001120,PSPTO_0243,3.62737501641323,0.0293407247700631,3.59803429164317
IYO_001140,PSPTO_0247,3.52055659366811,-2.58020904374028,6.10076563740839
IYO_001145,PSPTO_0248,4.15946603748461,-2.12290693332425,6.28237297080886
IYO_001150,PSPTO_0249,2.2595987706989,-1.96462039117238,4.22421916187127
IYO_001155,PSPTO_0250,2.54066700207599,-2.11400428411536,4.65467128619135
IYO_001160,PSPTO_0251,2.07245701434406,-1.52022371178041,3.59268072612448
IYO_001165,PSPTO_0252,2.08076318713895,-1.55059969181173,3.63136287895068
IYO_001170,PSPTO_0253,2.05325352543142,-1.49418509173328,3.5474386171647
IYO_001175,PSPTO_0254,2.07540240416166,-1.29677415154914,3.3721765557108
IYO_001180,PSPTO_0255,2.20896740891342,-1.52125310227188,3.7302205111853
IYO_001185,PSPTO_0256,1.92005377977443,-1.32157617184715,3.24162995162158
IYO_001190,PSPTO_0257,4.67154664973773,-2.53522246257905,7.20676911231677
IYO_001205,PSPTO_0258,0.349986516714587,-1.48948758131219,1.83947409802677
IYO_001210,PSPTO_0259,2.87381109964751,-2.22963642726911,5.10344752691662
IYO_001215,PSPTO_0260,2.72050630776071,-1.14223295784957,3.86273926561028
IYO_001220,PSPTO_0261,0.75048907016237,-0.374921018104468,1.12541008826684
IYO_001235,PSPTO_0264,0.878017230274429,0.136947263054295,0.741069967220134
IYO_001250,PSPTO_0267,0.938302678962078,-0.0455872764496193,0.983889955411698
IYO_001255,PSPTO_0268,2.17996387963931,0.258562562084818,1.9214013175545
IYO_001260,PSPTO_0269,2.49007389887102,0.481251492309842,2.00882240656118
IYO_001270,PSPTO_0271,1.45184222871877,-0.398006047941674,1.84984827666045
IYO_001275,PSPTO_0272,2.67410188806555,-1.46955569794542,4.14365758601097
IYO_001280,PSPTO_0273,1.31818561175899,0.483852856644133,0.834332755114855
IYO_001305,PSPTO_4221,2.18362026655423,-0.701517373474668,2.8851376400289
IYO_001360,PSPTO_0046,-2.93661169407147,-0.29537822792193,-2.64123346614954
IYO_001425,PSPTO_3025,-1.33488376256469,0.0616006013342419,-1.39648436389893
IYO_001470,PSPTO_4547,1.15590737455065,-0.338304891803705,1.49421226635435
IYO_001530,PSPTO_0339,0.949086626528412,-0.21035954546572,1.15944617199413
IYO_001560,PSPTO_4004,1.01859078254232,0.167706956153334,0.850883826388989
IYO_001585,PSPTO_2995,2.98992791877049,-0.683685457215685,3.67361337598617
IYO_001610,PSPTO_5363,1.20608815099252,0.3757682867831,0.830319864209421
IYO_001650,PSPTO_5356,1.79210021824227,-0.558904533229743,2.35100475147201
IYO_001660,PSPTO_5354,1.77247046959594,-0.203444499490189,1.97591496908612
IYO_001680,PSPTO_5341,-1.49026898889423,-0.341563133875897,-1.14870585501833
IYO_001685,PSPTO_5340,3.13510018422442,0.296803642410653,2.83829654181377
IYO_001690,PSPTO_5339,-0.7560621987498,-0.242045459694302,-0.514016739055498
IYO_001695,PSPTO_5338,-1.21971917926986,0.325035030432934,-1.54475420970279
IYO_001715,PSPTO_5334,-1.49403406385169,0.179845272484762,-1.67387933633645
IYO_001725,PSPTO_5331,1.98044389052227,0.183957313988843,1.79648657653343
IYO_001735,PSPTO_5331,1.89900804836217,0.105692449546592,1.79331559881558
IYO_001755,PSPTO_5327,-0.966442985231601,0.238238992128107,-1.20468197735971
IYO_001790,PSPTO_5320,2.4137838609259,0.289607871461164,2.12417598946473
IYO_001810,PSPTO_0318,2.45004164112378,-0.689837166219418,3.1398788073432
IYO_001820,PSPTO_0320,4.49162715267074,-1.53684376620995,6.02847091888069
IYO_001825,PSPTO_0321,1.31790260639612,0.0591453159036156,1.2587572904925
IYO_001835,PSPTO_0323,1.5384308585278,-0.342385589567176,1.88081644809498
IYO_001840,PSPTO_0324,0.638170548814909,0.118925382075469,0.51924516673944
IYO_001870,PSPTO_0330,-2.51247759376053,-0.0360140423789382,-2.47646355138159
IYO_001875,PSPTO_1848,-2.91123220849144,-0.36274266646676,-2.54848954202468
IYO_001885,PSPTO_0333,-0.912926740073551,0.626964524344652,-1.5398912644182
IYO_001890,PSPTO_0334,1.12206638886709,-0.311428672307377,1.43349506117447
IYO_001895,PSPTO_0335,1.5608923204199,0.00656716487013843,1.55432515554976
IYO_001900,PSPTO_0336,1.24020990458823,0.345738882828278,0.894471021759951
IYO_001905,PSPTO_0337,1.40063356676816,0.249739596973355,1.1508939697948
IYO_001920,PSPTO_0340,-1.90848607125922,-0.393489203749422,-1.5149968675098
IYO_001925,PSPTO_0341,-1.75883788088649,-0.604467374482991,-1.1543705064035
IYO_001935,PSPTO_0344,-1.53986514832878,-0.583621190944138,-0.95624395738464
IYO_001950,PSPTO_0347,0.789399746853419,-0.730438722104053,1.51983846895747
IYO_001955,PSPTO_2605,0.971265159460658,0.250582358830217,0.720682800630441
IYO_001975,PSPTO_0352,3.98863527370102,0.532189695335067,3.45644557836596
IYO_001980,PSPTO_0353,3.72073042893447,0.527300847651627,3.19342958128284
IYO_002020,PSPTO_0363,2.7457762268976,-0.264998453704725,3.01077468060232
IYO_002025,PSPTO_0364,3.19312147517402,-0.149315158872491,3.34243663404651
IYO_002040,PSPTO_0367,1.9169629958004,-0.603228103013392,2.52019109881379
IYO_002045,PSPTO_3289,1.48253214005544,-0.227961604125976,1.71049374418142
IYO_002055,PSPTO_0370,1.42922620029786,-0.296223630102319,1.72544983040018
IYO_002060,PSPTO_0371,1.44955383921332,0.188487918032316,1.26106592118101
IYO_002110,PSPTO_0378,0.929374977917816,-0.539957019840954,1.46933199775877
IYO_002125,PSPTO_0381,-0.656960560703321,-0.324970402312894,-0.331990158390428
IYO_002135,PSPTO_0383,-1.11564046452993,1.41091540122797,-2.5265558657579
IYO_002140,PSPTO_0384,-1.01043383670043,1.34626375778884,-2.35669759448928
IYO_002155,PSPTO_0387,-1.64454057984726,0.61349603235236,-2.25803661219962
IYO_002160,PSPTO_0388,-1.26883043281338,0.271670155911784,-1.54050058872516
IYO_002165,PSPTO_0389,-1.57193640000431,0.216034431258236,-1.78797083126254
IYO_002175,PSPTO_0391,-0.0508741886208342,-0.677787166559557,0.626912977938723
IYO_002180,PSPTO_0393,2.47821777243188,-0.664091721777139,3.14230949420902
IYO_002185,PSPTO_0394,-0.62826882057981,-3.9826590690776,3.35439024849779
IYO_002190,PSPTO_0395,-1.84246452685511,-3.52892138688943,1.68645686003431
IYO_002225,PSPTO_4511,1.26404053025679,0.393285378389334,0.870755151867453
IYO_002255,PSPTO_0537,-1.23695344476956,-0.00918236287589426,-1.22777108189367
IYO_002260,PSPTO_0538,-0.673880055604552,0.0689907845927472,-0.742870840197299
IYO_002295,PSPTO_0545,1.4282444212926,-0.517139212203573,1.94538363349617
IYO_002300,PSPTO_0546,1.71360143972398,-0.790586726224792,2.50418816594878
IYO_002305,PSPTO_0547,1.97785197968276,-0.841728110768528,2.81958009045129
IYO_002320,PSPTO_0550,-1.82342127665451,0.116607170526888,-1.9400284471814
IYO_002350,PSPTO_0556,0.778646891437047,0.0282634811618683,0.750383410275179
IYO_002355,PSPTO_0557,0.668643029644699,0.0128046103307072,0.655838419313992
IYO_002360,PSPTO_0558,0.660667094826264,0.0765430193099996,0.584124075516265
IYO_002375,PSPTO_0562,1.09594526043177,0.0925814058746976,1.00336385455707
IYO_002380,PSPTO_0563,1.78028827580312,-0.340742357893348,2.12103063369647
IYO_002385,PSPTO_0564,1.18394800019362,-0.169348907993317,1.35329690818694
IYO_002390,PSPTO_0565,2.06102962662639,-8.18062164905206e-05,2.06111143284288
IYO_002410,PSPTO_0569,1.35384193763234,0.199419422073818,1.15442251555852
IYO_002420,PSPTO_0570,1.36361267426304,-1.53848765029469,2.90210032455773
IYO_002425,PSPTO_4131,3.81665055215177,0.598200287575142,3.21845026457663
IYO_002430,PSPTO_0571,1.10017245737468,-0.142138761994319,1.242311219369
IYO_002440,PSPTO_1453,-0.873648145209333,-3.0252987584019,2.15165061319257
IYO_002455,PSPTO_0574,0.845512874478641,-1.02516971120079,1.87068258567943
IYO_002465,PSPTO_0576,0.735070098370276,-2.48749533053996,3.22256542891023
IYO_002470,PSPTO_0577,0.661132813005445,-1.64204311115105,2.30317592415649
IYO_002485,PSPTO_0580,0.688602207345873,-1.03933218124715,1.72793438859302
IYO_002490,PSPTO_0581,0.811621425289251,-1.04702050646897,1.85864193175822
IYO_002520,PSPTO_3398,0.960633549984588,-1.84629705797312,2.80693060795771
IYO_002525,PSPTO_3397,0.889914672664199,-1.91813238184116,2.80804705450536
IYO_002530,PSPTO_3389,0.750333650309462,-2.87083079689702,3.62116444720648
IYO_002545,PSPTO_0593,-1.07651968249351,-0.102825205395229,-0.973694477098277
IYO_002560,PSPTO_0596,1.15627326091649,0.571687940736694,0.584585320179794
IYO_002565,PSPTO_0597,-1.57020735014764,0.511069728513893,-2.08127707866154
IYO_002575,PSPTO_0599,2.75891615385167,-1.23549924004721,3.99441539389888
IYO_002600,PSPTO_0604,-1.39598917078143,0.600308129721059,-1.99629730050249
IYO_002610,PSPTO_0606,-2.07269208439846,-0.150617300312606,-1.92207478408586
IYO_002615,PSPTO_0607,-0.822410564883043,-0.0399614701856458,-0.782449094697397
IYO_002685,PSPTO_0613,-1.38929700490073,0.867168275571482,-2.25646528047221
IYO_002690,PSPTO_0614,-1.65607368627807,0.581756113685466,-2.23782979996353
IYO_002880,PSPTO_0653,-1.21910812559371,-2.97446032983259,1.75535220423889
IYO_002890,PSPTO_0655,1.89515402654793,-0.235608678111863,2.1307627046598
IYO_002900,PSPTO_0657,3.08806161077496,0.17256714416609,2.91549446660887
IYO_002940,PSPTO_0666,1.42566179647683,-0.126312284367782,1.55197408084461
IYO_002945,PSPTO_1813,1.66048970797818,-0.241988316730126,1.90247802470831
IYO_002965,PSPTO_0672,1.40916467922266,0.549686950980154,0.859477728242503
IYO_002970,PSPTO_0673,2.03022243401454,0.285899710446193,1.74432272356834
IYO_002975,PSPTO_0674,2.43902294580337,0.0281915121071272,2.41083143369624
IYO_003010,PSPTO_0680,-1.00662356366199,-0.757246736311207,-0.249376827350786
IYO_003075,PSPTO_0693,-1.44480417172821,0.330218376448658,-1.77502254817687
IYO_003085,PSPTO_0695,-0.522936067081523,0.662129745140207,-1.18506581222173
IYO_003090,PSPTO_0696,-0.671308641041631,0.328977028603173,-1.0002856696448
IYO_003095,PSPTO_0697,-1.40375148851691,0.169806187295775,-1.57355767581269
IYO_003100,PSPTO_0698,-1.33525520424173,0.130481805910735,-1.46573701015247
IYO_003115,PSPTO_0701,1.34116957763485,-0.0683080029979071,1.40947758063276
IYO_003125,PSPTO_0703,-0.987211680161044,-0.365230515679622,-0.621981164481422
IYO_003170,PSPTO_0722,-1.91636127791754,0.0614895206960219,-1.97785079861356
IYO_003175,PSPTO_0723,-1.42482260773244,0.0400471524864235,-1.46486976021886
IYO_003220,PSPTO_0731,3.54484039813666,-0.472327907413036,4.01716830554969
IYO_003225,PSPTO_0732,3.49170240557017,-0.459383886276507,3.95108629184667
IYO_003230,PSPTO_0733,-0.886418094735193,0.280417996227523,-1.16683609096272
IYO_003235,PSPTO_0734,-2.22057258738893,-0.613394526613809,-1.60717806077512
IYO_003240,PSPTO_0735,0.86869991690692,0.203165792499832,0.665534124407089
IYO_003310,PSPTO_0749,3.51959348229785,-0.342089993957391,3.86168347625524
IYO_003315,PSPTO_0750,2.52782632913422,-0.224048306818567,2.75187463595279
IYO_003320,PSPTO_0751,2.24974876398541,-0.997933229219704,3.24768199320511
IYO_003325,PSPTO_0752,3.85148531139543,1.17149940532583,2.6799859060696
IYO_003330,PSPTO_0753,-0.768757107771101,1.02093218921954,-1.78968929699064
IYO_003345,PSPTO_0756,0.526767184302325,-0.84037554724166,1.36714273154399
IYO_003355,PSPTO_0758,1.18799935552982,-0.134048078361517,1.32204743389133
IYO_003360,PSPTO_0759,2.16488575846774,-0.413755360088145,2.57864111855588
IYO_003375,PSPTO_0762,2.43034795836106,-0.74343527549437,3.17378323385543
IYO_003380,PSPTO_0763,1.43755587447968,2.81953893321349,-1.38198305873381
IYO_003385,PSPTO_0764,-0.517879808273657,0.452823095488729,-0.970702903762386
IYO_003395,PSPTO_0765,1.22952899413416,-0.0649728826760934,1.29450187681026
IYO_003400,PSPTO_0766,2.20988238724644,-0.339123993500567,2.549006380747
IYO_003435,PSPTO_0771,0.949411929680354,-0.310387805829146,1.2597997355095
IYO_003440,PSPTO_0772,1.14017905337664,0.0636044607493192,1.07657459262733
IYO_003490,PSPTO_0777,-1.10386061946972,-0.172934345005624,-0.930926274464097
IYO_003565,PSPTO_1716,-1.32513062757578,-0.156885692168284,-1.1682449354075
IYO_003675,PSPTO_0502,-1.65011726252072,-0.583195552048123,-1.0669217104726
IYO_003720,PSPTO_4722,1.36427282052007,0.307830374881383,1.05644244563869
IYO_003745,PSPTO_2842,1.6557468643654,-0.174571242825008,1.8303181071904
IYO_003750,PSPTO_2841,0.787720263996575,-0.317598889210071,1.10531915320665
IYO_003780,PSPTO_2135,-2.11283485709491,-0.405570270563383,-1.70726458653153
IYO_003825,PSPTO_2585,1.83728491492651,-0.0980656723151337,1.93535058724165
IYO_003835,PSPTO_0975,-1.31805045849229,-0.182563501414923,-1.13548695707737
IYO_003860,PSPTO_4673,1.41704257052372,0.20068671744749,1.21635585307623
IYO_004000,PSPTO_4640,-1.44528021329386,-0.473862076710102,-0.971418136583757
IYO_004040,PSPTO_4601,2.15165288874078,-0.699866424104491,2.85151931284527
IYO_004045,PSPTO_4600,4.03648411327646,-0.736562710131724,4.77304682340819
IYO_004050,PSPTO_4589,1.29492899719856,0.0400601389869762,1.25486885821158
IYO_004052,PSPTO_4588,1.20130136297701,0.668321062435004,0.532980300542007
IYO_004060,PSPTO_4586,1.14666788871436,-1.30240382690805,2.44907171562241
IYO_004065,PSPTO_4585,1.19444793929565,-0.719718849889294,1.91416678918495
IYO_004080,PSPTO_4582,-1.85296725983962,-0.178331843156606,-1.67463541668301
IYO_004090,PSPTO_4580,-0.807297622589678,5.44312394678011,-6.25042156936979
IYO_004100,PSPTO_4578,-0.407492494729871,1.40762531700116,-1.81511781173103
IYO_004105,PSPTO_4577,-0.819398244280081,3.62503621320853,-4.44443445748861
IYO_004115,PSPTO_4575,-0.832073539649382,1.22819796625862,-2.060271505908
IYO_004195,PSPTO_4556,0.788726194644149,0.0471039330395169,0.741622261604632
IYO_004210,PSPTO_4553,1.06357689944229,-0.339486241317757,1.40306314076004
IYO_004215,PSPTO_4551,1.9668249259601,-0.391914351159039,2.35873927711914
IYO_004220,PSPTO_4550,-0.953444148872982,-0.414257541821497,-0.539186607051485
IYO_004235,PSPTO_4547,1.43345932569945,-1.05526309876819,2.48872242446764
IYO_004250,PSPTO_4545,0.606582737063206,-0.808826103464935,1.41540884052814
IYO_004260,PSPTO_4543,1.92429264163723,0.412668913312858,1.51162372832437
IYO_004270,PSPTO_4541,2.15701165644311,0.335566285433843,1.82144537100927
IYO_004315,PSPTO_4531,1.82741588584805,0.468814107024431,1.35860177882362
IYO_004345,PSPTO_0781,0.865594407143757,-0.788916177136999,1.65451058428076
IYO_004370,PSPTO_0786,0.745244514027364,2.1247763223906,-1.37953180836324
IYO_004375,PSPTO_0787,-0.351559148263364,-1.20742524728859,0.855866099025229
IYO_004430,PSPTO_0799,0.935276671866938,0.254286129807533,0.680990542059405
IYO_004450,PSPTO_3326,1.63817797594784,0.0795118666520253,1.55866610929582
IYO_004455,PSPTO_5591,1.76787975794222,-0.574718480949406,2.34259823889162
IYO_004535,PSPTO_4895,-1.6858644587414,-0.122768133088705,-1.56309632565269
IYO_004550,PSPTO_4892,0.729316540907589,-0.267122862518178,0.996439403425768
IYO_004565,PSPTO_4889,1.61892818452692,-0.121458199053567,1.74038638358049
IYO_004570,PSPTO_4888,1.83544075465883,-0.2727635472377,2.10820430189653
IYO_004575,PSPTO_4887,1.60390471571334,-0.249290337919135,1.85319505363247
IYO_004580,PSPTO_4886,1.8283321655608,-0.244475354588843,2.07280752014965
IYO_004585,PSPTO_4885,2.63994078639529,-0.397145482534942,3.03708626893024
IYO_004610,PSPTO_4511,1.26404053025679,0.393285378389334,0.870755151867453
IYO_004650,PSPTO_4880,-1.37228867437053,0.0547743622041831,-1.42706303657472
IYO_004660,PSPTO_4878,-1.40111520106162,-0.386282411610784,-1.01483278945084
IYO_004665,PSPTO_4877,-0.902987931372585,0.701335476351605,-1.60432340772419
IYO_004690,PSPTO_3326,1.63817797594784,0.0795118666520253,1.55866610929582
IYO_004695,PSPTO_4872,0.721832175704037,-0.0247227950249614,0.746554970728998
IYO_004705,PSPTO_4869,1.54362885194051,0.148242018374496,1.39538683356602
IYO_004805,PSPTO_4849,0.996346369975035,-1.33379103280863,2.33013740278367
IYO_004810,PSPTO_4848,0.486779376112495,-1.62024590291313,2.10702527902562
IYO_004820,PSPTO_4846,-0.703388816437658,0.510983066211824,-1.21437188264948
IYO_004890,PSPTO_4835,-1.73033235105035,-0.596910740151902,-1.13342161089845
IYO_004895,PSPTO_4834,0.799671510624654,-1.06321937637314,1.86289088699779
IYO_004905,PSPTO_4832,1.81460027724455,-0.616571210050741,2.43117148729529
IYO_004915,PSPTO_4830,-1.12475349293822,-0.349281457080198,-0.775472035858017
IYO_004920,PSPTO_4829,-1.06293885504877,0.769634546272846,-1.83257340132162
IYO_004970,PSPTO_4820,-1.78496225079375,0.0284970914984876,-1.81345934229224
IYO_004980,PSPTO_4818,-1.43762284402439,-0.0719323474577176,-1.36569049656667
IYO_004985,PSPTO_4817,-1.10112047709608,-0.196054305203477,-0.905066171892606
IYO_004995,PSPTO_3326,1.68959203534285,-0.462712928343893,2.15230496368675
IYO_005025,PSPTO_4809,1.44753696331861,-0.247827634221494,1.6953645975401
IYO_005050,PSPTO_4804,-0.887510837133818,0.332460399848279,-1.2199712369821
IYO_005060,PSPTO_4802,-1.12128782088144,0.212315682783927,-1.33360350366537
IYO_005065,PSPTO_4800,-1.66927662855538,-0.443922352226586,-1.22535427632879
IYO_005070,PSPTO_4799,-1.53384552073594,-0.0342106460615417,-1.4996348746744
IYO_005075,PSPTO_4798,-1.49069403426864,-0.0746457251417135,-1.41604830912693
IYO_005085,PSPTO_4795,-1.31064787028335,-0.459714792479953,-0.850933077803397
IYO_005090,PSPTO_4794,-0.728221471775206,0.430477912021254,-1.15869938379646
IYO_005095,PSPTO_4793,1.01783382636357,-0.205835774461082,1.22366960082466
IYO_005115,PSPTO_4789,-1.21222670020598,0.101008428588099,-1.31323512879408
IYO_005120,PSPTO_4788,1.57521492049228,-0.712187374139201,2.28740229463148
IYO_005125,PSPTO_4782,1.932055324812,-0.363495934847393,2.29555125965939
IYO_005130,PSPTO_4781,0.936465962808861,-0.0093544165947136,0.945820379403575
IYO_005135,PSPTO_4780,1.95776389913267,0.444339425118649,1.51342447401402
IYO_005180,PSPTO_4735,1.00545122272184,0.0396279501858811,0.965823272535963
IYO_005245,PSPTO_3326,1.63817797594784,0.0795118666520253,1.55866610929582
IYO_005250,PSPTO_5591,2.45243316453651,-0.265524661960925,2.71795782649744
IYO_005375,PSPTO_1105,-1.55801880739342,0.180116621741831,-1.73813542913525
IYO_005400,PSPTO_1110,3.46469971894561,0.238318773213588,3.22638094573203
IYO_005405,PSPTO_1111,2.20030893411144,0.609462513112415,1.59084642099902
IYO_005435,PSPTO_1115,1.11553845828206,-0.998541070556078,2.11407952883814
IYO_005440,PSPTO_1116,1.44975695349314,-1.35187008343629,2.80162703692942
IYO_005445,PSPTO_1117,1.14474223164622,-1.10646950661982,2.25121173826604
IYO_005450,PSPTO_1118,1.92751214875301,-1.21050497024932,3.13801711900233
IYO_005455,PSPTO_1119,1.92978003157771,-1.13206546998851,3.06184550156622
IYO_005465,PSPTO_1121,2.13323943367229,-0.762752398649953,2.89599183232224
IYO_005470,PSPTO_1122,4.10774475579194,-0.395060969951662,4.5028057257436
IYO_005475,PSPTO_1123,3.89282502777898,-0.612231925839508,4.50505695361849
IYO_005485,PSPTO_1125,2.79695611226073,-0.468012858470503,3.26496897073123
