"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"58","PSPTO_3517","019435","PSPTO_3517","gene",621,581,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"59","PSPTO_2065","pst2065","","gene",621,497,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"60","PSPTO_2745","pst2745","","gene",621,417,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"64","PSPTO_3516","019430","PSPTO_3516","gene",556,659,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"65","PSPTO_3517","019435","PSPTO_3517","gene",495,581,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"66","PSPTO_2065","pst2065","","gene",495,497,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"67","PSPTO_2745","pst2745","","gene",495,418,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"72","PSPTO_5473","028595","PSPTO_5473","gene",335,980,46,17,1.72744376391858,-0.8064675372252,2.53391130114378,"#DDA4A4","#BCBCD8","#E28D8D"
"74","PSPTO_3516","019430","PSPTO_3516","gene",429,659,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"75","PSPTO_3517","019435","PSPTO_3517","gene",369,582,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"76","PSPTO_2065","pst2065","","gene",369,498,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"77","PSPTO_2745","pst2745","","gene",369,418,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"79","PSPTO_1558","007730","PSPTO_1558","gene",455,905,46,17,0.939058732996428,-0.867191899810406,1.80625063280683,"#D8BCBC","#BCBCD8","#DDA4A4"
"81","PSPTO_5461","028525","PSPTO_5461","gene",977,421,46,17,3.55625880389995,-5.29127600289453,8.84753480679448,"#E77575","#4646F0","#FF0000"
"89","PSPTO_3516","019430","PSPTO_3516","gene",304,659,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"90","PSPTO_2065","pst2065","","gene",243,498,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"91","PSPTO_2745","pst2745","","gene",243,404,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"92","PSPTO_3517","019435","PSPTO_3517","gene",243,582,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"100","PSPTO_3516","019430","PSPTO_3516","gene",178,659,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"101","PSPTO_3517","019435","PSPTO_3517","gene",118,582,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"102","PSPTO_2065","pst2065","","gene",118,498,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"103","PSPTO_2745","pst2745","","gene",118,404,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"104","PSPTO_4097","pst4097","","gene",143,210,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"195","PSPTO_0744","pst0744","","gene",923,659,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"205","PSPTO_1881","pst1881","PSPTO_1881","gene",557,905,46,17,1.88092021349993,-1.33708915034445,3.21800936384439,"#DDA4A4","#BCBCD8","#E77575"
"208","PSPTO_3516","019430","PSPTO_3516","gene",873,659,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
