"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"140","PSPTO_1692","pst1692","","gene",466,192,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"149","PSPTO_1886","009615","PSPTO_1886","gene",614,133,46,17,0.862517161590848,-4.97529805704839,5.83781521863924,"#D8BCBC","#4646F0","#F52F2F"
"158","PSPTO_2925","pst2925","","gene",766,415,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"185","PSPTO_2925","pst2925","","gene",358,560,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"192","PSPTO_5179","026580","PSPTO_5179","gene",291,516,46,17,-1.3453341883182,0.0719882956379926,-1.41732248395619,"#BCBCD8","#D3D3D3","#BCBCD8"
"194","PSPTO_0701","pst0701","PSPTO_0701","gene",192,472,46,17,1.13918562951253,-0.0176976403259224,1.15688326983845,"#D8BCBC","#D3D3D3","#D8BCBC"
"198","PSPTO_0420","pst0420","","gene",163,571,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"199","PSPTO_2925","pst2925","","gene",91,472,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"207","PSPTO_5049","pst5049","","gene",808,694,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"208","PSPTO_5049","pst5049","","gene",809,638,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"224","PSPTO_1480","pst1480","","gene",764,664,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"227","PSPTO_2176","012790","PSPTO_2176","gene",670,664,46,17,-0.898732700484824,1.15228152765009,-2.05101422813491,"#BCBCD8","#D8BCBC","#A4A4DD"
"230","PSPTO_1843","009470","PSPTO_1843","gene",586,664,46,17,-1.61934262207453,0.515172345228356,-2.13451496730289,"#A4A4DD","#D3D3D3","#A4A4DD"
"254","PSPTO_3675","pst3675","","gene",738,1032,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"260","PSPTO_1332","pst1332","","gene",863,505,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"262","PSPTO_0325","pst0325","","gene",965,516,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"265","PSPTO_5035","pst5035","","gene",1068,516,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"271","PSPTO_1743","008935","PSPTO_1743","gene",1076,964,46,17,-1.23882612953171,-0.281668005686075,-0.957158123845638,"#BCBCD8","#D3D3D3","#BCBCD8"
"273","PSPTO_3506","pst3506","","gene",1121,1053,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"274","PSPTO_3864","pst3864","","gene",877,932,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"285","PSPTO_0701","pst0701","PSPTO_0701","gene",62,268,46,17,1.13918562951253,-0.0176976403259224,1.15688326983845,"#D8BCBC","#D3D3D3","#D8BCBC"
"290","PSPTO_5294","pst5294","","gene",422,349,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"291","PSPTO_1746","008950","PSPTO_1746","gene",421,293,46,17,-1.37720496949747,0.12723534339386,-1.50444031289133,"#BCBCD8","#D3D3D3","#BCBCD8"
"295","PSPTO_3902","008535","PSPTO_3902","gene",468,271,46,17,-2.22653623780111,-0.498081915403536,-1.72845432239758,"#A4A4DD","#D3D3D3","#A4A4DD"
