#Position (bp)	Coverage
11059.5	80.76941857310787
33177.5	83.99733248937517
55295.5	96.83339361605931
77413.5	94.52048105615336
99531.5	80.27186002351026
121649.5	118.94389185278958
143767.5	98.89569581336468
165885.5	105.87313500316485
188003.5	89.7119540645628
210121.5	87.87313500316485
232239.5	94.32936974409982
254357.5	94.58870603128673
276475.5	90.40858124604395
298593.5	92.79093950628447
320711.5	83.04688489013473
342829.5	86.86486119902342
364947.5	89.47612804050999
387065.5	82.74016638032371
409183.5	83.87168821774121
431301.5	75.43679356180486
453419.5	103.92173795099015
475537.5	76.15643367393074
497655.5	112.84130572384483
519773.5	78.70092232570757
541891.5	99.90455737408446
564009.5	114.08866081924225
586127.5	105.16235645175875
608245.5	89.87892214485939
630363.5	83.33050004521205
652481.5	72.27791843747174
674599.5	75.53454200198934
696717.5	70.40821954968804
718835.5	99.80925038430237
740953.5	100.82236187720409
763071.5	107.3191518220454
785189.5	82.40333664888327
807307.5	84.14110679084908
829425.5	94.28637308979113
851543.5	73.74021159236821
873661.5	80.18731350031648
895779.5	84.01378967356904
917897.5	82.56062935165929
940015.5	100.37164300569671
962133.5	108.84505832353739
984251.5	96.94158603852067
1006369.5	93.890451216204
1028487.5	104.36915634324984
1050605.5	98.68970973867438
1072723.5	90.9828646351388
1094841.5	92.79026132561714
1116959.5	83.9553305000452
1139077.5	89.74021159236821
1161195.5	81.86481598697893
1183313.5	80.42978569490913
1205431.5	79.95835970702595
1227549.5	93.02405280766796
1249667.5	86.90745094493172
1271785.5	89.96396600054254
1293903.5	84.49425807034994
1316021.5	92.31047110950357
1338139.5	106.87946468939326
1360257.5	79.45415498688851
1382375.5	106.2585676824306
1404493.5	110.97504295144226
1426611.5	91.41635771769599
1448729.5	108.98232209060494
1470847.5	89.60290261325618
1492965.5	95.03974138710552
1515083.5	123.71028121891672
1537201.5	76.17555836874944
1559319.5	92.7175603580794
1581437.5	89.36160593182024
1603555.5	68.63952436929198
1625673.5	69.25621665611719
1647791.5	83.98173433402658
1669909.5	76.28664436205806
1692027.5	115.76919251288544
1714145.5	81.24690297495253
1736263.5	79.1080115742834
1758381.5	96.52726286282666
1780499.5	85.5095397413871
1802617.5	84.05710281218917
1824735.5	79.42128583054526
1846853.5	78.4183470476535
1868971.5	85.95569219640112
1891089.5	84.52102360068723
1913207.5	79.44913644995027
1935325.5	77.91852789583145
1957443.5	96.46161497422914
1979561.5	95.78388642734424
2001679.5	95.88520661904332
2023797.5	76.31784067275522
2045915.5	84.29433040962112
2068033.5	90.9457907586581
2090151.5	92.6908400397866
2112269.5	92.6725291617687
2134387.5	92.78795551134823
2156505.5	79.98973686590108
2178623.5	82.28257527805407
2200741.5	95.02965910118455
2222859.5	101.35455285288
2244977.5	84.28108328058595
2267095.5	116.56234740934985
2289213.5	88.49150013563613
2311331.5	120.50723392711818
2333449.5	93.95867619133737
2355567.5	95.65051089610272
2377685.5	85.36757392169274
2399803.5	85.60864454290623
2421921.5	79.33940681797631
2444039.5	86.97115471561624
2466157.5	97.45958043222714
2488275.5	88.24048286463514
2510393.5	84.14363866534045
2532511.5	82.0402387195949
2554629.5	71.34044669499954
2576747.5	79.03662175603581
2598865.5	93.23248033276064
2620983.5	87.0131567049462
2643101.5	86.72524640564247
2665219.5	94.37340627543178
2687337.5	78.97698706935527
2709455.5	79.30179039696175
2731573.5	81.88267474455195
2753691.5	99.21706302559002
2775809.5	62.13604304186635
2797927.5	79.4932181933267
2820045.5	92.33972330228772
2842163.5	82.3597070259517
2864281.5	79.57419296500588
2886399.5	80.63473189257618
2908517.5	95.77936522289538
2930635.5	84.26033095216566
2952753.5	103.71575187629985
2974871.5	85.14277963649516
2996989.5	117.96645266298943
3019107.5	91.17582964101636
3041225.5	96.93891852789584
3063343.5	97.57780992856497
3085461.5	102.55493263405371
3107579.5	82.67044940772222
3129697.5	97.23614250836422
3151815.5	101.7955963468668
3173933.5	71.20765892033637
3196051.5	99.286825210236
3218169.5	100.04381047110951
3240287.5	69.13039153630527
3262405.5	90.32652138529704
3284523.5	85.6346414684872
3306641.5	96.81264128763902
3328759.5	90.3318564065467
3350877.5	96.94913644995027
3372995.5	91.65774482322091
3395113.5	104.47535943575369
3417231.5	81.0314675829641
3439349.5	89.22063477710462
3461467.5	88.95040238719595
3483585.5	82.58120083190161
3505703.5	96.70770413238087
3527821.5	86.86427344244507
3549939.5	75.80653766163306
3572057.5	95.27579347138078
3594175.5	95.79261235193056
3616293.5	109.69187991680984
3638411.5	96.06605479699792
3660529.5	123.94131476625373
3682647.5	94.23795099014377
3704765.5	80.24934442535492
3726883.5	79.51862736232933
3749001.5	82.96084636947283
3771119.5	93.42571661090514
3793237.5	75.90803870151008
3815355.5	100.71878108328059
3837473.5	79.01948639117461
3859591.5	90.64020254995931
3881709.5	113.72226241070621
3903827.5	83.19386924676733
3925945.5	83.60932272357356
3948063.5	73.93801428700606
3970181.5	88.63012026403834
3992299.5	90.37923862917081
4014417.5	97.9629713355638
4036535.5	83.42006510534407
4058653.5	88.48376887602858
4080771.5	81.70132923410797
4102889.5	94.71425987883173
4125007.5	90.76575639750429
4147125.5	79.12528257527805
