#GC Content (%)	Sample
1.0	7.3977629164940534E-6
2.0	2.465920972164684E-6
3.0	0.0
4.0	2.465920972164684E-6
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	2.465920972164684E-6
17.0	2.465920972164684E-6
18.0	1.232960486082342E-6
19.0	2.465920972164684E-6
20.0	1.232960486082342E-6
21.0	1.232960486082342E-6
22.0	3.6988814582470263E-6
23.0	0.0
24.0	2.465920972164684E-6
25.0	1.232960486082342E-6
26.0	2.465920972164684E-6
27.0	7.397762916494053E-6
28.0	3.6988814582470263E-6
29.0	2.465920972164684E-6
30.0	6.164802430411711E-6
31.0	1.109664437474108E-5
32.0	4.931841944329368E-6
33.0	7.3977629164940534E-6
34.0	6.164802430411711E-6
35.0	9.863683888658737E-6
36.0	9.863683888658737E-6
37.0	1.726144680515279E-5
38.0	1.602848631907045E-5
39.0	1.2329604860823422E-5
40.0	1.6028486319070446E-5
41.0	1.4795525832988107E-5
42.0	2.219328874948216E-5
43.0	1.726144680515279E-5
44.0	2.219328874948216E-5
45.0	3.8221775068552605E-5
46.0	4.561953798504666E-5
47.0	5.7949142845870085E-5
48.0	8.877315499792863E-5
49.0	9.986979937266972E-5
50.0	1.2946085103864594E-4
51.0	2.2316584798090392E-4
52.0	2.934445956875974E-4
53.0	4.438657749896432E-4
54.0	7.521058965102286E-4
55.0	0.0012033694344163659
56.0	0.0018950602671085597
57.0	0.002751967804935787
58.0	0.0042894695310804675
59.0	0.006756623463731234
60.0	0.010424680909826203
61.0	0.01612835611844312
62.0	0.025233769308161215
63.0	0.03862988498944586
64.0	0.05774323844469432
65.0	0.07925223412440079
66.0	0.10051093882543254
67.0	0.11365306464658421
68.0	0.11522632222682527
69.0	0.10609008502495512
70.0	0.09091480736225366
71.0	0.0737421337120988
72.0	0.05481125840879052
73.0	0.038073819810222724
74.0	0.02501183642066639
75.0	0.01551434179637411
76.0	0.008931565761180486
77.0	0.004681550965654653
78.0	0.0023401590025842853
79.0	0.0011836420666390484
80.0	6.941567536643586E-4
81.0	4.709909056834547E-4
82.0	3.4522893610305574E-4
83.0	3.070071610345032E-4
84.0	2.663194649937859E-4
85.0	2.219328874948216E-4
86.0	1.3192677201081062E-4
87.0	8.260835256751692E-5
88.0	3.698881458247027E-5
89.0	1.7261446805152792E-5
90.0	7.3977629164940534E-6
91.0	2.465920972164684E-6
92.0	1.232960486082342E-6
93.0	0.0
94.0	0.0
95.0	0.0
96.0	1.232960486082342E-6
97.0	1.232960486082342E-6
98.0	0.0
99.0	0.0
100.0	4.931841944329368E-6
