#Read position (bp)	Clipping profile
0.0	31.016811767272852
1.0	0.006443646186657376
2.0	0.006342301220782874
3.0	0.006248008711203366
4.0	0.006156755381684687
5.0	0.006070372533032719
6.0	0.005978184071187631
7.0	0.005878163876108874
8.0	0.005764155659980925
9.0	0.005635185326630444
10.0	0.005508747643330651
11.0	0.005383011309275665
12.0	0.005262768877638328
13.0	0.005158384731702998
14.0	0.005068027570663793
15.0	0.004989320599857759
16.0	0.004918640181520063
17.0	0.004858908604170731
18.0	0.00480330719459637
19.0	0.004751524242021509
20.0	0.004704767625701092
21.0	0.004662413924084181
22.0	0.004619982294773404
23.0	0.004582615965564005
24.0	0.004548405707956234
25.0	0.0045177411604194265
26.0	0.0044897651183210445
27.0	0.004463737268569346
28.0	0.004441995441980353
29.0	0.004418383350738542
30.0	0.004395784319517008
31.0	0.004376808926060305
32.0	0.004356469797960924
33.0	0.00433991016301411
34.0	0.004324441515781439
35.0	0.004307998772375426
36.0	0.004292218414367286
37.0	0.004278035574083426
38.0	0.0042643982276566374
39.0	0.004250488134301313
40.0	0.004237162498649995
41.0	0.004224226501468014
42.0	0.0042122646004593735
43.0	0.004200770265613938
44.0	0.004190366918482645
45.0	0.004180625956749224
46.0	0.004171157741944341
47.0	0.004161338852517053
48.0	0.004151831673865235
49.0	0.004728847283106107
50.0	0.004133401774265605
51.0	0.004125375221797266
52.0	0.004780357488752432
53.0	0.004107334960666972
54.0	0.004099308408198635
55.0	0.004108503876074983
56.0	0.0060576313550854055
57.0	0.004073046775365334
58.0	0.004126699992593011
59.0	0.004059487356632413
60.0	0.004070280342233042
61.0	0.006102244959824469
62.0	0.00413250560578613
63.0	0.00402917348371801
64.0	0.004022861340514754
65.0	0.0040167440165461655
66.0	0.004010587728730644
67.0	0.004103984069830676
68.0	0.005557023849681481
69.0	0.003992625395294217
70.0	0.00499461968304074
71.0	0.0039888848659885845
72.0	0.00438861497168121
73.0	0.005011062426446753
74.0	0.003964571425501968
75.0	0.005198946096360959
76.0	0.003954752536074681
77.0	0.003949258633657031
78.0	0.004720041453699095
79.0	0.003977312603449281
80.0	0.0058151593356171125
81.0	0.006046955261025577
82.0	0.0040145230772709465
83.0	0.0039219839408034555
84.0	0.0050558708504204845
85.0	0.006478791576591555
86.0	0.00398428713205041
87.0	0.005725269740741112
88.0	0.0060113033410812595
89.0	0.0038947871756437468
90.0	0.003936556419556652
91.0	0.004989944021408698
92.0	0.003883877298502316
93.0	0.006916355577656785
94.0	0.0038915531763482514
95.0	0.004772603683212629
96.0	0.004887235320891517
97.0	0.005093938528874691
98.0	0.004307803953140758
99.0	0.0038636550619437363
100.0	0.0039016448127040743
101.0	0.003888319177052756
102.0	0.003849394293966009
103.0	0.0038456148008134423
104.0	0.004683727148356905
105.0	0.0056481213238124255
106.0	0.004685519485315854
107.0	0.0038820070338494994
108.0	0.0038581611595260874
109.0	0.003828236925081021
110.0	0.005281627379554229
111.0	0.0046980658440284985
112.0	0.005283185933431576
113.0	0.003817366011786524
114.0	0.006718847837549959
115.0	0.005302434073816815
116.0	0.004734536004758424
117.0	0.005929907864836801
118.0	0.006855805759521846
119.0	0.00469522148320234
